ct10_id,Median Household Income
25025170702,46638
25025170800,54201
25025180101,53050
25025180200,55714
25025180301,79976
25025180400,58571
25025180500,66774
25025980101,0
25025980300,0
25025980700,0
25025981000,0
25025981100,15385
25025981201,0
25025981202,0
25025981300,76705
25025981501,0
25025981502,0
25025981600,0
25025981700,0
25025981800,0
25025990101,0
25027700100,81842
25027701100,55279
25027702200,66188
25027703100,43950
25027703200,50198
25027703300,63074
25027704200,73358
25027705100,70116
25027706100,83333
25027707100,50306
25027707200,35162
25027707300,35274
25027707400,58542
25027707500,65074
25027708100,78632
25027709100,76250
25027709201,70809
25027709202,64549
25027709400,37981
25027709501,88594
25027709502,55688
25027709600,51311
25027709701,51801
25027709702,49950
25027710100,48007
25027710200,63225
25027710300,66680
25027710400,64219
25027710500,36009
25027710600,47083
25027710700,13642
25027710800,33462
25027711000,39766
25027711100,72824
25027712101,75102
25027712102,105847
25027713100,87962
25027715100,137120
25027716100,69422
25027716200,47188
25027716300,51081
25027717100,94712
25027718100,91734
25027719100,102270
25027720100,108319
25027721101,79700
25027721102,83734
25027722100,73687
25027723100,66648
25027724100,62685
25027725100,64009
25027726100,80112
25027726200,47183
25027727100,105072
25027728100,111275
25027728200,93702
25027728300,88924
25027728400,81962
25027729100,73056
25027729200,73906
25027730100,66754
25027730200,72087
25027730300,51827
25027730401,34596
25027730402,53558
25027730500,50957
25027730600,80000
25027730700,69375
25027730801,89844
25027730802,63341
25027730901,62399
25027730902,69531
25027731001,62245
25027731002,43984
25027731101,43897
25027731102,56051
25027731202,0
25027731203,18309
25027731204,19321
25027731300,24200
25027731400,19194
25027731500,18087
25027731600,31090
25027731700,30656
25027731800,21429
25027731900,30140
25027732001,18773
25027732002,45880
25027732201,45500
25027732202,47376
25027732203,55938
25027732301,58662
25027732302,50645
25027732400,30596
25027732500,32292
25027732600,34742
25027732700,42692
25027732801,65305
25027732802,58652
25027732901,47117
25027732902,0
25027733000,35843
25027733101,62865
25027733102,63854
25027735100,75682
25027735200,70106
25027736100,83438
25027736200,74200
25027736300,63702
25027736400,82705
25027736500,67375
25027737100,82411
25027737200,47569
25027737300,79769
25027738100,70192
25027738201,129493
25027738202,89574
25027739100,92130
25027739200,67436
25027739300,81776
25027739400,94580
25027739500,106797
25027740101,128977
25027740102,99863
25027740200,76676
25027741101,119250
25027741102,164393
25027742300,71731
25027742401,152375
25027742402,108188
25027743100,110083
25027744101,88347
25027744102,83721
25027744200,51530
25027744300,46842
25027744400,49375
25027745100,98220
25027746100,93245
25027747101,75592
25027747102,69926
25027748100,73426
25027749100,94252
25027749200,75952
25027750100,59904
25027750200,90993
25027750300,58922
25027751101,106760
25027751102,113454
25027752100,81000
25027753100,69830
25027753200,67618
25027754100,67893
25027754200,38088
25027754300,36435
25027754400,60643
25027755100,54191
25027755200,78173
25027756101,78948
25027756102,96225
25027757100,43936
25027757200,25417
25027757300,34612
25027757400,55365
25027757500,60194
25027758101,67606
25027758102,83399
25027759100,62350
25027760100,62390
25027761100,51188
25027761200,87168
25027761300,67938
25027761400,142411
