tractid00,totalpop,households,pcthhchild,pctind_finance,pctind_professional,pctocc_profmanage,pctcollege,pctinc_0_10K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,pctinc_50K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_more,medhhincome,pctpoverty,pctpublicassist,units,pctown,pctrent,pctvacant,medianvalue,pctrent_0_300,pctrent_300_600,pctrent_600_800,pctrent_800_1000,pctrent_1000_1250,pctrent_1250_1500,pctrent_1500_2000,pctrent_2000_more,medianrent,pctincomerent_30_more,medianpctincomerent,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,pctsameres,pctunits_newres
"25025080100",3381,609,23.51,9.13,5.67,21.25984,6.1,13.14,5.91,3.12,7.22,6.57,3.94,10.34,7.72,5.42,6.08,5.91,12.15,6.57,3.12,2.79,39055,29.45,8.54,680,26.44,73.56,10.44,214153,9.89,18.88,16.18,16.18,20.45,9.66,5.39,3.37,864,47.86,29.6,13.95,10.47,52.16,41.55
"25025080300",1682,609,39.57,11.94,4.29,25.5597,20.12,16.26,7.72,6.08,5.91,7.06,8.7,7.72,5.09,3.28,7.72,8.37,2.96,3.45,3.28,6.4,33362,27.2,15.76,754,19.87,80.13,19.23,214829,20.93,15.64,8.46,16.91,17.12,10.15,10.15,.42,900,45.74,29.4,20.31,0,55.74,55.04
"25025080400",723,239,42.15,16.38,7.06,32.76836,10.08,8.37,3.96,2.2,3.52,7.93,13.66,1.76,4.85,6.17,11.01,10.57,8.37,3.52,1.32,12.33,47958,25.54,6.61,387,4.18,95.82,38.24,87934,14.67,24.89,20.44,13.33,12.44,8.44,5.33,0,748,25.33,18.299999,,,35.81,81.28
"25025080500",3877,1662,37.81,5.82,20.92,25.59475,9.89,26.73,12.81,9.84,5.2,4.02,3.71,7.3,5.07,3.71,6.37,5.45,4.76,1.42,.68,2.85,20159,39.48,9.53,1761,5.23,94.77,5.62,183985,30.42,28.01,17.85,9.64,7.82,3.91,2.21,.07,510,32.86,26.799999,26.37,0,58.8,47.75
"25025080600",2300,936,29.78,8.36,13.66,25.06631,11.28,21.73,11.23,12.26,6.08,4.33,3.71,2.27,2.57,3.5,9.06,8.24,9.06,2.88,1.03,2.16,23712,34.58,8.34,970,6.3,93.7,3.51,178303,36.01,19.84,6.91,5.13,6.8,4.46,5.13,15.61,419,45.04,28.6,,,48.86,59.92
"25025080800",963,444,21.96,4.76,12.02,65.53288,40.69,16.07,8.15,8.87,6.24,5.04,3.84,5.52,3.36,2.4,9.11,6.71,11.51,5.76,3.12,4.08,36149,26.89,6.95,451,.9,99.1,1.55,0,18.79,16.47,10.21,7.66,17.17,13.23,12.3,4.18,944,37.36,26.799999,,,38.56,78.66
"25025080900",3564,1495,11.15,5.75,17.06,56.11406,48.75,11.8,5.77,4.85,3.6,4,4.91,4.78,7.21,7.8,8.45,10.22,9.7,7.08,4.91,4.85,45709,28.71,3.28,1575,10.9,89.1,5.08,290587,3.15,11.34,10.81,8.78,14.41,11.86,20.42,19.22,1250,49.4,31.799999,0,0,34.95,66.65
"25025081000",4943,2251,20.74,6.81,10.54,41.76548,40.17,17.71,9.12,9.65,6.33,4.87,3.72,3.72,3.23,3.59,9.96,9.17,8.15,4.38,2.79,3.59,31065,27.56,3.99,2306,8.22,91.78,2.39,318862,23,16.96,9.02,11.26,10.72,8.72,14.47,5.8,817,37.92,27.6,25,0,39.48,54.29
"25025081100",3754,1427,14.28,5.23,13.41,55.65806,34.98,14.36,6.76,4.64,3.52,4.29,5.77,4.71,5.63,6.05,8.8,9.5,11.47,7.11,4.71,2.67,44651,8.71,1.62,1468,24.88,75.12,2.79,196295,8.96,11.94,9.14,14.55,19.68,16.23,16.51,3.08,1070,46.92,30,25.36,0,44.5,59.85
"25025081200",2975,938,39.46,10.54,7.43,27.43243,11.87,25.19,11.48,5.95,5.31,5.42,5.74,5.53,5.21,4.57,5.1,6.59,7.01,2.98,1.7,2.23,26522,38.09,14.45,1165,14.82,85.18,19.48,264884,34.05,21.82,9.84,13.11,9.71,4.92,6.18,.25,478,38.92,28.1,11.76,0,63.4,45.52
"25025081300",4142,1596,35.49,11.16,11.08,23.99679,11.33,20.52,9.88,7.74,7.05,6.8,6.42,4.47,4.15,4.09,6.67,6.54,8.06,3.96,2.39,1.2,28448,27.68,7.93,1714,10.21,89.79,6.88,210500,29.81,23.4,13.18,15.22,11.49,4.58,2.26,.07,494,35.61,26.299999,21.67,0,56.95,45.55
"25025081400",2531,993,32.14,6.42,8.24,43.42314,33.09,13.48,5.92,2.13,3.78,4.17,4.17,5.24,5.53,5.04,4.17,6.11,15.23,9.02,6.4,9.700001,50353,17.1,3.2,1099,34.04,65.96,9.65,255143,9.13,14.8,12.13,17.17,22.2,13.39,6.93,4.41,974,43.62,25.9,24.07,0,61.74,35.01
"25025081500",1641,587,38.96,8.33,7.49,25.70621,21.72,4.5,3.06,6.67,4.14,5.59,8.65,9.73,6.49,4.86,11.17,8.11,11.89,4.14,1.98,8.83,44056,12.94,9.37,619,31.18,68.82,5.17,287476,6.25,16.11,14.66,29.81,18.75,6.97,4.57,2.88,909,49.42,30.299999,28.95,15.79,55.78,41.25
"25025081700",3722,1430,36.32,9.29,10.26,25.9362,13.23,13.67,6.52,4.77,7.92,7.71,6.03,7.15,5.75,4.63,7.08,8.48,8.13,4.56,3.43,4.13,37985,21.4,7.78,1525,22.8,77.2,6.23,214017,23.42,21.84,14.03,14.5,13.94,7.06,4.46,.74,722,38.57,26.1,31.79,4.62,58.66,35.39
"25025081800",2863,1103,31.83,10.41,7.57,27.7969,12.08,20.09,8.88,3.62,5.6,6.03,5.69,4.74,4.4,4.4,6.55,6.29,12.33,4.91,2.67,3.71,35113,25.6,8.88,1260,27.2,72.8,12.46,210500,12.1,18.34,14.79,18.09,16.99,9.78,7.95,1.83,855,48.9,30.700001,51.61,5.65,51.19,48.46
"25025081900",3206,1208,36.11,13.23,11.77,29.26621,18.41,7.5,3.79,3.88,4.05,4.74,5.52,7.41,5.78,4.57,7.84,14.48,14.22,7.24,4.14,4.83,52436,8.42,5.69,1354,23.1,76.9,10.78,277330,12.76,14.98,10.88,21.31,19.87,9.43,6.99,3.77,917,36.1,23.5,16.44,26.03,59.12,38.31
"25025082000",2806,1103,35.28,11.6,11.41,31.53989,15.03,17.34,8.04,4.79,3.79,5.15,7.32,5.96,5.51,4.88,5.51,7.23,11.65,5.06,3.43,4.25,36799,29.41,7.59,1198,29.01,70.99,7.93,248244,13.82,17.89,13.55,16.45,16.45,11.97,9.34,.53,848,41.47,28.299999,22.73,5.68,64.15,42.79
"25025082100",4251,1712,36.51,12.1,6.44,21.79984,6.97,25.15,11.29,5.18,7.1,5.94,3.26,6.87,4.83,3.49,6.4,9.2,6.11,2.44,1.51,1.34,25968,29.17,7.57,1942,10.57,89.43,11.84,284906,27.41,21.67,12.29,17.69,13.64,4.12,1.89,1.22,601,35.51,26.299999,0,100,57.59,53.74
"25025090100",4588,1607,39.21,11.42,8.1,27.29319,14.35,11.72,6.2,7.27,5.64,5.45,5.58,6.27,4.64,3.63,7.14,9.77,10.78,6.7,4.76,4.51,41524,16.77,10.4,1770,25.33,74.67,9.21,293970,14.14,20.36,16.1,16.87,16.18,8.94,7.07,.26,795,43.03,26.700001,20.69,0,58.03,41.7
"25025090200",1996,676,40.94,6.43,15.16,26.79939,13.46,21.25,9.36,3.71,5.2,6.09,6.69,6.09,3.86,2.97,6.39,6.24,8.77,3.42,2.97,7.13,32846,28.31,8.47,770,16.86,83.14,12.21,264884,27.01,20.99,11.68,9.85,13.5,9.12,7.3,.36,628,39.42,27.700001,0,0,48.31,60.96
"25025090300",3130,1058,42.22,12.22,15.37,26.2037,9.08,18.57,8.58,4.81,6.03,6.79,7.07,6.5,4.62,3.68,9.24,9.71,7.16,2.73,1.51,3.11,33594,33.66,15.55,1145,17.2,82.8,7.6,225516,18.13,22.18,16.55,11.6,15.99,8.78,6.42,.45,671,42,27.4,0,29.17,61.05,49.35
"25025090400",3255,1012,39.85,7.5,9.08,22.21125,7,17.95,8.28,4.93,7.2,7.2,6.02,3.16,4.64,5.42,8.38,6.31,12.92,5.33,1.78,.3,33839,28.66,9.47,1112,31.03,68.97,8.99,201571,18.98,18.83,12.56,15.99,15.84,8.22,5.38,4.04,795,46.71,30.4,29.17,11.11,61.59,40.32
"25025090600",2123,634,41.62,14.67,7.87,19.33333,7.08,13.12,5.96,2.9,4.09,3.92,3.24,3.41,5.96,6.81,8.52,8.52,13.46,10.73,6.47,2.9,49845,14.64,12.44,699,35.49,64.51,9.3,205359,0,13.96,14.81,20.23,24.79,15.1,10.54,.28,946,42.74,28.799999,18,9,67.78,30.23
"25025090700",4518,1804,25.68,8.8,8.7,26.62277,19.07,11.79,6.14,6.69,3.02,3.84,6.2,4.44,3.95,4.33,10.64,9.21,12.01,6.41,4.11,7.24,50066,12.8,6.41,1909,29.32,70.68,5.5,223217,11.16,18.65,15.44,18.58,19.42,9.71,4.36,2.75,878,37.48,24.6,16.67,20,57.45,35.02
"25025090900",3190,1279,28.76,9.87,13.03,58.98227,49.82,14.59,7.18,6.11,5.58,5.5,5.27,2.29,2.83,3.21,5.27,13.06,12.15,6.95,5.04,5.04,45768,29.8,8.02,1326,.31,99.69,3.54,275436,12.64,12.16,7.95,6.6,5.17,10.57,32.19,12.72,1416,44.32,29,100,0,37.84,66.64
"25025091000",2772,1201,24.86,6.15,13.26,37.94872,28.62,7.24,3.58,3.16,4.33,4.91,5.16,4.41,3.66,3.25,7.58,11.24,16.07,8.91,5.66,10.74,62863,7.67,3.5,1273,36.72,63.28,5.66,277736,9.68,12.1,9.14,19.76,24.19,15.46,9.54,.27,1024,33.6,24.6,17.93,6.21,61.48,33.3
"25025091100",5086,1757,31.66,7.26,11.08,25.06596,18.92,7.02,3.45,3,3.85,4.87,5.89,3.79,5.26,6.45,13.53,10.07,11.49,7.58,5.55,8.21,54844,12.93,5.83,1863,32.04,67.96,5.69,235933,4.02,9.79,8.79,23.01,30.88,16.15,5.69,1.59,1040,39.67,26,19.05,4.76,54.75,42.97
"25025091200",3458,1166,33.85,13.86,8.87,27.07254,21.34,12.16,5.87,4.51,4.25,3.83,3.06,4.68,5.1,5.36,8.67,8.08,13.1,10.03,6.8,4.51,51638,16.97,4.76,1227,29.07,70.93,4.97,275301,7.89,11.84,9.43,18.31,27.08,17,7.68,.66,1008,45,29.200001,28.57,4.29,60,40.11
"25025091300",2409,691,48.35,5.69,6.46,17.28665,7.12,16.18,7.29,3.64,4.52,5.98,7.73,3.79,4.66,5.54,9.33,7.29,8.6,5.83,4.37,5.11,37968,28.19,9.33,736,27.35,72.65,6.11,229845,10.59,17.49,14.53,19.21,20.2,10.1,7.64,.49,855,47.8,29.9,34.02,9.28,62.6,35.86
"25025091400",2440,747,34.18,11.2,9.67,26.29717,12.31,20.68,9.82,6.68,3.4,3.53,4.71,4.45,4.32,4.06,6.54,7.59,9.82,4.45,3.27,6.93,37870,28.8,8.51,782,33.33,66.67,4.48,199677,24.23,19.3,11.09,10.88,16.63,10.47,7.19,.41,777,51.52,33.200001,25.18,5.04,55.89,43.02
"25025091500",4795,1528,37.4,13.64,11.49,24.6559,12.46,15.18,6.93,3.76,4.29,4.75,5.02,4.69,4.62,4.42,6.93,12.28,9.9,6.07,4.22,6.86,44751,22.43,8.51,1622,28.01,71.99,5.8,290858,14.21,13.08,8.28,23.33,24.27,11.85,4.8,.09,961,37.37,27.200001,17.97,0,53.55,47.3
"25025091600",3448,1085,40.02,3.09,7.72,23.00813,11.22,10.11,4.87,3.86,5.97,6.16,5.42,5.79,4.14,3.12,8.55,13.6,14.25,6.62,4.41,3.03,52168,18.87,7.9,1130,24.42,75.58,3.98,262178,12.48,12.86,8.78,17.55,20.4,14.59,10.75,2.72,992,47.38,30.299999,43.94,0,46.48,52.81
"25025091700",3347,957,44.19,5,8.59,18.42311,10.16,5.3,3.01,4.37,3.74,5.51,8,6.03,6.86,7.8,12.99,13.1,14.03,3.53,1.46,4.06,49310,15.8,7.48,1023,31.87,68.13,6.45,262178,2.23,8.59,8.27,27.82,29.09,13.83,8.9,1.27,1031,43.93,28.799999,52.78,0,62.26,47.75
"25025091800",3547,990,40.91,10.92,11.92,19.20057,12.45,7.38,3.74,3.94,5.76,6.57,6.98,2.33,3.64,5.66,15.67,10.01,8.49,7.79,5.76,6.27,52245,20.32,5.56,1050,35.35,64.65,5.71,238639,1.58,8.68,8.68,19.4,24.76,18.93,17.19,.63,1109,52.65,31.4,60.78,0,52.33,43.03
"25025091900",3684,1119,41.8,10.52,7.81,24.3426,11.16,10.74,5.28,4.66,3.85,4.83,6.45,7.43,6.36,5.55,8.68,8.77,12.09,4.83,3.58,6.81,45754,23.34,8.06,1173,36.55,63.45,4.6,190749,12.23,12.66,8.68,20.34,23.33,13.51,8.25,1,985,28.72,21.299999,37.14,9.71,52.77,41.38
"25025092000",5347,1536,41.35,6.49,9.76,24.43763,15.01,10.23,4.82,3.39,3.98,4.24,4.11,4.76,4.3,4.43,11.15,10.69,14.21,8.8,5.93,4.95,54448,18.17,9,1656,36.65,63.35,7.25,254061,8.89,8.15,5.19,18.31,20.95,20.32,17.99,.21,1100,46.15,29.5,31.49,0,56.86,40.62
"25025092100",6859,2278,30.92,6.75,3.97,25.64103,18.08,10.29,4.84,3.3,3.7,3.61,3.26,5.15,4.84,4.84,9.28,12.93,12.27,9.46,6.38,5.89,56118,14.15,7.83,2409,35.51,64.49,5.44,244456,6.6,11.33,9.4,20.44,21.66,16.86,12.41,1.36,1019,40.21,25.9,16.98,5.56,52.18,41.53
"25025092200",3671,1178,33.41,9.72,9.5,37.88645,26.57,6.02,3.05,3.23,3.92,3.84,3.31,4.36,3.75,3.4,9.33,10.55,15.95,10.64,6.89,11.59,69970,8,6.97,1246,47.88,52.12,5.46,327790,7.92,8.26,5.68,19.1,25.3,17.04,14.8,2.07,1088,41.98,25.9,27.94,0,58.22,30.49
"25025092300",3079,942,40.73,9.83,4.58,19.56703,12.64,11.78,5.74,4.92,3.79,3.79,4.1,9.32,7.27,5.33,5.64,6.35,13.11,8.4,4.92,5.53,44525,20.33,8.2,1004,38,62,6.18,238774,7.45,7.95,5.41,20.14,27.75,18.1,11.17,2.03,1085,45.17,29.700001,37.65,3.09,54.95,43.1
"25025092400",6470,2139,40.97,11.86,9.16,16.61662,6.44,17.6,8.66,7.54,6.19,6.52,7.22,5.4,4.38,3.68,7.36,8.94,7.31,3.91,2.47,2.84,31946,38.38,16.85,2286,19.92,80.08,6.43,250950,25.47,22.77,14.2,10.09,11.21,8.16,6.75,1.35,588,44.92,28.200001,36.7,19.27,56.18,46.89
"25025100100",5430,1816,39.87,10.32,6.15,21.44275,8.14,18.4,8.9,7.14,4.23,5.49,8.13,5.33,3.73,3.19,6.97,9.61,9.5,3.73,1.92,3.68,32894,33.21,12.14,1908,23.51,76.49,4.82,211447,22.54,19.2,11.56,13.19,16.09,11.27,6.08,0,736,48.98,30.700001,40.26,9.09,61.38,41.41
"25025100200",2663,848,43.31,5.42,4.71,16.84335,7.22,13.39,6.15,3.86,4.58,4.34,3.5,6.15,3.98,3.26,11.58,9.17,14.84,6.76,3.86,4.82,50094,17.59,8.2,916,31.96,68.04,7.42,220646,4.86,4.51,2.78,22.05,31.42,22.05,12.15,.17,1113,54.79,35.799999,11.7,0,67,43.58
"25025100300",3661,1171,37.46,10.75,8.11,24.12811,11.72,11.73,5.86,5.44,4.52,4.69,5.19,3.69,5.11,6.2,10.47,8.88,10.05,5.95,4.86,7.37,47776,16.92,6.03,1234,40.65,59.35,5.11,216994,5.71,5.56,3.81,30.6,31.48,16.11,6.88,0,1025,40,28.299999,37.55,3.49,63.64,44.63
"25025100400",5228,1753,34.85,9.1,8,31.90455,21.72,9.24,4.42,3.4,3.63,3.68,3.63,5.16,3.8,3.63,10.93,10.99,11.61,7.59,6.52,11.73,57705,9.74,4.31,1820,44.61,55.39,3.68,254738,10.27,7.05,3.42,18.15,23.03,19.29,15.56,3.22,1105,52.6,32.5,23.2,0,57.93,33.13
"25025100500",6556,2198,38.58,10.98,8.67,36.97939,18.69,11.7,5.85,5.49,5.03,5.58,6.39,5.58,4.4,4.13,9.97,9.75,9.79,6.66,4.94,4.71,44118,25.66,11.2,2296,31.89,68.11,4.27,257849,7.81,10.19,7.74,18.89,24.86,16.98,12.77,.82,1061,49.8,32,32.53,0,53.6,44.5
"25025100601",5666,2065,32.02,11.33,8.52,30.8391,19.49,6.46,3.25,3.16,3.83,4.81,5.78,4.85,4.47,4.27,8.69,12.14,14.42,10.1,6.55,7.18,58547,12.81,4.27,2162,41.74,58.26,4.49,256496,3.85,6.73,5.59,19.58,29.02,18.18,12.94,4.11,1123,42.13,28.299999,22.48,5.76,55.68,37.53
"25025100602",1941,713,26.03,8.02,7.74,31.52174,17.65,9.46,4.8,4.94,3.95,4.66,5.93,3.25,3.81,3.95,6.36,10.59,13.7,8.62,6.36,9.74,58516,16.51,2.97,765,44.6,55.4,6.8,250814,2,3.99,3.24,24.19,32.92,21.2,12.22,.25,1124,46.63,28.6,22.95,14.75,60,34.58
"25025100700",4384,1905,30.02,12.82,5.63,33.57886,22.66,7.99,4.05,3.94,3.57,4.05,4.68,2.63,3,3.52,9.09,13.35,14.98,8.67,6.41,10.14,63715,2.55,.79,1961,55.01,44.99,2.86,252844,11.02,11.02,7.35,11.26,26.07,20.26,11.02,2.01,1108,33.33,24.9,25.67,3.74,66.35,23.78
"25025100800",5512,2382,26,10.49,8.18,43.26688,31.17,7.85,4.2,5,2.39,3.44,5.75,3.28,2.52,2.94,10.67,10,14.99,9.87,7.18,9.83,59277,5.7,4.2,2495,43.83,56.17,4.53,266913,15.38,8.89,3.48,19.86,26.51,16.07,8.81,1,1021,34.55,24.1,6.74,3.72,50.47,34.64
"25025100900",4250,1548,35.22,11.14,12.4,35.23185,23.36,3.94,2.3,3.48,4.14,3.75,2.76,6.5,5.19,4.47,9.13,11.24,17.61,10.51,6.57,8.41,65873,9.31,2.83,1585,56.4,43.6,2.33,227005,1.05,7.77,7.92,27.5,27.2,15.7,11.51,1.35,1054,43.58,27.299999,27.68,2.73,65.09,24.68
"25025101001",6172,2183,34.92,10.99,10.92,28.94275,16.87,8.15,3.89,3.02,4.95,5.63,5.77,5.72,5.17,4.72,7.88,11.22,10.76,7.33,5.4,10.39,52625,10.46,2.88,2243,45.58,54.42,2.67,201030,7.84,5.51,2.76,23,30.15,19.55,9.65,1.72,1089,48.06,30.799999,22.73,4.7,61,36
"25025101002",5405,1896,35.12,8.39,7.64,29.65729,17.4,6.92,3.7,4.44,4.6,5.92,7.66,5.29,5.07,4.76,8.4,12.95,13.53,8.03,4.92,3.8,51376,12.75,3.07,1951,36.08,63.92,2.82,202383,12.37,9.93,5.72,26.85,25.76,13.13,6.23,.08,954,32.7,23.6,35.35,7.51,68.51,35.23
"25025101101",3205,1041,38.47,10.39,7.7,22.9128,12.55,12.36,6.18,5.79,2.7,3.09,4.63,6.37,4.54,3.76,8.3,9.27,12.74,7.92,5.79,6.57,50153,20.76,8.69,1111,38.14,61.86,6.3,244185,7.03,9.69,7.5,15.62,20.16,18.91,18.91,2.19,1120,51.01,31.6,22.32,9.82,68.23,41.59
"25025101102",4942,1561,41.4,6.22,6.64,22.34299,12.22,12.56,6.05,4.96,5.73,5.67,4.96,6.63,5.73,4.7,6.89,9.98,12.69,5.41,3.35,4.7,42643,21.9,9.85,1664,26.65,73.35,6.19,255685,7.51,9.65,7.24,14.12,25.2,22.16,13.94,.09,1123,40.02,27,28.07,6.14,60.38,39.21
"25025110100",6820,2214,27.98,6.98,15.96,41.56364,29.54,9.99,5.06,5.06,5.29,4.97,4.16,1.67,2.49,3.25,8.86,10.21,13.74,9.13,7,9.21,58408,15.7,5.74,2278,33.88,66.12,2.81,268131,15.91,12.63,7.19,9.91,17.31,17.24,14.03,5.72,1082,35.91,24.299999,15.1,4.08,49.38,45.7
"25025110200",2115,790,33.14,11.38,7.06,23.70917,19.13,10.98,5.36,4.73,4.6,5.75,7.28,3.45,4.85,5.87,9.32,8.05,11.88,7.54,4.47,5.75,45992,6.62,4.73,818,34.94,65.06,3.42,204953,20.59,12.94,5.69,15.1,18.04,14.51,11.57,1.57,920,41.96,28,37.43,0,53.63,45.69
"25025110300",2360,893,32.1,5.42,10.85,44.007,27.64,5.9,3.23,4.57,4.12,4.45,5.01,1.34,.78,1.34,8.46,12.03,16.7,12.69,9.58,9.58,72246,10.66,2,921,63.27,36.73,3.04,253249,4.67,4.67,3.33,31,30.67,16,7,2.67,1040,45.43,29.4,29.23,1.72,65.36,20.41
"25025110401",3756,1267,34.69,8.13,7.89,32.82396,22.05,6.83,3.77,5.11,4.01,4.08,4.32,3.69,2.44,2.59,9.66,14.06,19.4,9.03,5.89,5.18,64235,17.47,4.48,1307,47.83,52.17,3.06,222811,5.18,9.45,7.93,16.92,25.3,18.29,13.87,2.9,1112,42.68,27.9,31.62,0,54.87,33.94
"25025110402",4409,1661,30.91,8.77,12.68,48.7234,35.6,5.24,2.95,4.1,2.95,3.55,4.82,3.98,3.07,2.83,8.19,10,15.96,12.17,7.65,12.47,70488,5.84,1.87,1711,61.71,38.29,2.92,252573,13.99,10.29,5.47,9.65,23.15,17.04,14.63,5.79,1144,35.78,25.799999,22.6,1.76,51.42,26.37
"25025110501",3285,1308,30.17,8.7,11.02,45.70637,39.78,4.99,2.3,1.3,2.99,3.22,2.92,2.3,4.3,5.45,7.9,10.97,18.04,11.59,7.98,13.74,77961,10.77,1,1347,61.24,38.76,2.9,297216,.88,4.81,4.81,16.85,26.48,26.04,19.69,.22,1228,28.82,22.4,14.26,3.52,57.94,26.68
"25025110502",3995,1590,30.23,5.91,12.41,43.52536,26.39,6.17,3.21,3.59,4.41,3.78,2.45,3.9,5.03,5.22,5.66,8.12,20.08,9.82,6.92,11.64,72661,6.45,3.02,1640,47.55,52.45,3.05,280847,4.54,7.77,6.45,14.46,24.61,20.07,16.97,5.14,1158,44.12,27.6,8.3,7.4,59.26,27.93
"25025110601",2645,1047,26.34,7.94,10.36,50.70094,47.65,2.68,1.53,2.3,.48,1.34,3.45,4.02,4.79,4.79,5.56,7.09,17.62,13.12,10.06,21.17,91958,.73,.48,1085,85.29,14.71,3.5,370540,0,0,0,4.39,12.28,16.67,21.93,43.86,1783,51.11,34.599998,21.54,4.49,74.72,10.65
"25025110602",5662,2120,21.71,7.44,11.17,47.26336,46.94,2.88,1.53,1.86,1.44,2.23,3.4,3.63,3.77,3.95,8.88,10.65,17.58,14,10.56,13.58,83232,2.72,1.12,2200,50.38,49.62,3.64,337395,3.5,7.77,6.89,12.91,21.75,19.51,21.36,6.21,1209,32.54,21.9,14.87,2.42,62.01,33.45
"25025120101",2421,1125,19.61,11.62,15.1,60.02835,57.3,6.2,3.06,2.72,3.57,3.82,3.74,4.92,4.33,3.65,6.71,12.22,12.99,11.88,9.59,10.45,69083,9.73,4.33,1154,39.73,60.27,2.51,279088,8.08,5.54,2.69,9.88,22.16,17.37,17.66,16.47,1289,34.55,26.200001,6.78,0,44.95,46
"25025120102",3562,1470,22.39,10.37,14.69,69.58231,67.79,2.27,1.42,2.41,1.35,1.21,1.28,1.56,1.91,1.99,4.11,6.1,8.51,10.28,11.42,44.26,138300,1.96,.64,1515,79.52,20.48,2.97,492700,0,3.55,3.9,13.48,18.44,10.28,7.09,43.26,1522,20.21,25.4,10.78,4.34,62.39,11.6
"25025120200",3423,1590,20.57,8.02,13.82,50.02417,41.6,8.54,4.15,3.2,4.27,4.9,5.28,2.26,4.02,5.46,12.94,10.11,12.63,9.36,6.34,6.6,56275,13.44,3.08,1667,27.23,72.77,4.62,251626,7.23,14.81,12.85,11.33,19.98,16.59,14.45,2.68,1067,32.44,24.5,12.22,0,44.73,48.31
"25025120300",4582,1540,33.13,5.24,13.15,30.42212,24.2,9.89,5.04,5.11,3.3,4.07,5.75,3.75,4.91,5.69,9.83,9.95,10.21,8.47,5.88,8.15,51793,22.96,4.85,1618,34.09,65.91,4.82,286800,8.04,14.17,11.86,16.98,17.99,13.27,14.17,3.62,986,42.45,27.4,9.58,4.19,50.96,44.42
"25025120400",5585,2611,11.21,8.04,19.06,68.63828,64.83,5.08,2.54,2.28,2.58,3.03,3.49,4.17,4.1,3.98,7.36,9.4,13.84,9.71,7.89,20.59,77781,4.4,.99,2682,41.59,58.41,2.65,387179,6.01,10.96,9.31,16.63,14.06,12.01,17.76,13.27,1081,34.63,24,10.66,0,37.9,42.7
"25025120500",2480,772,31.13,4.61,24.65,37.87575,24.4,8.4,4.07,3.15,2.76,3.02,3.54,4.07,5.25,6.17,11.68,12.2,16.4,8.14,4.59,6.56,57286,16.7,3.54,830,23.45,76.55,6.99,359852,3.46,6.57,5.71,15.57,27.85,18.86,12.98,9,1193,33.85,24.799999,23.4,0,58.32,47.39
"25025120600",2368,1039,19.59,9.67,15.98,62.47631,58.61,6.55,3.13,2.05,2.44,2.25,1.86,1.96,2.44,3.42,9.19,13,20.33,13,8.02,10.46,77178,11.47,.78,1078,35.51,64.49,3.62,344971,1.06,5.43,5.43,9.95,20.97,20.81,25.34,11.16,1320,32.94,24.5,15.12,17.44,50.21,46.9
"25025120700",2086,967,20.94,6.31,19.68,52.99003,51.44,5.95,3.08,3.38,4.82,5.23,5.13,3.28,3.79,4.31,7.9,16.72,15.79,7.28,4.41,8.92,63420,11.92,4.21,1032,42.71,57.29,6.3,227681,.54,3.39,3.57,15.89,21.61,20.18,29.64,5,1315,34.46,23.4,0,12,51.56,40.65
"25025130100",5041,2045,24.48,9.08,14.3,54.72921,46.67,2.44,1.61,3.08,2.44,2.64,3.12,4.64,4.35,4.3,8.15,8.2,14.26,13.43,9.96,17.44,84315,2.59,.98,2095,76.58,23.42,2.39,320214,.91,1.81,1.36,3.17,11.34,25.17,43.99,12.24,1546,42.83,27.200001,14.67,5.07,62.87,16.19
"25025130200",4689,1867,28.81,9.6,13.7,56.89006,47.52,2.2,1.34,2.3,2.09,2.3,2.63,2.41,2.63,2.95,6.32,8.79,16.83,12.38,10.18,24.54,95284,2.65,.27,1901,70.76,29.24,1.79,360799,0,5.38,5.78,9.76,18.73,23.9,32.27,3.98,1362,26.24,19.799999,13.52,2.73,57.16,17.25
"25025130300",4340,1726,28.25,9.91,13.42,52.92125,52.45,3.59,1.97,2.61,1.8,1.22,.52,3.47,3.3,3.13,5.44,10.65,18.47,9.84,8.74,25.19,91108,1.46,.29,1782,76.07,23.93,3.14,367834,0,5.99,6.48,15.46,19.7,21.2,25.44,5.74,1293,23.11,22.4,19.57,5.23,67.8,16.11
"25025130401",7531,3299,30.85,8.96,13.02,38.71387,30.43,9.02,4.8,5.65,5.4,5.68,5.98,4.46,5.37,5.68,10.63,9.9,11.41,6.59,4.52,4.92,48026,12.35,2.16,3367,37.34,62.66,2.02,242021,12.88,14.21,10.07,17.02,18.46,14.37,11.81,1.23,990,40.5,28.799999,17.12,4.22,53.73,34.89
"25025130402",4507,2099,25.09,10.67,10.76,43.40986,33.98,4.23,2.43,3.61,3.95,3.52,2.62,2.43,3.23,3.95,7.28,10.84,18.16,12.89,9.46,11.36,75683,1.22,2.62,2167,67.84,32.16,3.14,250408,9.11,7.06,3.92,22.61,29.67,16.8,8.95,1.57,1067,30.91,25.200001,13.89,2.74,66.78,17.91
