tractid00,totalpop,households,pcthhchild,pctind_finance,pctind_professional,pctocc_profmanage,pctcollege,pctinc_0_10K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,pctinc_50K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_more,medhhincome,pctpoverty,pctpublicassist,units,pctown,pctrent,pctvacant,medianvalue,pctrent_0_300,pctrent_300_600,pctrent_600_800,pctrent_800_1000,pctrent_1000_1250,pctrent_1250_1500,pctrent_1500_2000,pctrent_2000_more,medianrent,pctincomerent_30_more,medianpctincomerent,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,pctsameres,pctunits_newres
"25025140102",4122,1553,34.41,8.58,9.25,32.21899,20.82,7.01,3.6,3.79,3.21,3.34,3.6,3.41,3.66,3.79,7.39,10.86,14.33,12.85,9.32,9.83,69138,7.08,1.16,1605,66.13,33.87,3.24,236474,0,7.24,7.65,21.13,24.55,14.08,16.7,8.45,1124,42.75,28.4,22.39,4.57,60,19.96
"25025140103",3596,1208,35.79,8.28,11.94,37.39496,26.59,4.59,2.38,2.54,2.7,2.13,1.15,3.44,6.39,7.05,7.13,12.7,16.31,11.39,9.26,10.74,71413,7.68,2.3,1240,73.51,26.49,2.58,223217,0,2.71,2.71,9.83,25.08,25.08,23.39,10.85,1310,37.5,27.9,18.7,4.02,67.37,18.62
"25025140104",4999,1991,35.45,6.32,7.69,32.8594,19.24,13.45,6.82,6.82,6.12,6.32,6.62,4.47,3.96,3.86,7.48,10.94,11.29,5.77,3.51,2.51,37796,18.63,7.83,2053,34.46,65.54,3.02,203601,20.22,21.27,14.69,14.69,14.69,9.07,5.38,.08,756,38.51,26.9,35.26,1.39,52.53,40.13
"25025140201",2018,875,27.09,9.83,11.75,27.25431,19.26,9.83,4.75,3.95,5.08,3.84,1.47,3.62,4.18,4.52,8.14,8.93,16.61,10.62,6.89,7.68,60107,3.43,1.69,919,41.03,58.97,4.79,254602,0,7.57,8.17,37.85,34.26,11.16,1,.2,1004,33.66,22.200001,36.55,3.78,58.48,32.81
"25025140202",5493,1992,33.22,5.41,9.91,35.11161,27.36,4.95,2.73,3.59,3.34,3.34,3.28,4.5,3.79,3.64,8.94,11.12,17.64,12.38,8.49,8.280001,70558,6.47,3.03,2055,63.81,36.19,3.07,252844,12.02,14.92,11.19,20.72,18.92,10.91,8.43,2.76,894,26.64,20.5,26.4,1.86,59.89,18.01
"25025140300",6214,2226,33.36,6.57,7.18,34.95034,18,11.89,6.1,6.46,3.53,2.94,3.03,1.99,2.08,2.89,11.03,12.16,10.85,8.5,6.74,9.719999,57623,9.38,2.35,2328,46.5,53.5,4.38,245674,14.08,17.35,12.91,14.33,18.94,12.41,9.64,.42,892,40.66,28.1,19.7,1.31,53.78,35.04
"25025140400",7978,2734,33.89,9.88,6.43,30.08824,14.78,9.88,4.92,4.52,4.01,4.08,4.23,4.7,3.87,3.36,7.15,11.74,12.8,8.94,6.64,9.219999,60107,11.42,5.65,2809,61.63,38.37,2.67,210229,12.8,8.53,4.07,24.7,23.21,13.49,10.62,2.48,1027,37.53,25.4,29.48,5.01,64.16,26.96
"25025150100",640,0,0,0,0,4.379562,6.39,,,,,,,,,,,,,,,,0,,,0,,,,0,,,,,,,,,0,,0,,,17.87,
"25025160100",7541,2006,36.24,7.24,10.88,13.62339,5.5,12.48,5.87,3.93,5.12,5.42,5.22,7.41,4.87,3.38,6.61,9.4,11.19,7.46,4.97,6.67,44339,28.29,9.85,2100,29.46,70.54,4.48,206036,4.57,10.22,9.14,23.93,29.08,16.24,6.82,.07,1012,45.64,30.799999,12.12,0,50.26,46.16
"25025160200",3920,1142,32.14,4.06,15.66,10.05996,3.37,16.35,7.76,5.62,6.19,5.7,4.46,5.12,3.8,3.22,6.44,10.98,11.4,4.46,3.22,5.37,37635,20.81,11.97,1198,12.35,87.65,4.67,201571,7.65,13.72,11.53,22.37,24.25,12.72,7.46,.3,974,40.12,27.5,0,43.75,42.32,67.18
"25025160300",2244,1308,15.48,15.05,10.65,44.63028,33.37,11.55,6.5,9.3,4.49,3.37,3.29,2.57,4.01,4.33,6.42,11.47,11.39,6.26,5.21,9.780001,53310,13.51,1.36,1358,40.21,59.79,3.68,224840,17.55,17.41,11.61,12.93,10.82,10.42,16.62,2.51,844,41.91,27.9,10.05,10.05,43.83,40.57
"25025160400",2771,934,31.94,.99,15.93,5.580558,5.23,18.74,9.1,7.17,4.07,4.5,6.21,6.42,5.46,4.39,6.32,9.31,10.71,3.96,1.93,1.71,35176,27.8,9.85,988,14.03,85.97,5.47,204683,16.48,13.21,7.55,25.66,24.53,10.06,2.52,0,885,45.83,29.700001,0,0,45.86,56.64
"25025160500",10256,3481,33.27,7.27,11.57,18.35216,7.82,12.8,6.71,7.72,6.03,6.05,6.43,4.53,4.85,4.91,7.06,8.21,10.67,5.34,3.56,5.11,38084,18.23,7.75,3582,28.84,71.16,2.82,215506,14.31,14.43,9.71,21.28,21.78,10.04,5.85,2.53,919,43.79,28.799999,20.46,3.09,44.32,49.01
"25025160600",8348,3017,29.08,7.79,11.56,19.81952,12.11,12.81,5.99,3.87,4.5,5.23,5.89,6.36,4.87,4.77,11.82,8.18,10.46,5.96,4.01,5.23,45214,16.2,4.7,3111,34.7,65.3,3.02,231334,12.56,12.66,8.53,21.5,25.37,13.13,6.05,.21,936,40.14,28.200001,12.61,6.42,62.95,36.09
"25025170100",6789,2702,29.95,12.24,8.62,25.28253,14.44,9.74,4.78,4.08,4.59,5,5.22,4.45,3.52,3.48,10.15,9.48,12.56,7.41,5.97,9.6,54953,13.68,4.33,2750,59.7,40.3,1.75,241480,5.49,10.05,8.56,22.14,32,17.02,3.72,.93,1013,49.77,32.400002,23.77,8.19,67.01,27.06
"25025170200",4433,1723,29.91,11.81,9.85,23.07222,9.15,12.34,6.23,6.23,5.41,4.83,4.07,4.13,3.49,2.97,5.82,9.78,14.78,8.91,5.3,5.76,50379,16.06,3.49,1761,52.29,47.71,2.16,258120,20.86,22.09,15.21,12.15,14.36,7.24,6.5,1.47,722,38.86,27.4,20.76,7.18,66.22,28.09
"25025170300",7306,2800,30.13,8.8,6.68,26.58106,11.54,7.84,4.14,4.82,4.64,4.03,3.02,4.53,4.86,5.07,9.17,8.74,15.11,9.78,6.12,8.13,57680,5.43,2.7,2884,68.21,31.79,2.91,248515,0,6.54,7.02,24.61,34.48,17,6.3,4.04,1090,38.82,27.9,20.57,14.88,72.71,19.21
"25025170400",4879,2155,25.56,11.63,8.36,17.96639,15.77,10.5,5.32,5.37,4.12,4.07,4.26,5.41,5.23,5.09,8.37,10.82,13.83,6.8,4.44,6.39,49947,8.93,3.89,2221,44.64,55.36,2.97,221593,7.3,14.09,12.11,21.82,26.63,13.23,4.64,.17,932,36.2,25.700001,17.15,13.29,62.94,30.17
"25025170500",6074,3085,21.3,10.01,10.98,39.76098,21.85,8.34,4.84,7.31,4.74,4.38,4.61,5.55,4.97,4.22,4.81,7.08,15.06,8.15,4.97,11,52624,8.93,1.1,3270,48.4,51.6,5.66,211718,6.13,15.04,13.62,16.33,15.56,9.49,17.11,6.78,951,49.91,31.6,27.78,3.52,54.78,33.29
"25025170600",4770,1933,31.32,7.12,11.11,24.85261,11.31,6.41,3.6,5.16,6.2,6.51,6.36,3.96,3.96,4.27,8.55,7.66,14.54,8.13,4.85,9.799999,53407,9.26,2.24,2010,58.04,41.96,3.83,249597,5.01,16.78,15.83,13.8,19.89,15.7,11.37,1.62,986,42.26,28.4,33.87,6.29,66.19,18.05
"25025170700",8315,3009,30.01,7.55,9.97,17.97015,8.309999,12.89,6.94,8.6,5.85,5.02,4.55,4.39,4.82,5.12,8.5,9.93,11.1,4.62,3.26,4.39,42001,24.34,4.78,3174,30.28,69.72,5.2,192507,8.03,11.85,9.43,23.22,25.64,13.45,8.03,.34,1012,43.61,29.4,33.13,2.76,52.49,44.73
"25025170800",4717,2056,26.37,9.93,11.07,26.41589,15.33,9.4,4.48,3.31,3.16,3.41,3.65,4.58,4.87,5.65,11.54,12.07,13.68,8.03,5.31,6.91,55142,5.84,2,2111,39.4,60.6,2.61,235257,10.2,11.11,7.79,25.04,25.7,12.52,6.22,1.58,963,30.46,24.9,27.25,4.61,60.84,34.82
"25025180100",4896,2348,21.88,12.81,17.14,38.89122,30.38,6.82,3.41,3.11,5.71,4.78,2.3,3.37,2.94,2.81,8.87,11.73,15.35,9.21,6.74,12.79,64799,3.55,.34,2426,45.32,54.68,3.22,265695,13.14,11.18,6.72,9.77,24,20.17,12.82,2.19,1123,33.15,24.1,9.77,4.6,52.64,38.63
"25025180200",4120,1636,31.97,8.52,13.88,36.28035,23.01,5.62,2.81,2.57,3.18,3.12,2.63,4.95,3.36,2.69,7.82,10.57,12.65,11.42,10.26,16.38,76470,2.21,1.41,1658,56.72,43.28,1.33,285447,3.99,11.06,10.14,18.43,28.73,16.74,7.22,3.53,1063,28.11,22.6,17.79,8.5,70.62,22.74
"25025180300",3191,1189,33.52,12.06,9.34,42.75198,37.96,2.28,1.23,1.49,1.58,1.49,1.14,3.51,3.6,3.6,5.18,10.1,18.88,14.14,10.62,21.07,94545,.68,4.13,1208,71.91,28.09,1.57,357011,1.23,6.48,6.48,13.27,17.28,20.37,33.02,1.54,1318,22.96,22.200001,18.98,3.14,72.97,12.5
"25025180400",1822,772,21.42,5.6,13.47,43.00518,26.36,1.22,1.46,4.98,2.67,3.04,4.25,2.92,4.86,5.83,6.44,14.58,21.14,8.51,6.2,11.9,72233,3.38,4.98,800,52.59,47.41,3.5,303710,3.01,5.75,4.93,18.36,33.15,20.55,13.15,.82,1132,37.53,24.200001,18.45,2.58,66.18,33.94
"25025180500",4274,1898,26.3,13.51,8.42,35.35088,27.24,5.53,2.69,2.16,2.47,2.21,1.63,4.63,4.16,4,7.42,11.37,20.91,11.37,8.32,11,76470,6.33,3.37,1975,48.31,51.69,3.9,263801,0,8,8.51,22.67,27.28,17.23,12.31,4.1,1092,32.12,20.799999,19.58,4.03,61.51,33.03
"25021400100",4968,2498,13.18,8.9,23.35,75,79.29,6.72,3.2,2.4,2.36,2.2,1.92,1.92,1.92,2.16,5.04,7.92,13.96,12.8,9.88,25.56,93847,4.6,1.96,2619,33.87,66.13,4.62,475113,5.85,5.05,3.08,5.17,7.57,9.35,18.28,45.72,1872,43.16,28.6,12.66,6.99,36.15,51
"25021400200",5869,2792,17.21,12.75,24.37,71.50227,80.44,10.9,5.45,5.09,3.69,3.23,2.94,2.26,2.12,1.86,3.3,6.6,12.44,7.24,6.06,26.85,79568,9.13,1.36,2885,35.39,64.61,3.22,380551,6.95,6.21,3.87,6.67,7.01,7.35,17.15,44.79,1851,38.7,28.299999,14.91,0,34.39,49.61
"25021400300",4448,1825,20.35,10.99,27.2,77.41068,83.25,2.14,1.43,2.91,3.07,2.09,.55,1.76,2.58,3.35,6.42,4.99,13.06,12.35,10.65,32.61,109943,2.63,0,1862,42.41,57.59,1.99,589833,0,1.18,1.18,1.87,6.31,13.51,33.14,42.7,1886,33.59,22.5,20.65,12.5,40.09,48.16
"25021400400",5617,2895,17.36,10.94,20.28,69.57067,75.72,9.31,4.55,3.85,4.44,3.82,2.5,1.7,2.08,2.6,7.33,6.32,8.78,10.21,9.65,22.78,77076,3.73,.56,2971,34.85,65.15,2.56,526656,5.76,7.75,5.92,3.39,10.6,14.63,27.54,24.37,1530,49.71,32,13.07,2.94,38.58,49.05
"25021400500",5312,2533,16.55,10.55,23.2,73.87439,80.14,4.78,2.49,2.64,1.22,2.05,3.79,4.22,3.2,2.57,4.38,9.23,13.46,10.14,8.92,26.87,92310,4.77,.43,2625,35.18,64.82,3.5,559394,0,1.31,1.38,5.19,7.94,13.38,39.88,31,1782,42.07,28.200001,28.26,0,43.48,47.73
"25021400600",5114,2181,18.38,16.67,19.51,68.31773,87.46,4.22,2.02,1.42,1.79,1.74,1.51,1.51,2.06,2.34,4.49,7.75,12.33,10.04,8.89,37.95,118291,1.97,0,2254,64.74,35.26,3.24,587398,0,3.52,3.79,3.13,8.62,10.97,21.67,48.3,1960,39.46,26,20.23,3.63,45.01,27.42
"25021400700",3437,1403,23.44,11.01,25.35,73.64117,78.19,2.27,1.32,2.27,2.71,2.49,1.91,2.93,2.35,2.64,7.18,3.67,15.54,11.51,9.09,31.97,100811,2.58,0,1460,54.88,45.12,3.9,497705,0,3.64,3.8,8.76,16.36,11.74,20.99,34.71,1706,39.27,25.700001,23.1,4.14,51,35.24
"25021400800",5584,2592,16.55,13.76,18.44,79.13015,74.82,7.31,3.25,1.43,2.24,2.86,3.4,3.25,2.63,2.4,8.63,8.24,11.1,8.28,8.09,26.81,81932,4.99,1.16,2667,38.89,61.11,2.81,403684,7.68,5.29,2.58,5.35,7.35,11.55,36.32,23.94,1678,39.95,27.6,8.09,13.24,37.49,45.72
"25021400900",4135,2222,17.15,12.05,19.95,62.41075,62.52,8.01,4.1,4.28,2.21,2.61,3.87,3.51,4.95,5.36,4.32,11.93,15.12,10.31,7.29,12.11,68806,4.04,2.84,2286,34.38,65.62,2.8,269483,11.86,12.83,8.97,7.72,8.14,9.72,25.66,15.17,1282,34.65,25.5,24.8,0,43.57,38.8
"25021401000",3558,1397,25.8,7.77,18.72,69.06399,66.36,3.86,2.29,3.79,2.79,2.72,2.72,2.57,2.36,2.72,7.01,6.72,15.44,13.65,9.51,21.88,89923,5.9,3.79,1442,51.54,48.46,3.12,484718,7.63,8.55,6.11,11.91,15.88,13.44,24.27,12.37,1264,33.83,24.1,8.09,13.6,45.61,32.78
"25021401100",3804,1365,27.81,14.04,16.43,74.70119,75.02,1.9,1.02,1.39,1.24,1.75,2.48,1.83,1.75,1.53,1.68,4.46,11.83,7.3,5.99,53.76,164149,2.71,0,1386,76.26,23.74,1.52,1083209,2.23,.64,0,2.23,5.1,11.78,26.75,51.59,2029,46.92,28.4,12.23,6.62,59.12,17.95
"25021401200",5261,1891,29.88,11.58,21.62,68.87967,75.74,3.48,1.58,.84,.74,1.42,2.32,4.32,1.95,.74,4.16,6.95,11.33,8.27,7.38,44.52,124948,5.99,.68,1956,71.92,28.08,3.32,640294,0,0,0,0,0,9.48,39.73,50.79,2008,43.6,27.700001,19.78,7.05,56.26,22.05
"25021402101",3865,1508,30.22,6.92,8.88,38.81645,31.31,3.58,2.19,3.65,1.26,1.46,2.65,2.46,2.26,2.12,4.45,13.4,21.57,13.6,10.68,14.73,84165,2.13,2.19,1546,77.85,22.15,2.46,268672,10.26,13.58,10.26,12.58,11.26,13.25,22.85,5.63,1054,34.43,27.200001,21.21,6.17,66.7,13.33
"25021402102",4171,1669,31.42,10.08,9.31,30.06329,25.28,5.56,3.08,4.14,5.03,4.44,2.96,4.38,3.78,3.49,7.33,9.82,15.55,12.06,8.4,9.940001,68766,5.66,1.06,1748,63.51,36.49,4.52,256361,13.1,14.16,10.09,10.97,20,16.11,15.04,.71,939,29.42,25.299999,24.59,6.39,64.32,24.38
"25021402200",2184,823,30.35,8.24,12,36.52641,20.4,3.84,1.98,2.23,2.85,2.35,1.11,3.47,4.08,4.58,6.31,13.37,15.97,14.98,12,10.89,82150,.97,2.1,842,81.17,18.83,2.26,261231,2.7,8.11,7.43,12.84,19.59,20.27,14.86,14.86,1218,34.64,22.700001,22.95,6.68,72.91,10.14
"25021402300",4350,1559,30.83,12.75,11.32,43.87068,34.42,2.07,1.32,2.32,2.64,2.45,1.95,2.57,3.45,3.83,6.47,6.84,14.38,16.13,13.94,19.71,100262,2.41,.75,1593,96.28,3.72,2.13,306551,0,28,28,2,0,10,30,2,725,19.68,20.9,22.33,3.95,76.48,2.77
"25021402400",5224,1946,32.58,12.77,12.7,40.75304,33.4,5.02,2.77,3.64,2.46,2.77,3.48,3.89,3.02,2.61,5.17,8.4,17.11,12.86,9.48,17.37,85678,5.2,.36,1987,82.01,17.99,2.06,319538,13.77,17.05,12.79,11.48,10.49,12.46,20.98,.98,933,25.71,25.4,17.39,5.52,73.15,9.36
"25021402500",3670,1149,25.5,12.53,19.2,56.6,48.23,2.61,1.74,3.39,1.65,1.3,1.3,2.35,2.26,2.52,6.34,7.12,7.04,9.56,9.12,41.79,123376,.72,0,1192,81.64,18.36,3.61,523139,0,0,0,11.54,17.03,20.33,33.52,18.13,1515,46,30.299999,16.16,7.14,62.93,13.41
"25021403100",6541,2332,34.52,14.12,19.21,70.73697,71.94,.9,.69,1.72,.77,1.2,2.15,2.27,2.45,2.4,2.62,4.16,8.54,9.06,9.44,51.54,152131,1.01,0,2370,96.44,3.56,1.6,525168,0,0,0,0,15.25,15.25,35.59,33.9,1813,12.16,16.6,17.85,3.14,75.75,1.89
"25021403200",4330,1522,31.36,14.22,23.53,65.53922,63.28,1.92,1.26,2.45,.99,1.52,2.72,3.31,2.72,2.19,3.18,6.75,8.08,7.09,8.48,47.22,142645,1.14,0,1564,88.17,11.83,2.69,525980,0,4.52,4.52,16.77,10.32,5.81,30.97,27.1,1726,40.56,27.200001,10.43,4,69.88,8.74
"25021403300",4117,1367,35,14.11,20.7,64.61295,70.05,1.45,.73,.51,1.24,1.09,.58,.95,.8,.8,3.42,8.73,7.27,8.36,9.6,54.62,159022,.7,.58,1387,91.51,8.49,1.44,585369,0,0,0,0,23.81,28.57,27.38,21.43,1483,23.22,23.6,21.58,3.94,68.59,5.63
"25021403400",8474,3315,29.92,9.89,18.53,63.3266,64.83,6.41,2.84,1.21,1.78,2.06,2.18,3.48,2.51,2,4.33,8.23,12.64,9.98,8.29,32.06,100756,2.84,1.57,3390,66.52,33.48,2.21,513263,7.12,8.96,6.75,4.25,5.27,5.55,17.65,44.36,1870,56.49,38.099998,17.23,1.85,67.39,15.11
"25021403500",5449,2076,32.85,9.35,20.53,54.58211,54.44,2.31,1.45,2.51,.92,1.54,2.99,1.64,2.6,2.99,4.34,7.67,16.35,12.01,10.03,30.66,103940,1.34,2.41,2135,74.18,25.82,2.76,455633,7.94,4.73,1.89,7.94,12.85,11.91,26.84,26.09,1571,37.47,25.4,16.73,3.82,66.9,17.43
"25021404100",3671,1325,34.49,15.25,21.08,66.98431,73.33,.83,.83,2.78,3.38,3.45,3.15,.9,2.25,2.85,2.63,2.93,10.35,8.93,7.58,47.18,138028,4.63,3.23,1371,80.23,19.77,3.36,661398,14.75,11.48,6.56,2.87,5.74,6.15,23.36,29.1,1602,29.77,24.799999,18.16,5.53,65.27,12.16
"25021404201",3645,1208,36.2,23.23,25.59,73.72987,85.66,0,.24,1.34,1.26,.71,0,0,.95,1.34,1.34,2.29,5.69,7.75,8.22,68.77,218840,1.44,.95,1243,96.44,3.56,2.82,1074551,0,0,0,0,0,0,22.22,77.78,2344,27.94,22.5,15.66,.92,70.56,4.38
"25021404202",4312,1189,24.12,12.68,23.28,63.56994,78.74,.76,.42,.76,2.11,1.77,.68,1.86,2.7,3.29,4.31,7.43,8.19,10.3,8.19,47.3,138309,1.57,0,1225,82.09,17.91,2.94,787617,0,3.52,4.02,5.53,14.07,12.56,11.06,49.75,1979,27.36,23.200001,24.26,4.81,54.86,11.27
"25021404301",5399,1859,35.8,20.06,17.14,69.50267,78.41,2.58,1.29,1.34,.64,.86,1.5,1.56,1.83,1.77,2.52,4.51,9.72,7.09,6.98,55.86,166603,3.07,1.13,1895,94.41,5.59,1.9,685478,23.81,8.33,0,4.76,7.14,13.1,19.05,25,1406,10.58,23.299999,15.36,4.02,72.69,4.9
"25021404302",3231,1304,29.9,11.88,21.98,74.52541,65.08,1.59,1.04,1.91,2.23,2.31,2.23,.96,1.51,1.91,3.59,7.33,10.44,6.77,7.89,48.36,144506,2.31,.8,1345,79.22,20.78,3.05,519757,2.29,3.67,2.75,10.09,6.42,8.72,18.35,47.25,1894,15.86,15.6,18.32,5.86,58.72,13.04
"25021404400",6355,1709,19.02,11.3,13.65,57.86769,73.44,5.6,2.92,3.09,2.97,2.8,2.51,.58,1.81,2.39,2.74,3.38,6.88,5.89,5.89,50.55,150621,1.07,.35,1782,67.12,32.88,4.1,849441,15.01,14.81,9.74,9.33,11.97,12.17,15.82,10.95,998,24.5,22.200001,10.8,3.14,41.07,24.99
"25021405100",5558,1849,36.24,15.73,19.25,65.87713,77.8,.98,.6,.92,.6,.6,.76,1.03,1.19,1.63,4.07,5.1,6.51,7.49,7.17,61.29,198304,2.29,.22,1884,94.92,5.08,1.86,820220,0,3.57,3.57,0,21.43,12.5,23.21,35.71,1811,12.2,22.1,19.79,2.76,65.76,3.19
"25021406101",5855,1876,37.83,14.03,19.01,53.1746,57.82,1.59,.69,.21,1.43,1.85,1.9,2.17,1.85,1.96,5.98,7.57,9.15,12.12,11.96,39.63,129128,.78,.21,1899,81.5,18.5,1.21,449004,1.27,9.49,9.49,26.9,29.11,14.56,6.65,2.53,1021,45.2,28.5,17.98,1.15,63.05,11.62
"25021406102",6418,2126,39,14.07,20.6,62.55861,66.02,2.45,1.18,.99,1.41,1.51,1.46,1.69,1.18,.99,3.1,4.94,10.54,9.6,8.98,50,148388,.85,0,2149,89.46,10.54,1.07,495135,13.82,11.52,6.45,19.35,20.74,12.9,10.6,4.61,1027,25.78,25.6,16.49,1.92,70.07,6.35
"25021407100",7902,3004,33.3,11.33,12.46,44.1692,37.5,2.89,1.43,1.36,2.39,2.42,1.99,2.59,3.48,3.98,5.87,11.72,16.1,13.87,11.32,18.62,87822,2.96,1.83,3066,76.96,23.04,2.02,272054,3.38,8.15,7.38,19.23,34.15,20.46,5.38,1.85,1112,25.11,22.6,19.65,3.36,64.78,15.01
"25021408101",7580,2374,39.55,9.98,9.81,50.17292,43.31,1.48,1.19,2.88,2.46,2.12,1.61,1.14,1.52,1.78,3.6,6.01,14.57,14.53,13.38,31.73,117814,.8,.47,2397,90.9,9.1,.96,328196,20.93,19.07,12.09,10.7,9.3,6.51,7.44,14.42,759,11.16,22.9,19.11,2.86,70.43,5.35
"25021408102",4868,1808,34.59,7.96,16.46,48.07692,43.82,3.22,1.67,1.78,2.22,2.95,3.72,2.22,2.78,3.22,7.95,8.95,15.73,12.78,11.01,19.79,88918,3.39,1.56,1851,75.28,24.72,2.32,294240,9.18,11.29,8.47,21.88,23.76,15.29,9.88,.24,1001,18.57,23.6,20.36,5.18,62.7,15.88
"25021409101",5724,1328,25.51,8.2,12.21,46.09073,29.1,1.2,.83,1.81,2.03,2.79,3.61,0,1.88,2.64,3.31,7.45,19.8,15.44,10.77,26.5,102054,1.65,2.11,1346,92.92,7.08,1.34,343348,0,6.41,7.69,16.67,21.79,16.67,29.49,2.56,1150,28.89,27.9,17.58,.93,70.33,4.3
"25021409102",4736,1490,39.89,15.18,13.82,56.80373,50.89,3.01,1.2,0,0,.8,1.94,1.2,.47,.47,5.29,4.02,9.3,15.73,13.39,43.11,134580,0,0,1515,91.68,8.32,1.65,394485,33.04,17.86,5.36,13.39,20.54,9.82,0,0,770,10.71,25.1,17.56,2.22,71.07,4.09
"25021410100",6139,2341,31.89,8.06,10.08,43.79147,36.13,4.35,2.47,3.58,3.54,3.5,3.28,2.3,3.54,3.8,4.43,8.7,13.22,8.14,7.72,27.42,88104,2.03,1.02,2406,72.11,27.89,2.7,285582,11.8,22.33,19.14,17.07,14.04,7.34,7.02,1.44,775,34.97,23.6,15.62,2.54,60.77,19.86
"25021410300",4079,1426,34.62,11.49,12.67,48.72843,41.15,1.54,.84,1.05,1.68,1.75,1.54,1.68,1.61,1.54,3.91,8.39,17.68,16.63,13.28,27.05,110369,2.03,.28,1445,92.15,7.85,1.31,303845,0,4.26,4.26,23.4,25.53,20.21,13.83,8.51,1135,30.19,23.5,22.14,2.35,68.93,5.61
"25021410400",6028,2374,33,9.21,13.21,48.43987,36.45,2.15,1.44,2.87,1.9,1.9,2.24,3.21,4.18,4.6,6.51,10.77,18.76,9.72,7.69,21.97,82475,2.68,.46,2448,59.6,40.4,3.02,292752,.63,3.38,3.27,17.19,42.83,25,5.8,1.9,1134,29.16,22.9,15.69,5.02,59.25,27.63
"25021411100",7351,2625,35.41,8.93,10.71,38.39001,38.67,2.36,1.52,2.97,3.35,3.42,3.27,2.4,2.89,3.19,5.21,7.34,12.81,14.45,12.47,22.36,96158,1.85,.46,2681,86.74,13.26,2.09,315074,13,11.15,6.81,14.86,28.17,17.65,4.95,3.72,988,29.11,23.200001,20.38,4.92,75.46,8.38
"25021411200",5945,2183,33.57,10.91,14.9,48.98659,42.97,1.74,1.14,2.11,2.01,2.01,1.97,3.11,3.21,3.25,5.59,8.38,12.23,12.09,11.95,29.26,105520,1.29,.5,2220,80.12,19.88,1.67,304657,1.64,7.04,6.81,18.08,26.06,22.07,15.96,2.11,1177,39.22,23.200001,14.58,4.37,68.43,17.95
"25021411300",9528,3252,30.45,11.24,13.14,46.3052,38.82,1.82,1.11,1.94,2.16,2.38,2.5,2.65,2.53,2.65,5.77,8.61,11.73,11.64,9.57,32.9,108398,1.44,.28,3328,87.15,12.85,2.28,342536,7.63,13.08,10.9,10.9,12.26,13.08,14.71,17.17,1127,39.1,27,17.2,2.34,60.59,6.98
"25021412100",6064,2147,33.67,12.99,15.71,63.05385,59.21,2.7,1.68,2.93,2.09,1.54,.98,1.95,1.26,1.07,4.19,9.31,11.77,10.38,9.77,38.48,115943,1.62,1.07,2182,88.45,11.55,1.6,474843,10.88,27.2,24.69,15.06,10.88,2.93,0,8.79,529,47.98,29.9,20.25,2.38,67.58,3.96
"25021412200",3490,1395,30.29,17.25,17.17,59.87842,60.93,4.14,2.43,3.57,2.64,2.29,2.14,.93,1.64,2.21,5.36,5.71,9.21,7.71,6.29,43.72,127858,2.56,0,1466,85.88,14.12,4.84,532879,10.17,6.78,3.39,17.51,25.42,14.12,11.3,11.86,1241,49.73,31.1,15.13,6.14,60.99,6.24
"25021412300",4563,1580,36.12,11.92,13.28,52.13974,52.32,1.4,1.08,2.55,1.98,1.34,.57,1.4,2.23,2.55,3.51,5.1,11.03,13.45,13.83,37.85,125244,0,.64,1603,93.1,6.9,1.43,459556,5.21,5.21,3.12,13.54,18.75,15.62,17.71,19.79,1269,28.44,17.9,20.38,4.06,80.34,4.18
"25021413100",5688,2292,30.2,9.96,10.36,41.99852,34.38,3.61,2.35,4.48,5,4.05,2.35,2.61,3.13,3.52,5.87,10.01,14.71,11.84,9.66,16.79,79549,1.98,2.22,2331,72.34,27.66,1.67,282471,11.78,11.13,7.04,13.26,28.15,18.82,8.02,1.8,1089,29.13,23.799999,12.91,5.55,72.38,15.01
"25021413200",5902,2507,26.64,9.8,7.7,39.11475,29.67,5.28,3.2,5.4,4.6,3.48,1.92,4.56,3.68,3.04,6.27,10.15,18.43,10.79,7.35,11.87,72810,4.32,2.72,2567,62.11,37.89,2.34,255549,15.65,17.04,11.93,11.71,21.3,14.91,6.5,.96,920,35.76,24.700001,17.31,10.51,61.26,21.22
"25021413300",5109,1898,32.26,14.36,12.14,50.33309,40.84,1.95,1.26,2.37,1.74,2.58,4,2.37,2.21,2.21,6.59,12.38,17.07,14.44,10.96,17.76,89454,1.58,1,1925,69.97,30.03,1.4,324138,6.22,5.67,3.66,4.2,11.7,22.3,41.32,4.75,1462,30.38,23.1,14.43,3.87,67.42,22.18
"25021413400",7871,3287,25.6,11.45,16.22,55.72467,51.2,3.21,1.54,1.24,3,2.75,1.69,4.48,3.96,3.84,7.2,8.69,17.55,12.56,9.05,19.25,88153,3.14,1.03,3413,41.77,58.23,3.69,318456,1.68,4.98,4.61,12.85,21.45,22.13,29.16,3.2,1310,28.12,20.9,12.98,5.16,51.35,45.61
