tractid00,totalpop,households,pcthhchild,pctind_info,pctind_finance,pctind_professional,pctocc_profmanage,pctcollege,pctinc_0_10K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,pctinc_50K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_more,medhhincome,pctpoverty,pctpublicassist,units,pctown,pctrent,pctvacant,medianvalue,pctrent_0_300,pctrent_300_600,pctrent_600_800,pctrent_800_1000,pctrent_1000_1250,pctrent_1250_1500,pctrent_1500_2000,pctrent_2000_more,medianrent,pctincomerent_30_more,medianpctincomerent,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,pctsameres,PCT_B25026003,pctunits_newres_2005,pctunits_newres_2000
"250171100011000354800",2407,1135,15.86,5.65,8.17,26.35,75.98,82.22,1.85,2.03,3.26,4.23,2.03,0,3.52,4.32,4.23,4.49,16.04,8.63,17.8,5.46,22.12,82829,5.733278,98.85,1179,61.85,38.15,3.73,573300,5,2.86,5.95,0,18.81,16.67,31.43,19.29,1511,40.41,24.5,21.3,18.52,66.72,12.42,33.77649,55.13087
"250171100011000354900",5942,2541,31.96,1.85,7.39,15.57,48.09,50.36,13.5,8.85,7.4,4.96,4.92,6.61,1.81,4.76,3.7,4.6,5.27,12.24,6.1,4.45,10.82,41422,28.60295,96.69,2745,30.07,69.93,7.43,452900,14.89,9.28,15.12,17.69,6.13,6.01,14.71,16.17,936,45.92,29.799999,34.16,36.29,77.28,4.63,31.55503,63.85056
"250171100011000355000",3202,1413,25.55,4.72,6.94,16.9,64.88,59.15,8.07,12.38,4.18,3.04,1.77,4.25,.57,5.1,6.58,4.25,4.03,9.06,12.95,7.86,15.92,59306,11.43036,98.16,1450,49.54,50.46,2.55,490400,24.75,16.64,2.84,9.96,6.54,4.69,23.61,10.95,958,43.05,27.4,45.57,7.69,75.13,9.53,26.79575,55.71518
"250171100011000357200",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250171100011000357300",45,25,100,100,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,,0,100,25,0,100,0,,0,0,0,0,0,100,0,0,,100,,,,55.56,0,0,100
"250171152599999362100",4817,1597,51.1,6.35,11.26,25.44,73.91,86.79,.69,1.31,2.07,2.25,0,0,.69,1.19,1.13,1.69,6.2,9.64,10.21,8.64,54.29,160903,2.740295,97.12,1644,91.3,8.7,2.86,787600,0,0,0,7.91,0,0,34.53,57.55,2001,61.15,43.599998,31.85,18.37,91.88,10.9,16.31721,35.20864
"250171152599999363102",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250171313599999311600",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250171313599999312200",27,27,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,,0,100,27,100,0,0,,,,,,,,,,,,,0,,100,0,0,100
"250171313599999317101",5588,2649,27.6,6.09,8.8,19.79,56.98,46.85,.76,4.64,3.7,3.7,2.57,1.59,5.29,7.36,1.32,7.29,14.91,8.72,14.27,8.34,15.55,71418,1.932713,99.62,2781,73.05,26.95,4.75,342800,7.53,11.3,3.01,28.77,11.45,24.55,6.17,7.23,996,41.04,27.200001,30.97,36.41,85.63,11.18,20.79456,49.83894
"250171313599999317102",4162,1583,38.03,3.19,2.26,11.3,52.39,45.24,4.36,3.28,3.16,2.27,2.72,2.78,2.08,2.15,6,10.8,6.19,15.1,16.68,10.8,11.62,82818,3.796252,99.31,1610,73.97,26.03,1.68,354500,0,7.53,9.35,2.6,31.17,35.84,13.51,0,1245,20.15,21.700001,31.81,19.41,94.47,7.47,10.25949,31.11485
"250171313599999317103",4989,1702,40.48,3.52,5.61,17.81,52.33,50.73,2.47,2.29,2.35,0,2.23,.65,.71,.59,1.94,6.05,4.94,15.63,17.33,14.57,28.26,113895,2.385247,97.94,1744,99.47,.53,2.41,380600,,,,,,,,,,0,,32.99,13.43,95.58,8.42,8.418521,29.58509
"250171313599999317201",2965,974,42.3,1.48,10.83,16.03,62.38,61.19,3.08,1.23,0,1.23,3.08,1.03,0,.62,2.16,4,8.52,5.95,12.73,20.43,35.93,138417,2.900506,97.95,1013,98.67,1.33,3.85,433500,0,0,0,100,0,0,0,0,,0,,31.05,8.7,94.4,8.5,8.499157,40.53963
"250171313599999317202",3607,1191,40.64,4.68,3.86,19.52,63.01,55.59,.92,0,.92,3.44,2.6,5.37,2.6,0,.84,4.7,8.73,9.49,12.09,13.52,34.77,120125,.3049626,97.98,1222,99.24,.76,2.54,427000,0,0,0,0,100,0,0,0,,100,,32.55,16.16,92.37,10.4,10.64597,36.73413
"250171313599999317203",4221,1612,38.4,7.61,9.78,14.01,55.7,45.5,3.47,4.03,2.36,2.61,6.27,3.41,3.16,4.78,1.12,7.2,5.02,16.44,12.41,11.54,16.19,85000,3.309002,99.32,1633,86.72,13.28,1.29,345100,10.82,10.82,7.73,35.57,4.64,5.15,8.76,16.49,945,48.6,33.900002,36.52,21.6,90.71,7.05,9.975845,36.40097
"250171313599999317300",8096,3470,30.55,7.29,5,14.22,50.58,44.82,3.43,5.42,3.8,3.17,2.16,4.55,5.73,2.85,1.33,10.23,10.46,11.67,17.46,8.07,9.65,69675,9.008786,98.59,3553,80.55,19.45,2.34,318000,10.11,15.8,5.06,11.22,18.8,14.38,24.64,0,1104,53.18,31.700001,43.25,23.45,90.01,11.8,24.88883,57.33696
"250171313599999318300",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250171506075680361100",939,415,44.34,2.39,10.5,45.12,78.45,88.8,0,0,6.02,2.17,5.54,2.89,5.78,0,2.65,6.02,7.95,11.08,5.06,9.88,34.94,99886,.9584665,100,415,87.71,12.29,0,423600,0,0,0,0,0,0,72.55,27.45,1845,27.45,13.4,35.81,42.22,73,20.45,35.25027,47.71033
"250171506075680361200",5396,1555,27.14,3.09,4.84,20.75,52.24,41.01,1.8,2.44,1.22,6.95,1.93,.58,1.93,3.6,2.44,8.1,7.91,10.61,7.78,9.07,33.63,101875,3.985995,98.59,1622,68.55,31.45,4.13,586000,0,9.82,14.93,13.09,3.89,5.93,41.51,10.84,1528,42.13,24.799999,39.08,10,70.91,5.09,16.63898,41.47287
"250171506075680363101",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250171506099999360200",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250171506099999361100",4410,1589,33.73,2.16,17.86,14.75,63.75,71.52,4.66,3.27,2.52,1.32,0,1.57,.82,1.45,1.51,3.59,8.56,13.66,7.68,6.54,42.85,121103,5.822,98.24,1817,86.28,13.72,12.55,718900,0,10.19,0,6.8,21.36,6.31,14.56,40.78,1683,28.9,18.799999,44.87,31.61,90.36,17.25,18.89764,36.69769
"250171506099999361200",709,234,53.85,0,12.89,33.33,84.9,88.64,0,0,0,0,3.85,0,3.85,0,0,0,0,3.85,3.85,8.55,76.07,230500,0,100,261,100,0,10.34,935800,,,,,,,,,,,,31.49,16.98,94.92,5.08,5.077574,24.8237
"250171506099999361300",6112,2203,38.49,6.22,9.24,24.04,71.68,77.45,3.63,0,2.95,3.59,2.86,3.99,2.63,1.45,1.5,3.72,3.36,6.76,7.99,12.98,42.58,134844,6.77356,98.73,2309,85.38,14.62,4.59,866400,19.71,29.2,17.15,11.68,4.38,0,0,17.88,609,55.28,33.400002,34.33,19.49,95.31,9.46,13.5962,47.02225
"250171506099999362100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250171506099999365100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250171747599999313102",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250171747599999314101",5946,2091,40.6,4.1,7.4,7.02,37.76,28.49,2.58,1.82,1.2,4.07,4.21,2.39,2.92,3.92,4.16,12.39,14.87,11.38,11,14.73,8.37,70202,2.499156,97.61,2204,77.57,22.43,5.13,311300,3.07,3.29,5.04,2.85,69.96,15.79,0,0,1128,21.11,24.299999,35.86,19.16,88.35,8.64,15.50622,46.09822
"250171747599999314102",6524,2791,31.31,3.87,6.6,11.73,39.94,21.44,4.48,2.97,4.55,2.47,4.19,3.33,6.99,6.13,3.26,10.64,15.66,13.4,8.96,8.56,4.41,60694,4.245862,99.1,2901,79.04,20.96,3.79,263500,8.46,13.91,11.09,8.27,27.44,15.6,12.03,3.2,1075,43.76,28.799999,42.64,20.65,91.7,15.37,22.53219,43.83813
"250171747599999314200",5493,2010,34.73,5.57,3.3,10.85,38.94,22.15,2.09,4.03,2.29,7.56,5.12,0,4.73,7.71,2.19,9.05,12.69,18.41,11.34,1.89,10.89,67580,3.212265,99.4,2106,80.65,19.35,4.56,340100,6.2,10.14,16.9,21.69,25.92,4.23,14.93,0,958,42.16,28,44.44,18.72,92.6,4.39,9.175314,40.21482
"250171747599999314301",7903,2886,34.06,2.12,7.61,13.88,34.67,26.48,3.85,3.33,2.29,1.04,4.4,3.01,.52,2.43,4.61,9.98,12.09,16.63,13.93,9.08,12.82,78900,3.138049,97.92,3105,84.89,15.11,7.05,306200,8.12,0,13.2,26.9,40.1,3.55,4.31,3.81,1011,41.97,29.299999,29.82,23.82,90.99,12.4,17.42376,41.07301
"250171747599999314302",3064,948,46.31,2.74,3.77,18.24,42.43,29.86,0,1.05,2.95,1.37,.74,0,3.59,1.37,1.16,6.54,3.8,26.9,16.77,14.66,19.1,101389,.0979112,100,948,98.42,1.58,0,400700,0,0,0,0,0,0,100,0,,53.33,,20.31,13.33,94.8,10.77,10.77024,26.04439
"250171782599999328100",3281,1070,46.92,5.95,6.34,9.48,48.46,42.29,.47,2.43,5.61,.47,.84,.28,.37,3.18,.93,5.98,6.54,16.07,19.63,10.19,27.01,109333,5.272783,100,1077,95.05,4.95,.65,496000,13.89,41.67,0,0,0,25,0,19.44,493,13.21,16.1,34.25,28.57,95.97,3.81,6.187138,37.91527
"250172199021990341500",27,17,0,0,0,0,52.94,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,,0,100,17,100,0,0,513900,,,,,,,,,,,,100,,100,0,0,0
"250172199021990341800",361,111,47.75,8.59,11.04,6.75,26.38,0,0,0,0,0,0,13.51,13.51,0,0,9.91,12.61,37.84,0,0,12.61,75030,0,100,111,52.25,47.75,0,275000,0,0,0,0,20.75,0,79.25,0,1685,0,,67.44,0,96.68,0,9.418283,70.63712
"250172199021990341900",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250172199021990342100",7693,2872,31.37,.57,7.39,11.01,18.21,13.37,5.33,11.07,4.25,4.39,6.2,4.46,7.69,3.69,4.74,9.33,14.8,12.4,7.31,1.01,3.35,46892,13.74097,96.59,2996,48.15,51.85,4.14,364500,1.73,12.28,11.52,21.86,19.85,11.66,21.1,0,1033,42.18,28.799999,48.4,41.98,86.07,6.35,28.54667,61.37333
"250172199021990342200",8141,2828,37.59,2.36,8.23,9.62,21.05,19.26,5.09,5.27,5.94,3.01,4.07,3.85,6.79,7.5,2.4,8.13,8.45,17.29,12.94,1.38,7.88,57583,4.852814,98.62,3157,49.61,50.39,10.42,357300,6.17,10.91,10.48,15.15,30.44,13.28,12.78,.79,1060,49.34,30.299999,54.06,10.94,82.7,9.84,26.44638,52.46284
"250172199021990342300",6328,2208,37.95,1.47,8.66,11.29,23.25,21.47,7.7,5.84,1.63,7.34,7.56,11.87,3.22,3.71,7.07,7.52,8.02,13.68,8.11,3.17,3.58,46689,15.61108,97.01,2335,43.8,56.2,5.44,394100,1.48,1.72,6.65,9.44,38.42,26.52,11.33,4.43,1200,56.33,38.799999,56.08,28.8,75.97,3.37,35.28761,53.20797
"250172199021990342400",5043,2080,28.51,.59,8.06,11.18,26.19,13.06,8.61,10.24,3.46,6.49,8.8,4.13,3.03,2.84,2.21,7.5,20.87,14.86,3.46,.67,2.83,50588,16.51795,98.89,2320,31.78,68.22,10.34,337700,6.09,9.61,7.85,12.03,30.45,19.59,10.64,3.74,1118,50.18,31,74.08,28,83.08,5.67,34.58259,61.92743
"250172199021990342500",6181,2253,34.8,.33,5.81,17.09,17.55,14.7,8.17,6.75,3.55,8.21,3.37,7.81,5.24,7.55,2.84,5.55,9.76,19.88,2.89,1.64,6.79,44705,9.379064,98.31,2537,41.28,58.72,11.19,393400,1.44,5.06,11.79,24.64,23.28,15.5,15.04,3.25,1076,55.41,32.400002,54.97,14.63,81.48,3.87,30.707,58.48568
"250172199021990342600",3751,1235,41.38,3.7,5.81,7.3,14.8,9.400001,4.78,3.81,5.75,6.96,4.37,8.66,4.86,5.1,1.7,4.62,17.17,17.57,5.51,5.18,3.97,59464,12.42938,95.87,1455,40.57,59.43,15.12,399700,4.96,10.07,7.74,13.58,22.19,16.79,24.67,0,1154,51.09,31,55.84,31.09,80.04,4.37,46.38763,63.39643
"250172492524960365202",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250172492524960382600",50,38,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,65.79,0,34.21,0,78846,0,100,38,100,0,0,212000,,,,,,,,,,,,50,0,100,50,50,76
"250172492524960383100",8844,2968,42.76,3.35,4.13,15.4,13.91,13.85,9.33,13.98,6.44,6.2,5.93,5.29,7.58,5.12,4.78,9.16,11.86,9.8,.98,.74,2.8,37518,21.7111,95.96,3091,18.53,81.47,3.98,317300,13.2,14.21,14.29,10.27,25.19,10.69,11.74,.42,941,56.17,32,52.86,39.23,71.13,3.64,37.13475,70.25027
"250172492524960383200",4881,1819,38.87,1.72,4.47,16.78,26.07,30.26,7.04,1.04,4.78,6.93,5.11,5.5,3.63,5,6.98,17.54,8.3,12.86,4.84,4.4,6.04,53144,9.506248,95.33,2251,47.33,52.67,19.19,335200,7.1,10.91,2.54,15.15,26.69,19.81,11.76,6.04,1134,38.42,27.9,61.8,56.37,82.97,5.37,44.49908,69.92419
"250172492524960383300",3027,1163,31.64,0,3.83,20.62,29.81,30.87,9.8,1.55,6.19,4.3,13.16,2.41,3.78,2.75,4.56,10.06,12.98,7.91,10.66,2.58,7.31,52780,9.06015,100,1273,52.54,47.46,8.64,345200,6.16,7.79,7.43,6.7,56.88,4.89,0,10.14,1096,67.02,50,62.35,16.67,89.03,5.79,14.09774,56.61654
"250172492524960383400",4705,2014,32.47,.38,9.26,22.32,37.64,38,3.97,2.88,2.43,6.16,9.83,5.56,.4,5.56,6.36,9.48,15,13.16,5.21,4.97,9.03,57295,6.269113,100,2168,50.2,49.8,7.1,312400,7.08,4.89,10.17,28.02,25.32,15.05,9.47,0,999,45.66,28.200001,37.59,8.28,75.94,6.61,38.99522,62.52719
"250172492524960383501",3875,2068,24.18,1.85,7.38,25.84,39.53,29.49,15.86,10.3,2.08,5.85,3.63,11.07,4.88,5.51,2.22,4.55,7.25,10.4,2.95,7.83,5.61,35868,12.3871,96.57,2179,20.99,79.01,5.09,331900,15.43,17.36,9.83,18.29,5.72,9.77,22.28,1.31,869,51.47,31.200001,65.99,27.86,82.6,7.38,35.12258,68.64516
"250172492524960383502",4377,1134,19.4,5.25,7.29,7.7,36.59,49.51,7.5,11.38,5.56,5.38,2.29,3.53,3.62,2.12,4.94,4.94,9.96,14.81,9.96,7.41,6.61,57813,8.419315,100,1158,58.64,41.36,2.07,372100,7.89,27.29,7.04,6.61,5.33,23.88,13.43,8.53,1055,64.17,34,38.72,25.61,77.42,15.38,25.79014,62.57901
"250172492524960383600",6254,2372,34.32,3.03,7.49,15.09,36.02,49.74,8.39,4.97,1.85,3.75,3.16,3.75,1.64,5.9,1.9,6.66,12.18,14.12,12.44,10.5,8.77,73020,9.513911,97.22,2477,63.83,36.17,4.24,373500,0,5.31,0,20.54,24.68,19.95,20.9,8.62,1245,61.54,46.599998,31.98,18.21,85.64,10.6,18.97985,54.26927
"250172492524960383700",5267,2125,38.64,3.51,10.76,13.68,48.21,51.44,1.79,6.16,5.55,1.6,3.48,4.19,.99,4.94,2.87,3.25,8.94,19.39,12.05,12.8,12,83781,2.663116,100,2161,78.12,21.88,1.67,360400,0,4.74,20.09,11.74,21.44,27.31,14.67,0,1157,66.03,33.400002,38.5,33.17,85.52,14.64,21.35941,44.27568
"250172492524960383800",5343,2186,24.57,1.03,6.06,18.99,50.51,48.15,1.33,0,.73,1.19,5.95,1.6,2.7,3.29,2.79,9.84,5.54,15.87,16.97,12.58,19.62,97045,.6924949,98.44,2226,84.13,15.87,1.8,366300,0,12.97,0,30.26,37.46,15.56,0,3.75,1045,14.12,18.700001,32.31,20,87.81,14.15,19.25884,42.57907
"250172492524960383901",8104,2970,34.04,5.05,5.95,20.5,47.29,50.03,2.86,4.04,1.04,4.68,2.93,2.96,1.48,5.12,2.66,5.32,10.71,14.78,14.04,11.48,15.89,87358,3.195563,98.89,3048,88.25,11.75,2.56,379600,15.05,20.38,3.76,4.39,20.69,12.54,23.2,0,1078,60.46,47,38.43,22.41,91.31,7.78,13.1617,28.8848
"250172492524960383902",5404,1879,32.2,2.84,16.01,19.53,57.68,65.57,2.29,2.02,1.54,2.34,1.12,1.01,3.46,1.12,1.6,5.38,6.01,15.01,9.79,9.79,37.52,121823,3.904515,98.94,1945,97.23,2.77,3.39,446300,0,0,47.62,28.57,0,0,23.81,0,908,42.31,50,35.72,18.68,96.47,12.41,13.00752,36.65414
"250172492524960384000",6280,2892,21.09,3.41,8.83,19.47,53.07,58.76,3.04,.86,3.28,2.21,3.01,2.84,3.56,6.4,5.36,8.51,7.68,13.31,13.93,4.88,21.13,83532,6.958599,99.55,3313,52.46,47.54,12.71,436700,1.02,.87,2.76,10.4,37.75,16,30.33,.87,1231,42.84,26,27.88,12.98,78.81,10.24,42.81847,62.07006
"250172492524960386100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250172748027445326100",1271,459,41.83,2.55,1.75,12.92,59.49,55.56,0,0,15.03,0,0,8.93,2.83,7.19,0,6.32,0,19.83,12.64,9.37,17.87,84879,0,100,504,81.05,18.95,8.93,388100,0,100,0,0,0,0,0,0,404,0,22.6,43.3,27.7,97.48,12.54,15.15152,48.73737
"250172748099999326100",9316,3057,47.2,3.16,6.36,16.19,64.19,66.67,1.08,.52,1.24,0,2.36,2.22,.59,5.36,3.07,5.53,7.23,9.91,12.3,12.01,36.57,123188,2.06385,100,3332,88.68,11.32,8.25,477300,4.38,9.38,12.81,0,14.37,0,45.62,13.44,1599,21.39,22.799999,26.51,18.69,91.34,7.2,11.72177,37.61271
"250172748099999327102",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173070099999386100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173070099999387100",4179,1487,44.45,6.87,10.8,19.21,53.71,59.98,3.36,0,1.75,2.15,1.41,2.22,2.42,2.76,1.28,5.11,10.29,12.91,17.08,9.08,28.18,106827,3.972242,99.13,1545,93.28,6.72,3.75,427000,35.16,15.38,12.09,0,23.08,0,14.29,0,548,23,20.299999,28.38,19.77,95.01,4.19,5.838717,34.38622
"250173070099999387201",5884,2048,41.36,3.89,6.03,15.86,53.59,53.68,0,1.61,.68,3.22,2.39,1.81,1.9,5.62,5.13,5.81,10.89,15.43,11.33,11.52,22.66,90278,.2459592,98.1,2103,86.23,13.77,2.62,367900,18.09,10.99,7.09,18.09,21.99,19.86,3.9,0,976,39.36,23.9,40.73,8.57,93.68,11.86,13.9494,33.15179
"250173070099999387202",3900,1289,43.06,6.43,6.48,14.46,57.02,60.26,3.1,0,1.01,2.87,.78,3.57,1.86,1.94,1.16,5.43,5.74,19.16,10.86,10.16,32.35,102091,3.230769,96.9,1381,94.03,5.97,6.66,436000,0,0,57.14,33.77,9.09,0,0,0,786,40.26,28.799999,35.45,16.6,95.28,3.21,3.871795,32.25641
"250173108531050320101",2372,897,33.67,1.88,8.87,18.41,56.86,54.95,.89,2.9,3.01,1.67,1.45,3.01,4.24,0,1.34,12.15,12.71,15.27,13.15,10.48,17.73,86850,.3372681,100,923,78.93,21.07,2.82,428700,15.47,7.18,7.73,40.33,0,0,23.2,6.08,906,29.1,22.700001,36.25,13.11,83.23,16.4,21.16357,42.41147
"250173108599999320101",7384,2275,58.42,2.4,10.96,17.54,69.67,73.75,0,0,2.46,0,1.36,0,0,.48,1.98,2.02,5.23,10.11,15.65,6.64,54.07,163424,.3521127,99.08,2314,96.7,3.3,1.69,608700,0,0,0,25,0,16.67,13.33,45,1813,46.67,35.900002,32.38,9.03,94.94,10.82,13.46154,39.53142
"250173108599999320102",4570,1569,55.96,3.86,11.57,19.19,60.74,67.91,.45,1.91,1.21,.51,1.15,1.08,1.78,4.4,1.72,5.48,9.43,10.01,12.75,11.34,36.78,122621,2.73523,98.22,1605,97.51,2.49,2.24,554800,0,0,0,60,0,0,0,40,973,58.97,33.299999,37.26,4.85,90,15.45,15.68928,37.17724
"250173154031575322100",2369,939,32.59,1.99,2.95,11.78,37.04,34.38,2.13,0,4.79,5.11,6.28,1.28,5.64,3.83,2.24,2.88,15.65,18.85,17.57,5.64,8.1,75288,1.477417,100,963,89.67,10.33,2.49,340500,0,0,20,0,0,46.67,15,18.33,1411,32.99,30.799999,38.04,12.79,94.18,3.08,7.176023,25.45378
"250173154031575322200",2076,901,16.87,5.92,8.28,16.55,26.74,25.47,4.11,9.21,4.88,8.1,1.33,13.65,1.44,2.44,4.77,3.66,2.89,9.99,9.66,9.1,14.76,50139,8.526011,100,934,51.28,48.72,3.53,357700,16.2,20.42,2.82,24.18,5.4,2.82,23.24,4.93,925,37.13,28.200001,35.36,15.93,82.34,4.9,21.34831,72.42084
"250173154031575322300",6426,2603,28.74,5.59,6.21,19.67,38.63,30.56,8.53,6.84,2.73,3.42,4.73,3.61,4.76,3.27,2.69,3.57,10.33,14.18,11.26,7.95,12.14,68505,7.512469,96.24,2653,64.77,35.23,1.88,303800,14.73,11.51,8.06,14.84,20.37,20.48,10.01,0,1011,45.14,27.700001,44.13,18.99,89.26,6.6,22.14441,61.00218
"250173154031575322400",4406,1773,31.75,.46,4.62,16.17,36.3,30.66,7.73,2.99,2.59,9.76,1.92,2.31,7.84,3.16,1.41,4.85,12.35,18.44,12.07,5.92,6.66,66510,8.374944,99.44,1845,72.98,27.02,3.9,329600,0,3.7,27.17,16.96,36.3,13.48,0,2.39,1015,49.9,31.1,52.71,17.47,90.26,10.85,19.40536,41.71584
"250173154099999321400",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173154099999321500",77,77,0,0,0,48.05,63.63,100,0,0,0,0,0,0,0,0,0,0,27.27,36.36,36.36,0,0,79063,0,100,115,0,100,33.04,,0,0,0,0,0,51.95,48.05,0,1491,11.69,21.299999,,,0,0,100,100
"250173154099999322100",2297,845,37.87,.53,4.58,17.1,61.14,48.39,1.18,3.43,.95,1.07,1.07,2.37,2.72,0,.95,11.48,11.36,12.43,12.07,15.5,23.43,104625,5.616021,100,902,93.61,6.39,6.32,449700,0,0,0,14.81,66.67,0,18.52,0,1132,12.96,22.299999,34.71,3.83,94.13,9.1,12.62516,32.82542
"250173154099999322200",1818,722,32.83,.92,15.75,14.74,46.34,41.21,0,0,1.52,1.8,1.25,1.66,11.08,4.29,0,2.63,9,22.85,14.13,8.86,20.92,91765,.990099,96.95,798,98.2,1.8,9.52,368600,0,0,0,0,0,0,100,0,,100,50,41.64,17.04,96.35,5.83,5.830583,48.89989
"250173154099999322400",82,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,,0,100,11,100,0,0,,,,,,,,,,,,,0,,100,0,0,0
"250173154099999323100",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173521535250332400",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173521535250338400",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173521535250356500",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173521535250358100",4925,1728,47.51,5.88,11.64,22.42,79.38,76.41,1.16,1.45,.93,1.04,1.22,2.49,1.56,1.74,1.79,2.72,6.31,12.73,14.18,10.13,40.57,125833,1.794872,99.42,1900,88.37,11.63,9.05,669500,0,10.06,0,11.73,22.91,5.59,32.4,17.32,1488,20.4,23.6,32.88,16.18,94.52,16.15,19.79544,46.38824
"250173521535250358300",4769,1910,36.18,12.08,6.02,20.65,65.78,72.54,1.68,3.61,0,1.94,2.46,.63,1.62,3.46,3.61,4.08,7.91,14.29,13.93,8.32,32.46,109868,3.564689,100,1968,64.87,35.13,2.95,661300,0,4.29,0,4.44,2.14,10.26,21.9,56.97,2001,42.18,28.200001,36.48,22.24,83.19,8.91,27.46907,53.1558
"250173521535250358400",5053,1769,41.83,3.15,6.57,25.01,74.85,77.6,3.05,2.83,2.49,1.02,1.7,1.58,2.54,2.2,.45,3.05,7.12,10.18,8.54,8.03,45.22,136713,4.583333,100,1834,80.95,19.05,3.54,697900,10.77,11.08,0,2.46,2.46,3.08,46.46,23.69,1717,48.07,30.4,20.97,18.63,94.16,8.71,13.39412,39.33131
"250173521535250358500",4813,1641,42.11,2.8,9.28,22.28,73.24001,70.07,1.16,3.72,.67,3.96,3.96,1.65,.55,0,3.35,3.53,2.8,12.49,5.36,5.97,50.82,151776,2.745603,99.39,1775,89.88,10.12,7.55,745100,22.58,29.03,0,0,0,8.87,17.74,21.77,397,36.14,23.9,30.48,29.39,92.96,15.64,17.16002,39.63964
"250173521535250358600",5974,2233,45.63,3.4,8.7,26.86,71.48,82.08,2.87,1.39,.63,5.87,3.13,0,3.45,1.97,2.06,2.42,9.05,5.15,10.17,11.37,40.49,132665,2.577837,98.93,2253,81.28,18.72,.89,662200,3.24,20.2,0,0,4.49,9.73,29.43,32.92,1710,38.28,24.9,29.95,21.12,93.25,15.43,24.62337,46.76933
"250173521535250358700",4884,1681,42.12,2.53,7.45,26.58,72.47,83.79,1.96,.48,0,3.51,1.55,.54,.95,1.67,.54,3.09,6.01,4.88,14.22,9.04,51.58,155847,1.433251,99.58,1793,91.31,8.69,6.25,701700,0,0,0,0,0,0,8.77,91.23,2001,29.45,23.200001,26.39,17.11,91.66,10.36,15.43817,28.54218
"250173521535250359100",27,14,0,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,0,100,14,100,0,0,,,,,,,,,,,,,,0,100,0,0,0
"250173521535250359300",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173521535250360200",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173521535250369000",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173542599999358400",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173542599999358600",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"250173542599999359300",0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
