tractid90,totalpop,households,hhfam,hhchild,pcthhchild,popu25,popuempl,ind_finance,ind_professional,pctind_finance,pctind_professional,occ_profmanage,pctocc_profmanage,inc_0_5K,inc_5K_10K,inc_50K_55K,inc_55K_60K,inc_60K_75K,inc_75K_100K,inc_100K_125K,inc_125K_150K,inc_150K_more,pctinc_0_5K,pctinc_5K_10K,pctinc_50K_55K,pctinc_55K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_more,medhhincome,publicassist,pctpublicassist,units,unitsocc,own,rent,pctown,pctrent,vacant,pctvacant,medianvalue,unitsrent,rent_0_300,rent_300_600,rent_600_750,rent_750_1000,rent_1000_more,pctrent_0_300,pctrent_300_600,pctrent_600_750,pctrent_750_1000,pctrent_1000_more,medianrent,medianpctincomerent,unitsmortgage,inc_mortgage_30_more,inc_nomortgage_30_more,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,popupov,poverty,pctpoverty,popu5,sameres,pctsameres,units_newres,pctunits_newres,college,pctcollege,inc_10K_15K,inc_15K_20K,inc_20K_25K,inc_25K_30K,inc_30K_35K,inc_35K_40K,inc_40K_45K,inc_45K_50K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,incomerent_30_more,pctincomerent_30_more
2.502e+10,14420,5033,13000,5130,"35.58",9551,8178,333,1986,"4.07","24.28",3249,"39.73",56,58,162,151,430,802,783,616,1211,"1.11","1.15","3.21","2.99","8.53","15.9","15.53","12.21","24.01",101896,183,"3.63",5233,5033,4092,941,"81.3","18.7",200,"3.82",326532,902,32,51,59,99,660,"3.42","5.45","6.31","10.59","70.59",1264,24.5,2910,627,61,"17.69","1.72",14319,414,"2.89",13446,9088,"67.59",1870,"12.4424.72",3444,"20.4615.6",71,73,73,58,62,117,135,186,"0.710.69","0.710.73","0.750.69","0.670.48","0.420.81","0.891.43","1.431.25","1.452.24",324,"7.4927.17"
2.502e+10,10920,3740,9978,3830,"35.07",7343,6229,405,1579,"6.5","25.35",2835,"45.51",35,38,58,77,212,624,592,480,1124,"0.93","1.01","1.55","2.05","5.66","16.65","15.8","12.81","29.99",112915,139,"3.71",3792,3740,3315,425,"88.64","11.36",52,"1.37",331523,419,49,46,18,31,275,"11.69","10.98","4.3","7.4","65.63",1239,23.6,2294,422,48,"14.4","1.64",10762,249,"2.31",10325,7174,"69.48",1228,"7.7325.11",2962,"25.5214.82",59,59,58,52,61,62,80,78,"0.80.77","0.80.77","0.80.75","0.690.69","0.690.93","0.960.69","0.751.39","1.250.83",125,"5.0124.82"
2.502e+10,7045,2681,6148,2232,"31.73",4738,3987,232,1000,"5.82","25.08",1527,"38.3",7,12,48,86,362,629,390,245,447,"0.26","0.45","1.8","3.23","13.6","23.63","14.65","9.2","16.79",87684,89,"3.34",2787,2677,2006,671,"74.93","25.07",110,"3.95",265218,642,17,32,42,71,480,"2.56","4.81","6.32","10.68","72.18",1248,22.6,1158,271,62,"16.88","3.86",7009,156,"2.23",6458,3592,"55.62",1451,"16.437.8",1744,"24.4212.39",49,42,30,72,76,30,72,66,"0.940.9","0.940.64","0.380.75","0.981.73","1.990.86","0.60.53","0.642.07","1.770.71",204,"4.9625.71"
2.502e+10,4972,1611,4703,1871,"37.63",3169,2888,158,668,"5.47","23.13",1124,"38.92",3,5,22,62,156,352,273,199,325,"0.19","0.31","1.36","3.84","9.67","21.82","16.92","12.34","20.15",98969,60,"3.72",1705,1611,1483,128,"92.05","7.95",94,"5.51",305500,113,0,2,5,8,98,"0","1.56","3.91","6.25","76.56",1271,25.8,1131,208,47,"15.09","3.41",4950,60,"1.21",4591,3387,"73.77",412,"6.718.87",959,"19.610.67",19,24,41,36,24,25,17,29,"0.620.56","0.620.87","1.241.3","1.360.87","0.680.81","0.810.74","0.740.31","0.51.3",43,"11.7221.88"
2.502e+10,3215,1123,2895,1136,"35.28",2098,1770,73,393,"4.12","22.2",606,"34.24",7,9,36,55,88,186,125,124,264,"0.61","0.79","3.14","4.8","7.68","16.23","10.91","10.82","23.04",90474,17,"1.48",1173,1128,855,273,"75.8","24.2",45,"3.84",325462,256,19,23,18,30,167,"6.96","8.42","6.59","10.99","61.17",1153,22.9,532,133,29,"19.08","4.16",3196,76,"2.38",2951,1775,"60.15",530,"11.6135.37",589,"18.499.58",23,26,32,28,34,49,36,24,"1.050.96","1.051.22","1.481.31","1.221.22","1.221.75","1.832.44","2.360.79","0.871.22",73,"9.8916.85"
2.502e+10,5481,1733,5185,2082,"37.92",3485,2988,120,860,"4.02","28.78",1586,"53.08",0,1,38,32,100,213,209,240,781,"0","0.06","2.18","1.83","5.73","12.21","11.98","13.76","44.78",138914,47,"2.69",1799,1737,1584,153,"91.19","8.81",62,"3.45",434544,134,0,3,7,12,111,"0","2.03","4.73","8.11","75",1784,22.4,1228,288,16,"20.43","1.13",5413,14,"0.26",5091,3317,"65.15",705,"10.7729.82",1692,"27.221.35",6,11,26,14,9,21,20,21,"0.170.17","0.170.46","0.80.69","0.630.17","00.52","0.630.57","0.570.57","0.570.63",39,"9.4616.89"
2.502e+10,2732,852,2536,1056,"38.65",1675,1334,115,288,"8.62","21.59",694,"52.02",0,2,18,7,16,105,136,103,316,"0","0.24","2.16","0.84","1.92","12.57","16.29","12.34","37.84",123618,16,"1.92",865,852,752,100,"88.26","11.74",13,"1.5",434544,95,31,26,3,6,29,"31","26","3","6","29",426,18.3,586,149,0,"22.24","0",2722,33,"1.21",2443,1499,"61.36",371,"12.7930.75",849,"25.6725.01",20,20,19,13,9,23,19,6,"1.21.2","1.21.2","1.21.08","0.960.6","0.360.72","0.722.04","1.920.36","0.360.36",0,"00"
2.502e+10,9191,3159,8256,3240,"35.25",5969,4950,321,1160,"6.48","23.43",2118,"42.79",10,15,65,106,329,580,389,351,898,"0.32","0.47","2.05","3.35","10.39","18.33","12.29","11.09","28.37",102118,66,"2.09",3305,3159,2691,468,"85.19","14.81",146,"4.42",373052,441,63,63,30,51,234,"13.73","13.73","6.54","11.11","50.98",1068,23.2,2051,678,34,"28.46","1.43",9183,285,"3.1",8381,4777,"57",1607,"12.3838.49",2585,"25.1518.16",57,58,57,48,63,55,16,68,"0.920.88","0.920.92","0.950.85","0.790.73","0.731.26","1.360.38","0.350.16","0.471.67",101,"6.115.9"
2.502e+10,4561,1788,3628,1280,"28.06",3193,2671,120,521,"4.49","19.51",1114,"41.71",36,35,58,75,179,224,212,196,368,"1.99","1.94","3.21","4.15","9.9","12.39","11.73","10.84","20.35",85429,56,"3.1",1917,1788,1145,643,"64.04","35.96",129,"6.73",401570,636,54,54,27,46,455,"8.49","8.49","4.25","7.23","71.54",1249,26.5,579,128,0,"19.78","0",4533,313,"6.9",4201,1938,"46.13",1064,"24.7834.73",1148,"23.8312.12",23,20,24,80,83,63,74,61,"0.660.61","0.660.44","0.221.11","1.712.71","3.11.49","1.162.32","2.321.77","1.711.66",213,"5.6627.83"
2.502e+10,5772,2343,4708,1743,"30.2",3737,3264,134,670,"4.11","20.53",1245,"38.14",31,34,88,124,260,411,240,169,324,"1.34","1.47","3.8","5.36","11.24","17.77","10.38","7.31","14.01",74150,82,"3.55",2447,2343,1417,926,"60.48","39.52",104,"4.25",287141,904,7,25,45,76,751,"0.76","2.7","4.86","8.21","81.1",1241,26.8,659,146,40,"15.45","4.23",5722,295,"5.16",5316,2913,"54.8",1163,"23.5226.12",1123,"228.05",57,60,69,57,69,106,106,108,"1.251.21","1.251.34","1.511.47","1.431.04","0.862.12","2.332.25","2.252.33","2.292.38",321,"6.1628.51"
2.502e+10,6386,2645,4623,1611,"25.23",4444,3669,208,583,"5.67","15.89",1034,"28.18",58,68,121,130,316,410,145,124,345,"2.19","2.57","4.56","4.9","11.92","15.47","5.47","4.68","13.01",60529,200,"7.54",2836,2645,1093,1552,"41.32","58.68",191,"6.73",267535,1526,132,168,150,252,823,"8.51","10.82","9.66","16.24","53.03",1062,25.8,532,164,36,"21.41","4.7",6276,501,"7.98",5894,2947,"50",1490,"21.434.93",790,"13.194.59",147,135,85,102,131,97,112,127,"2.832.72","2.832.26","1.741.47","1.322.53","2.981.96","1.741.92","1.962.26","2.262.53",585,"10.7626.93"
2.502e+10,2657,794,2364,885,"33.27",1780,1401,61,289,"4.35","20.63",518,"36.97",19,19,22,13,66,98,107,101,255,"2.41","2.41","2.79","1.65","8.37","12.42","13.56","12.8","32.32",114867,32,"4.06",850,789,700,89,"88.72","11.28",61,"7.18",307282,69,0,1,2,3,63,"0","1.12","2.25","3.37","70.79",1602,29.8,547,129,7,"20.22","1.1",2462,96,"3.9",2485,1700,"68.41",221,"11.6616.35",528,"20.798.88",14,13,7,3,15,16,12,11,"0.890.89","0.890.76","0.630.25","00.38","0.511.39","1.520.51","0.511.01","0.890.51",34,"038.2"
2.502e+10,5711,2083,4634,1713,"30.01",3870,2987,116,522,"3.88","17.48",797,"26.68",0,5,125,92,234,410,228,156,193,"0","0.24","6.01","4.43","11.26","19.72","10.97","7.5","9.28",71610,135,"6.49",2229,2088,1209,879,"57.9","42.1",141,"6.33",271991,858,13,52,96,161,536,"1.48","5.92","10.92","18.32","60.98",1146,26.4,585,261,8,"30.38","0.93",5489,243,"4.43",5229,2894,"55.35",1017,"18.6330.08",719,"14.324.26",47,54,68,62,78,89,111,128,"1.151.11","1.151.44","1.781.49","1.31.68","1.881.88","1.832.45","2.52.84","2.893.27",308,"11.1523.89"
2.502e+10,6729,2503,5752,2142,"32.1",4408,4040,237,835,"5.87","20.67",1533,"37.95",32,32,65,59,204,451,365,281,528,"1.28","1.28","2.6","2.36","8.17","18.06","14.62","11.25","21.15",96360,81,"3.24",2732,2483,1495,988,"60.21","39.79",249,"9.11",303539,988,30,33,21,35,869,"3.04","3.34","2.13","3.54","87.96",1492,24.5,1226,256,24,"18.34","1.72",6664,315,"4.73",6196,3589,"57.92",1246,"23.2426.94",1391,"20.6210.93",34,38,51,57,78,74,59,87,"0.680.68","0.680.84","1.080.96","0.921.36","1.561.56","1.561.4","1.361","1.242.24",374,"3.0434.82"
2.502e+10,4238,1427,3902,1485,"34.24",2817,2524,127,562,"5.03","22.27",1125,"44.57",3,4,33,33,104,276,238,200,401,"0.21","0.28","2.3","2.3","7.24","19.21","16.56","13.92","27.91",111365,32,"2.23",1508,1444,1277,167,"88.43","11.57",64,"4.24",310312,167,0,2,4,7,154,"0","1.2","2.4","4.19","92.22",1626,24.6,1016,251,8,"22.15","0.71",4330,78,"1.8",3958,2405,"60.76",582,"6.8633.45",953,"23.2910.54",8,9,9,5,15,30,33,35,"0.280.28","0.280.35","0.350.28","0.280.07","01.04","1.180.9","0.971.32","1.251.18",58,"28.146.59"
2.502e+10,2932,1175,2352,775,"26.8",2001,1669,109,303,"6.53","18.15",627,"37.57",34,41,28,37,97,214,113,107,224,"2.83","3.42","2.33","3.08","8.08","17.83","9.42","8.92","18.67",85683,100,"8.33",1233,1178,728,450,"61.8","38.2",55,"4.46",290706,441,76,67,17,28,253,"16.89","14.89","3.78","6.22","56.22",1125,25.7,456,162,35,"28.27","6.11",2892,181,"6.26",2709,1515,"55.92",674,"16.8140.41",563,"18.599.55",98,87,38,16,12,7,21,25,"4.174","4.173.08","21.17","0.670.67","0.580.42","0.330.25","0.331.42","1.250.83",152,"6.2227.56"
2.502e+10,5456,2198,4540,1656,"30.35",3856,3050,140,525,"4.59","17.21",921,"30.2",40,48,88,101,254,298,252,182,294,"1.81","2.17","3.98","4.57","11.48","13.47","11.39","8.23","13.29",70158,70,"3.16",2295,2198,1341,857,"61.01","38.99",97,"4.23",283042,834,88,101,73,123,448,"10.27","11.79","8.52","14.35","52.28",1066,26.3,611,183,40,"21.89","4.78",5396,201,"3.72",5123,3195,"62.37",877,"15.6124.29",613,"11.264.64",112,101,62,59,85,106,74,58,"2.582.49","2.581.99","1.41.4","1.41.27","1.222.62","2.851.94","1.91.45","1.361.27",277,"9.4522.87"
2.502e+10,4604,1558,4134,1627,"35.35",2963,2516,115,429,"4.57","17.05",696,"27.66",22,23,54,62,188,298,179,161,225,"1.42","1.48","3.47","3.99","12.1","19.18","11.52","10.36","14.48",81492,73,"4.7",1665,1558,1040,518,"66.75","33.25",107,"6.43",291241,518,27,44,53,90,303,"5.21","8.49","10.23","17.37","58.49",1112,29,683,186,22,"20.76","2.46",4602,159,"3.46",4268,2988,"70.01",595,"14.8923.3",575,"11.957.46",34,42,59,32,25,48,54,47,"1.091.09","1.091.61","2.191.61","1.290.77","0.640.97","0.972.12","2.121.35","1.421.61",238,"11.9733.98"
2.502e+10,5328,1793,4873,1942,"36.45",3485,3021,185,727,"6.12","24.06",1520,"50.31",8,10,41,46,86,201,232,226,682,"0.45","0.56","2.3","2.58","4.82","11.26","13","12.66","38.21",124542,40,"2.24",1853,1793,1564,229,"87.23","12.77",60,"3.24",416899,215,13,15,11,19,157,"5.68","6.55","4.8","8.3","68.56",1301,28.4,1105,227,34,"16.77","2.51",5303,86,"1.62",4909,3472,"70.73",553,"5.3525.49",1736,"29.7320.09",23,21,15,27,35,37,50,45,"0.670.62","0.670.5","0.340.5","0.620.9","1.060.9","0.841.23","1.291.51","1.41.12",90,"17.0322.27"
2.502e+10,7043,2559,6148,2358,"33.24",4791,3826,196,899,"5.12","23.5",1581,"41.32",34,39,70,110,201,418,420,260,516,"1.36","1.56","2.79","4.39","8.02","16.67","16.75","10.37","20.58",96756,82,"3.27",2719,2587,2107,480,"81.45","18.55",132,"4.85",316729,456,51,53,29,49,274,"10.74","11.16","6.11","10.32","57.68",1294,22.8,1428,358,49,"20.29","2.78",6941,263,"3.79",6599,4384,"66.43",1010,"14.0325.01",1644,"21.1213.19",74,64,38,50,29,52,67,65,"1.521.44","1.521.04","0.560.96","1.240.76","0.560.6","0.61.48","1.481.2","1.21.4",152,"5.0526.95"
2.502e+10,6871,2681,5633,2022,"29.57",4310,3334,142,652,"4.26","19.56",767,"23.01",40,47,174,159,313,403,213,167,135,"1.44","1.69","6.27","5.73","11.28","14.53","7.68","6.02","4.87",55094,129,"4.65",2873,2667,1176,1491,"44.09","55.91",206,"7.17",242760,1316,68,127,172,289,660,"4.58","8.55","11.58","19.46","44.44",1023,27.9,599,181,27,"20.13","3",6711,596,"8.88",6206,2906,"46.83",1492,"32.0223.92",635,"11.093.64",96,96,112,139,131,185,179,186,"1.771.69","1.771.69","1.732.31","2.742.27","2.092.63","2.73.97","3.932.52","2.783.93",558,"9.2928.28"
2.502e+10,7511,2577,6654,2610,"34.75",4787,4030,166,1176,"4.12","29.18",1816,"45.06",17,18,67,69,193,480,358,277,714,"0.66","0.7","2.61","2.69","7.52","18.71","13.95","10.8","27.83",103645,28,"1.09",2774,2577,2045,532,"79.36","20.64",197,"7.1",361110,409,0,13,31,51,314,"0","2.52","6.01","9.88","60.85",1274,24.7,1332,429,55,"25.4","3.26",7438,286,"3.85",6893,4166,"60.44",1053,"12.328.56",1986,"24.8816.61",28,36,48,34,71,54,36,65,"0.550.55","0.550.86","1.210.66","0.311.01","1.251.52","1.560.55","0.550.86","0.971.56",142,"3.124.42"
2.502e+10,10098,3385,9233,3636,"36.01",6202,5191,174,1023,"3.35","19.71",1898,"36.56",33,36,99,160,336,724,471,365,489,"0.96","1.04","2.87","4.64","9.74","20.99","13.65","10.58","14.17",83586,138,"4",3505,3385,2528,857,"74.68","25.32",120,"3.42",296944,836,58,75,67,113,523,"6.77","8.75","7.82","13.19","61.03",1183,25.4,1694,537,26,"26.89","1.3",10026,399,"3.98",9132,5077,"55.6",1613,"13.8333.83",1898,"21.698.92",61,64,71,96,143,122,86,93,"0.90.87","0.90.96","1.070.99","0.961.83","2.171.97","1.911.62","1.570.93","1.071.62",339,"9.3330.22"
2.502e+10,2236,692,2103,855,"38.24",1386,1212,46,282,"3.8","23.27",477,"39.36",6,6,7,26,53,108,95,95,226,"0.87","0.87","1.01","3.76","7.66","15.61","13.73","13.73","32.66",117446,12,"1.73",737,692,638,54,"92.2","7.8",45,"6.11",393549,34,1,2,2,4,25,"2.63","5.26","5.26","10.53","65.79",1203,26,425,98,10,"19.1","1.95",2226,34,"1.53",2054,1377,"67.04",246,"5.7829.77",477,"22.8711.54",4,4,5,10,10,14,12,9,"0.290.29","0.290.29","0.140.58","0.720.72","0.580.87","0.871.16","1.160.58","0.580.72",13,"034.21"
2.502e+10,6617,2174,6269,2361,"35.68",4344,3686,272,885,"7.38","24.01",1443,"39.15",8,12,44,45,187,305,396,331,549,"0.37","0.55","2.03","2.08","8.63","14.07","18.27","15.27","25.33",111611,38,"1.75",2212,2174,2015,159,"92.69","7.31",38,"1.72",362536,148,23,20,4,7,94,"14.47","12.58","2.52","4.4","59.12",1251,24,1448,357,63,"19.4","3.42",6617,76,"1.15",6132,4363,"71.15",699,"8.3323.83",1376,"19.5212.15",43,41,44,67,39,12,20,25,"1.020.97","1.020.88","0.741.29","1.661.43","1.380.42","0.230.32","0.320.6","0.60.55",36,"2.5220.13"
2.502e+10,5385,1891,4575,1709,"31.74",3656,2933,218,636,"7.43","21.68",1008,"34.37",27,27,64,80,210,445,253,218,268,"1.42","1.42","3.36","4.2","11.02","23.36","13.28","11.44","14.07",86991,72,"3.78",1964,1891,1576,315,"83.34","16.66",73,"3.72",304787,315,7,15,24,40,229,"2.22","4.76","7.62","12.7","72.7",1274,24.5,944,321,12,"26.75","1",5148,170,"3.3",4952,3104,"62.68",863,"13.3832.26",835,"166.84",23,25,28,33,46,52,49,55,"0.630.58","0.630.68","0.840.63","0.581.15","1.421","0.891.84","1.780.79","11.89",94,"7.322.54"
2.502e+10,2179,678,2168,837,"37.96",1484,1340,77,387,"5.75","28.88",454,"33.88",0,0,11,14,10,137,132,140,162,"0","0","1.59","2.02","1.45","19.8","19.08","20.23","23.41",116862,40,"5.78",698,688,680,8,"98.84","1.16",10,"1.43",320115,8,0,0,0,0,8,"0","0","0","0","100",1784,35.1,427,104,23,"16.3","3.61",2200,0,"0",2101,1580,"75.2",152,"6.9815.12",399,"18.268.63",2,5,12,14,19,10,8,15,"0.140.14","0.140.58","1.010.72","0.581.45","1.731.01","0.870.58","0.580.58","0.721.45",8,"0100"
2.502e+10,5951,1928,5540,2252,"37.99",3894,3113,285,693,"9.16","22.26",953,"30.61",13,16,79,71,135,397,310,234,333,"0.67","0.83","4.08","3.67","6.97","20.51","16.01","12.09","17.2",94103,65,"3.36",1968,1919,1756,163,"91.51","8.49",49,"2.49",313342,140,4,6,7,12,110,"2.67","4","4.67","8","73.33",1271,26.3,1092,232,52,"14.29","3.2",5928,154,"2.6",5527,4405,"79.7",417,"5.7316",755,"14.365.03",41,40,42,50,33,44,36,61,"1.081.03","1.080.98","0.881.29","1.551.03","0.830.88","0.831.45","1.390.46","0.832.32",45,"13.3316.67"
2.502e+10,4788,1484,4430,1867,"38.99",2934,2579,200,425,"7.75","16.48",536,"20.78",21,23,44,58,138,302,284,175,197,"1.39","1.52","2.91","3.83","9.11","19.95","18.76","11.56","13.01",92001,50,"3.3",1511,1484,1368,116,"92.18","7.82",27,"1.79",292488,105,8,11,11,19,55,"6.9","9.48","9.48","16.38","47.41",1059,30.7,1046,316,49,"24.31","3.77",4764,173,"3.63",4379,2896,"66.13",562,"10.6527.22",456,"11.214.33",37,40,36,11,20,30,37,60,"1.251.19","1.251.39","1.650.73","0.130.59","0.790.53","0.461.52","1.520.92","1.252.71",54,"9.4837.07"
2.502e+10,4733,1461,4472,1814,"38.33",2966,2601,105,634,"4.04","24.38",730,"28.07",17,19,35,49,136,227,290,193,285,"1.15","1.29","2.37","3.32","9.21","15.37","19.63","13.07","19.3",102281,54,"3.66",1490,1461,1342,119,"91.85","8.15",29,"1.95",325997,110,32,26,2,4,46,"26.89","21.85","1.68","3.36","38.66",517,23.7,952,231,36,"18.32","2.85",4733,98,"2.07",4313,3162,"73.31",434,"8.6221.08",717,"18.615.56",27,29,35,30,31,33,18,25,"0.950.88","0.951.02","1.221.15","1.080.95","0.951.15","1.151.08","1.020.2","0.411.29",28,"4.219.33"
2.502e+10,6281,1880,6061,2540,"40.44",4043,3620,286,955,"7.9","26.38",1247,"34.45",9,10,40,45,145,337,333,285,503,"0.47","0.53","2.1","2.37","7.62","17.72","17.51","14.98","26.45",113210,64,"3.36",1900,1880,1778,102,"94.57","5.43",20,"1.05",352555,94,0,2,4,8,80,"0","1.96","3.92","7.84","78.43",1784,29.6,1416,353,23,"20.36","1.33",6270,73,"1.16",5875,4599,"78.28",487,"7.2318.67",1231,"21.059.4",15,17,15,10,24,44,46,25,"0.420.37","0.420.47","0.580.21","00.53","0.680.58","0.531.79","1.740.68","0.680.63",43,"28.4313.73"
2.502e+10,7369,2697,6323,2456,"33.33",4851,4472,234,1277,"5.23","28.56",1797,"40.18",51,58,90,71,201,380,412,287,645,"1.9","2.16","3.35","2.64","7.48","14.14","15.33","10.68","24",99713,106,"3.94",2791,2697,1797,900,"66.63","33.37",94,"3.37",345960,870,85,69,6,10,700,"9.56","7.76","0.67","1.12","78.74",1574,24.7,1203,274,47,"18.13","3.11",7369,349,"4.74",6901,4294,"62.22",1306,"24.7723.66",1944,"24.3215.75",114,96,33,42,44,43,38,82,"2.162.08","2.161.41","0.60.63","0.630.93","1.040.6","0.481.12","1.080.33","0.742.31",265,"6.1923.62"
2.502e+10,6882,2409,6126,2275,"33.06",4618,4112,314,1021,"7.64","24.83",1562,"37.99",29,28,66,78,241,368,416,311,531,"1.21","1.17","2.75","3.25","10.05","15.35","17.35","12.97","22.14",103144,117,"4.88",2464,2409,1859,550,"77.17","22.83",55,"2.23",328493,546,2,4,4,8,528,"0.36","0.73","0.73","1.45","96",1492,26.8,1163,250,33,"14.63","1.93",6882,178,"2.59",6455,4435,"68.71",924,"14.8623.5",1453,"20.6810.78",18,16,14,40,62,68,65,48,"0.380.38","0.380.29","0.170.42","0.541.13","1.381.21","1.131.71","1.711","11",214,"10.3628.55"
2.502e+10,2552,816,2379,901,"35.71",1728,1451,97,461,"6.69","31.77",463,"31.91",11,10,16,17,70,128,121,110,225,"1.38","1.26","2.01","2.14","8.79","16.08","15.2","13.82","28.27",111874,19,"2.39",824,816,733,83,"89.83","10.17",8,"0.97",330453,78,0,1,3,5,69,"0","1.2","3.61","6.02","83.13",1702,20.7,489,113,20,"16.12","2.85",2523,126,"4.99",2371,1718,"72.46",214,"9.6816.54",487,"16.9611.23",8,10,18,16,5,7,15,11,"0.50.5","0.50.75","1.131.13","1.260.75","0.50.13","00.88","0.881.01","0.880.5",9,"010.84"
2.502e+10,7032,2678,6033,2308,"32.68",5104,4377,355,1223,"8.11","27.94",1554,"35.5",26,26,92,66,308,550,397,294,521,"0.97","0.97","3.44","2.47","11.51","20.55","14.84","10.99","19.47",95458,47,"1.76",2802,2684,1840,844,"68.55","31.45",118,"4.21",336691,834,0,6,13,22,794,"0","0.72","1.56","2.64","95.2",1435,22.2,1051,245,17,"14.94","1.04",6998,166,"2.37",6737,4629,"68.71",1059,"14.0125.45",1591,"20.6110.56",24,25,34,54,56,49,58,94,"0.450.45","0.450.49","0.520.75","0.931.08","1.160.93","0.860.97","1.011.16","1.352.17",309,"8.7528.3"
2.502e+10,4959,1879,4154,1692,"34.12",3416,2748,255,729,"9.28","26.53",827,"30.09",43,43,81,95,177,288,233,170,312,"2.34","2.34","4.4","5.16","9.62","15.65","12.66","9.24","16.96",83414,73,"3.97",1955,1879,1196,683,"63.65","36.35",76,"3.89",304787,670,26,39,44,74,487,"3.81","5.71","6.44","10.83","71.3",1230,23.1,593,178,75,"17.52","7.38",4948,193,"3.9",4664,3320,"71.18",654,"10.9623.84",716,"13.587.38",47,54,59,49,63,43,54,29,"1.31.25","1.31.63","2.011.2","0.652.01","2.550.87","0.541.79","1.791.14","0.980.6",223,"12.1520.5"
2.502e+10,4023,1607,3267,1239,"30.8",2705,2288,132,525,"5.77","22.95",646,"28.23",14,20,66,74,207,287,129,82,157,"0.87","1.24","4.09","4.58","12.83","17.78","7.99","5.08","9.73",64465,88,"5.45",1715,1607,782,825,"48.66","51.34",108,"6.3",286785,808,35,52,59,98,564,"4.24","6.3","7.15","11.88","68.36",1191,24.9,277,108,51,"21.95","10.37",4009,243,"6.06",3722,2266,"60.88",711,"17.6126.63",551,"14.645.73",69,73,77,56,59,66,89,88,"2.172.11","2.172.35","2.732.04","1.611.86","1.921.73","1.612.48","2.542.97","2.852.6",322,"11.1527.88"
2.502e+10,6003,2124,5315,2045,"34.07",3907,3257,299,887,"9.18","27.23",1004,"30.83",30,32,70,94,250,414,287,160,294,"1.42","1.51","3.31","4.45","11.83","19.58","13.58","7.57","13.91",80440,145,"6.86",2198,2124,1363,761,"64.17","35.83",74,"3.37",298727,723,59,58,28,47,532,"7.81","7.68","3.71","6.23","70.46",1280,26.4,661,158,58,"14.07","5.16",6003,404,"6.73",5539,3324,"60.01",934,"21.1422.83",789,"14.925.27",51,52,46,38,56,70,90,77,"1.231.18","1.231.23","1.230.95","0.711.09","1.181.47","1.511.8","1.842.41","2.181.47",255,"15.118.68"
2.502e+10,8428,3107,6968,2835,"33.64",5695,4735,376,1227,"7.94","25.91",1416,"29.9",72,77,69,57,407,482,323,303,521,"2.35","2.51","2.25","1.86","13.26","15.7","10.52","9.87","16.97",78815,154,"5.02",3246,3107,1926,1181,"61.99","38.01",139,"4.28",295162,1162,89,104,79,133,758,"7.54","8.81","6.69","11.26","64.18",1189,23,971,286,71,"19.02","4.72",8276,549,"6.63",7818,4536,"58.02",1533,"17.3232.02",1319,"17.16.06",122,115,100,111,94,92,61,66,"2.021.95","2.021.73","1.471.79","2.021.6","1.471.6","1.61.4","1.340.65","0.781.37",382,"7.5424.81"
2.502e+10,5707,2155,4846,1944,"34.2",3856,3235,210,755,"6.49","23.34",1037,"32.06",20,27,69,88,173,328,378,167,303,"0.93","1.25","3.21","4.09","8.04","15.24","17.57","7.76","14.08",80690,111,"5.16",2260,2148,1192,956,"55.49","44.51",112,"4.96",300331,933,63,64,34,57,714,"6.63","6.74","3.58","6","75.16",1342,24.3,643,196,33,"19.25","3.24",5685,267,"4.7",5337,3320,"62.21",1016,"17.7829.52",934,"16.237.99",83,78,67,67,42,92,94,75,"1.951.91","1.951.67","1.391.72","1.951.16","0.791.16","1.163.11","3.021.35","1.492",316,"6.4226.84"
2.502e+10,5427,1785,5150,2131,"39.12",3549,2791,270,874,"9.67","31.31",1177,"42.17",4,6,27,43,135,295,244,220,571,"0.23","0.34","1.53","2.44","7.66","16.73","13.84","12.48","32.39",114696,28,"1.59",1803,1786,1601,185,"89.64","10.36",17,"0.94",406739,169,0,4,8,14,143,"0","2.16","4.32","7.57","77.3",1511,22.3,1067,265,78,"18.36","5.41",5441,12,"0.22",5104,3632,"71.16",460,"10.4715.29",1549,"28.3715.27",20,17,18,34,31,46,28,24,"0.570.57","0.570.4","0.230.79","1.190.74","0.571.19","1.31.3","1.250.34","0.450.91",54,"2.726.49"
2.502e+10,4074,1546,3516,1280,"31.42",2824,2315,198,721,"8.55","31.14",952,"41.12",6,12,50,37,113,286,223,177,272,"0.39","0.78","3.24","2.4","7.32","18.54","14.45","11.47","17.63",89209,34,"2.2",1584,1546,1082,464,"69.99","30.01",38,"2.4",348277,447,57,56,26,43,265,"12.28","12.07","5.6","9.27","57.11",1110,23.9,642,172,45,"19.13","5.01",4034,76,"1.88",3788,2544,"67.16",568,"11.0625.68",1005,"20.5415.05",55,49,29,35,44,53,45,58,"1.811.75","1.811.36","0.910.97","1.11.17","1.231.62","1.621.81","1.751.17","1.362.4",145,"10.5620.69"
