tractid90,totalpop,households,hhfam,hhchild,pcthhchild,popu25,popuempl,ind_finance,ind_professional,pctind_finance,pctind_professional,occ_profmanage,pctocc_profmanage,college,pctcollege,inc_0_5K,inc_5K_10K,inc_10K_15K,inc_15K_20K,inc_20K_25K,inc_25K_30K,inc_30K_35K,inc_35K_40K,inc_40K_45K,inc_45K_50K,inc_50K_55K,inc_55K_60K,inc_60K_75K,inc_75K_100K,inc_100K_125K,inc_125K_150K,inc_150K_more,pctinc_0_5K,pctinc_5K_10K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,pctinc_50K_55K,pctinc_55K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_more,medhhincome,poverty,pctpoverty,publicassist,pctpublicassist,units,unitsocc,own,rent,pctown,pctrent,vacant,pctvacant,medianvalue,unitsrent,rent_0_300,rent_300_600,rent_600_750,rent_750_1000,rent_1000_more,pctrent_0_300,pctrent_300_600,pctrent_600_750,pctrent_750_1000,pctrent_1000_more,medianrent,incomerent_30_more,pctincomerent_30_more,medianpctincomerent,unitsmortgage,inc_mortgage_30_more,inc_nomortgage_30_more,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,popupov,popu5,sameres,pctsameres,units_newres,pctunits_newres
"25017314398",9549,3195,8812,3498,36.64,5971,5307,212,1047,3.99,19.73,1626,30.64,1320,22.11,13,20,76,81,81,65,73,72,102,82,77,70,284,706,543,375,492,.4,.62,2.36,2.52,2.52,2.03,2.27,2.24,3.18,2.55,2.4,2.18,8.84,21.97,16.9,11.67,15.31,91376,271,2.84,100,3.11,3281,3194,2619,575,82,18,87,2.65,280190,544,16,27,35,58,408,2.82,4.76,6.17,10.23,71.96,1196,120,21.16,21.9,1607,445,84,21.1,3.98,9527,8784,5613,63.9,1307,40.92
"25017315100",4857,1523,4681,1888,38.48,3086,2674,107,577,4,21.58,827,30.93,800,25.92,8,9,14,14,19,31,25,17,29,25,41,39,176,262,248,188,363,.53,.6,.92,.92,1.26,2.05,1.66,1.13,1.92,1.66,2.72,2.59,11.67,17.37,16.45,12.47,24.07,103829,105,2.15,31,2.06,1545,1545,1418,127,91.78,8.22,0,0,332948,114,4,9,13,21,67,3.36,7.56,10.92,17.65,56.3,1191,31,26.05,25.5,987,285,15,22.51,1.18,4895,4546,3112,68.46,531,34.37
"25017315200",6682,2245,5909,2436,36.73,4326,3589,282,736,7.86,20.51,1135,31.62,1149,26.56,24,30,79,65,25,41,33,33,51,69,59,64,193,325,381,295,489,1.06,1.33,3.5,2.88,1.11,1.82,1.47,1.47,2.26,3.06,2.62,2.84,8.55,14.41,16.89,13.08,21.68,103050,190,2.92,110,4.88,2304,2223,1938,285,87.18,12.82,81,3.52,324037,238,61,51,6,11,109,23.11,19.32,2.27,4.17,41.29,818,108,40.91,25.799999,1272,328,0,21.61,0,6507,6118,3912,63.94,923,41.52
"25017315300",970,231,99,31,3.18,956,232,0,187,0,80.6,74,31.9,67,7,24,30,73,62,19,7,4,0,0,5,3,0,8,5,8,10,10,8.99,11.24,27.34,23.22,7.11,2.62,1.49,0,0,1.87,1.12,0,3,1.87,3,3.75,3.75,13421,380,51.91,33,12.36,206,197,8,189,4.06,95.94,9,4.37,401035,176,82,65,2,4,23,43.39,34.39,1.06,2.12,12.17,296,41,21.7,23.6,8,0,0,0,0,732,962,460,47.82,124,62.95
"25017315400",6773,2251,6231,2399,35.47,4340,3980,278,704,6.98,17.69,1185,29.77,1043,24.03,24,24,27,29,34,25,29,32,18,46,110,118,225,367,391,318,373,1.1,1.1,1.23,1.33,1.55,1.14,1.32,1.47,.82,2.1,5.03,5.39,10.28,16.77,17.87,14.53,17.05,98973,200,2.97,65,2.97,2351,2284,2058,226,90.11,9.89,67,2.85,286428,198,0,3,7,12,176,0,1.52,3.54,6.06,88.89,1604,76,38.39,27.299999,1623,486,10,26.31,.54,6741,6219,3969,63.82,1092,47.81
"25017315500",7984,2494,7589,3018,37.8,5103,4454,304,946,6.83,21.24,1164,26.13,904,17.71,13,18,55,49,33,30,24,30,21,80,103,52,217,541,452,310,463,.52,.72,2.2,1.96,1.32,1.2,.96,1.2,.84,3.21,4.13,2.09,8.71,21.71,18.14,12.44,18.58,98655,151,1.9,125,5.02,2543,2494,2320,174,93.02,6.98,49,1.93,278586,174,0,4,10,16,144,0,2.3,5.75,9.2,82.76,1765,80,45.98,27.299999,1617,471,31,22.36,1.47,7927,7290,4994,68.5,907,36.36
"25017316100",11279,3408,10481,4531,40.17,6926,6300,339,1176,5.38,18.67,1702,27.02,1442,20.82,22,31,98,82,38,60,40,34,64,70,55,112,312,725,582,438,664,.64,.9,2.86,2.39,1.11,1.75,1.17,.99,1.87,2.04,1.61,3.27,9.11,21.16,16.99,12.78,19.38,98526,232,2.07,145,4.23,3455,3408,2929,479,85.94,14.06,47,1.36,301757,469,82,70,13,22,282,17.12,14.61,2.71,4.59,58.87,1344,134,27.98,24.9,2272,467,38,17.53,1.43,11191,10511,8009,76.2,948,27.82
"25017316200",8012,2412,7674,3433,42.22,5019,4705,278,1015,5.91,21.57,1030,21.89,927,18.47,21,23,35,36,37,33,26,48,58,51,45,67,245,531,405,324,461,.86,.94,1.44,1.48,1.52,1.35,1.06,1.96,2.37,2.08,1.84,2.74,10.02,21.71,16.56,13.25,18.85,98116,117,1.44,69,2.82,2451,2417,2246,171,92.93,7.07,34,1.39,287141,148,0,5,11,18,115,0,2.92,6.43,10.53,67.25,1405,27,15.79,18.5,1673,461,56,21.66,2.63,8122,7524,5655,75.16,642,26.57
"25017316300",6543,2377,5495,2162,33.66,4029,3588,145,824,4.04,22.97,1168,32.55,971,24.1,27,31,65,63,45,45,65,50,79,105,78,106,294,397,354,204,320,1.16,1.33,2.8,2.71,1.93,1.94,2.8,2.15,3.4,4.52,3.35,4.56,12.63,17.06,15.21,8.77,13.75,79656,263,4.11,129,5.54,2502,2372,1630,742,68.72,31.28,130,5.2,266822,742,11,16,17,29,669,1.48,2.16,2.29,3.91,90.16,1344,312,42.05,28.200001,1136,372,56,25.92,3.9,6392,5879,3555,60.47,1277,53.84
"25017316400",5893,1570,4685,2000,33.94,3686,2674,117,518,4.38,19.37,646,24.16,505,13.7,6,7,18,21,27,12,23,22,17,29,38,64,191,373,268,198,231,.39,.45,1.16,1.36,1.75,.78,1.49,1.42,1.1,1.88,2.46,4.15,12.38,24.17,17.37,12.83,14.97,94233,117,2.33,67,4.34,1607,1570,1453,117,92.55,7.45,37,2.3,277695,117,0,2,4,7,105,0,1.71,3.42,5.98,89.74,1606,33,28.2,25.9,1050,233,40,17.35,2.98,5011,5462,3346,61.26,518,33
"25017316500",5882,1928,5119,2050,34.85,3715,3162,201,792,6.36,25.05,1008,31.88,886,23.85,16,21,65,55,22,39,67,63,48,46,53,72,131,415,321,222,290,.82,1.08,3.35,2.83,1.13,2.01,3.44,3.24,2.47,2.36,2.72,3.7,6.74,21.34,16.5,11.41,14.91,92027,115,2.02,31,1.59,1990,1928,1372,556,71.16,28.84,62,3.12,290528,538,26,35,34,57,385,4.68,6.29,6.12,10.25,69.24,1237,153,27.52,23.299999,933,203,39,17.23,3.31,5690,5442,3611,66.35,758,39.32
"25017317100",14420,5033,13000,5130,35.58,9551,8178,333,1986,4.07,24.28,3249,39.73,3444,36.06,56,58,71,73,73,58,62,117,135,186,162,151,430,802,783,616,1211,1.11,1.15,1.4,1.44,1.44,1.15,1.23,2.32,2.68,3.69,3.21,2.99,8.53,15.9,15.53,12.21,24.01,101896,414,2.89,183,3.63,5233,5033,4092,941,81.3,18.7,200,3.82,326532,902,32,51,59,99,660,3.42,5.45,6.31,10.59,70.59,1264,324,34.66,24.5,2910,627,61,17.69,1.72,14319,13446,9088,67.59,1870,37.16
"25017317200",10920,3740,9978,3830,35.07,7343,6229,405,1579,6.5,25.35,2835,45.51,2962,40.34,35,38,59,59,58,52,61,62,80,78,58,77,212,624,592,480,1124,.93,1.01,1.57,1.57,1.55,1.38,1.62,1.65,2.14,2.08,1.55,2.05,5.66,16.65,15.8,12.81,29.99,112915,249,2.31,139,3.71,3792,3740,3315,425,88.64,11.36,52,1.37,331523,419,49,46,18,31,275,11.69,10.98,4.3,7.4,65.63,1239,125,29.83,23.6,2294,422,48,14.4,1.64,10762,10325,7174,69.48,1228,32.84
"25017317300",7045,2681,6148,2232,31.73,4738,3987,232,1000,5.82,25.08,1527,38.3,1744,36.81,7,12,49,42,30,72,76,30,72,66,48,86,362,629,390,245,447,.26,.45,1.84,1.58,1.13,2.71,2.85,1.13,2.71,2.48,1.8,3.23,13.6,23.63,14.65,9.2,16.79,87684,156,2.23,89,3.34,2787,2677,2006,671,74.93,25.07,110,3.95,265218,642,17,32,42,71,480,2.56,4.81,6.32,10.68,72.18,1248,204,30.67,22.6,1158,271,62,16.88,3.86,7009,6458,3592,55.62,1451,54.2
"25017318100",4972,1611,4703,1871,37.63,3169,2888,158,668,5.47,23.13,1124,38.92,959,30.27,3,5,19,24,41,36,24,25,17,29,22,62,156,352,273,199,325,.19,.31,1.18,1.49,2.54,2.23,1.49,1.55,1.05,1.8,1.36,3.84,9.67,21.82,16.92,12.34,20.15,98969,60,1.21,60,3.72,1705,1611,1483,128,92.05,7.95,94,5.51,305500,113,0,2,5,8,98,0,1.56,3.91,6.25,76.56,1271,43,33.6,25.799999,1131,208,47,15.09,3.41,4950,4591,3387,73.77,412,25.57
"25017318200",3215,1123,2895,1136,35.28,2098,1770,73,393,4.12,22.2,606,34.24,589,28.07,7,9,23,26,32,28,34,49,36,24,36,55,88,186,125,124,264,.61,.79,2.01,2.27,2.79,2.44,2.97,4.27,3.15,2.09,3.14,4.8,7.68,16.23,10.91,10.82,23.04,90474,76,2.38,17,1.48,1173,1128,855,273,75.8,24.2,45,3.84,325462,256,19,23,18,30,167,6.96,8.42,6.59,10.99,61.17,1153,73,26.74,22.9,532,133,29,19.08,4.16,3196,2951,1775,60.15,530,46.98
"25017318300",5481,1733,5185,2082,37.92,3485,2988,120,860,4.02,28.78,1586,53.08,1692,48.55,0,1,6,11,26,14,9,21,20,21,38,32,100,213,209,240,781,0,.06,.34,.63,1.49,.8,.52,1.2,1.14,1.2,2.18,1.83,5.73,12.21,11.98,13.76,44.78,138914,14,.26,47,2.69,1799,1737,1584,153,91.19,8.81,62,3.45,434544,134,0,3,7,12,111,0,2.03,4.73,8.11,75,1784,39,26.35,22.4,1228,288,16,20.43,1.13,5413,5091,3317,65.15,705,40.59
"25017318400",2732,852,2536,1056,38.65,1675,1334,115,288,8.62,21.59,694,52.02,849,50.68,0,2,20,20,19,13,9,23,19,6,18,7,16,105,136,103,316,0,.24,2.4,2.4,2.28,1.56,1.08,2.76,2.28,.72,2.16,.84,1.92,12.57,16.29,12.34,37.84,123618,33,1.21,16,1.92,865,852,752,100,88.26,11.74,13,1.5,434544,95,31,26,3,6,29,31,26,3,6,29,426,0,0,18.299999,586,149,0,22.24,0,2722,2443,1499,61.36,371,43.54
"25017320100",9191,3159,8256,3240,35.25,5969,4950,321,1160,6.48,23.43,2118,42.79,2585,43.31,10,15,57,58,57,48,63,55,16,68,65,106,329,580,389,351,898,.32,.47,1.8,1.84,1.8,1.52,1.99,1.74,.51,2.14,2.05,3.35,10.39,18.33,12.29,11.09,28.37,102118,285,3.1,66,2.09,3305,3159,2691,468,85.19,14.81,146,4.42,373052,441,63,63,30,51,234,13.73,13.73,6.54,11.11,50.98,1068,101,22,23.200001,2051,678,34,28.46,1.43,9183,8381,4777,57,1607,50.87
"25017321100",4561,1788,3628,1280,28.06,3193,2671,120,521,4.49,19.51,1114,41.71,1148,35.95,36,35,23,20,24,80,83,63,74,61,58,75,179,224,212,196,368,1.99,1.94,1.27,1.1,1.33,4.42,4.59,3.48,4.09,3.37,3.21,4.15,9.9,12.39,11.73,10.84,20.35,85429,313,6.9,56,3.1,1917,1788,1145,643,64.04,35.96,129,6.73,401570,636,54,54,27,46,455,8.49,8.49,4.25,7.23,71.54,1249,213,33.49,26.5,579,128,0,19.78,0,4533,4201,1938,46.13,1064,59.51
"25017321200",5772,2343,4708,1743,30.2,3737,3264,134,670,4.11,20.53,1245,38.14,1123,30.05,31,34,57,60,69,57,69,106,106,108,88,124,260,411,240,169,324,1.34,1.47,2.46,2.59,2.98,2.47,2.98,4.58,4.58,4.67,3.8,5.36,11.24,17.77,10.38,7.31,14.01,74150,295,5.16,82,3.55,2447,2343,1417,926,60.48,39.52,104,4.25,287141,904,7,25,45,76,751,.76,2.7,4.86,8.21,81.1,1241,321,34.67,26.799999,659,146,40,15.45,4.23,5722,5316,2913,54.8,1163,49.64
"25017321300",6386,2645,4623,1611,25.23,4444,3669,208,583,5.67,15.89,1034,28.18,790,17.78,58,68,147,135,85,102,131,97,112,127,121,130,316,410,145,124,345,2.19,2.57,5.55,5.09,3.21,3.85,4.94,3.66,4.22,4.79,4.56,4.9,11.92,15.47,5.47,4.68,13.01,60529,501,7.98,200,7.54,2836,2645,1093,1552,41.32,58.68,191,6.73,267535,1526,132,168,150,252,823,8.51,10.82,9.66,16.24,53.03,1062,585,37.69,25.799999,532,164,36,21.41,4.7,6276,5894,2947,50,1490,56.33
"25017321400",2657,794,2364,885,33.27,1780,1401,61,289,4.35,20.63,518,36.97,528,29.67,19,19,14,13,7,3,15,16,12,11,22,13,66,98,107,101,255,2.41,2.41,1.78,1.65,.88,.38,1.9,2.03,1.52,1.4,2.79,1.65,8.37,12.42,13.56,12.8,32.32,114867,96,3.9,32,4.06,850,789,700,89,88.72,11.28,61,7.18,307282,69,0,1,2,3,63,0,1.12,2.25,3.37,70.79,1602,34,38.2,29.799999,547,129,7,20.22,1.1,2462,2485,1700,68.41,221,28.01
"25017321500",5711,2083,4634,1713,30.01,3870,2987,116,522,3.88,17.48,797,26.68,719,18.58,0,5,47,54,68,62,78,89,111,128,125,92,234,410,228,156,193,0,.24,2.26,2.59,3.27,2.98,3.76,4.28,5.34,6.16,6.01,4.43,11.26,19.72,10.97,7.5,9.28,71610,243,4.43,135,6.49,2229,2088,1209,879,57.9,42.1,141,6.33,271991,858,13,52,96,161,536,1.48,5.92,10.92,18.32,60.98,1146,308,35.04,26.4,585,261,8,30.38,.93,5489,5229,2894,55.35,1017,48.71
"25017321600",6729,2503,5752,2142,32.1,4408,4040,237,835,5.87,20.67,1533,37.95,1391,31.55,32,32,34,38,51,57,78,74,59,87,65,59,204,451,365,281,528,1.28,1.28,1.36,1.52,2.04,2.28,3.12,2.96,2.36,3.48,2.6,2.36,8.17,18.06,14.62,11.25,21.15,96360,315,4.73,81,3.24,2732,2483,1495,988,60.21,39.79,249,9.11,303539,988,30,33,21,35,869,3.04,3.34,2.13,3.54,87.96,1492,374,37.86,24.5,1226,256,24,18.34,1.72,6664,6196,3589,57.92,1246,50.18
"25017322100",4238,1427,3902,1485,34.24,2817,2524,127,562,5.03,22.27,1125,44.57,953,33.83,3,4,8,9,9,5,15,30,33,35,33,33,104,276,238,200,401,.21,.28,.56,.63,.63,.35,1.04,2.08,2.29,2.43,2.3,2.3,7.24,19.21,16.56,13.92,27.91,111365,78,1.8,32,2.23,1508,1444,1277,167,88.43,11.57,64,4.24,310312,167,0,2,4,7,154,0,1.2,2.4,4.19,92.22,1626,58,34.73,24.6,1016,251,8,22.15,.71,4330,3958,2405,60.76,582,40.31
"25017322200",2932,1175,2352,775,26.8,2001,1669,109,303,6.53,18.15,627,37.57,563,28.14,34,41,98,87,38,16,12,7,21,25,28,37,97,214,113,107,224,2.83,3.42,8.17,7.25,3.17,1.34,1,.58,1.75,2.08,2.33,3.08,8.08,17.83,9.42,8.92,18.67,85683,181,6.26,100,8.33,1233,1178,728,450,61.8,38.2,55,4.46,290706,441,76,67,17,28,253,16.89,14.89,3.78,6.22,56.22,1125,152,33.78,25.700001,456,162,35,28.27,6.11,2892,2709,1515,55.92,674,57.22
"25017322300",5456,2198,4540,1656,30.35,3856,3050,140,525,4.59,17.21,921,30.2,613,15.9,40,48,112,101,62,59,85,106,74,58,88,101,254,298,252,182,294,1.81,2.17,5.07,4.57,2.8,2.67,3.84,4.79,3.35,2.63,3.98,4.57,11.48,13.47,11.39,8.23,13.29,70158,201,3.72,70,3.16,2295,2198,1341,857,61.01,38.99,97,4.23,283042,834,88,101,73,123,448,10.27,11.79,8.52,14.35,52.28,1066,277,32.32,26.299999,611,183,40,21.89,4.78,5396,5123,3195,62.37,877,39.9
"25017322400",4604,1558,4134,1627,35.35,2963,2516,115,429,4.57,17.05,696,27.66,575,19.41,22,23,34,42,59,32,25,48,54,47,54,62,188,298,179,161,225,1.42,1.48,2.18,2.7,3.8,2.06,1.61,3.09,3.47,3.03,3.47,3.99,12.1,19.18,11.52,10.36,14.48,81492,159,3.46,73,4.7,1665,1558,1040,518,66.75,33.25,107,6.43,291241,518,27,44,53,90,303,5.21,8.49,10.23,17.37,58.49,1112,238,45.95,29,683,186,22,20.76,2.46,4602,4268,2988,70.01,595,38.19
"25017323100",5328,1793,4873,1942,36.45,3485,3021,185,727,6.12,24.06,1520,50.31,1736,49.82,8,10,23,21,15,27,35,37,50,45,41,46,86,201,232,226,682,.45,.56,1.29,1.17,.84,1.52,1.96,2.07,2.8,2.52,2.3,2.58,4.82,11.26,13,12.66,38.21,124542,86,1.62,40,2.24,1853,1793,1564,229,87.23,12.77,60,3.24,416899,215,13,15,11,19,157,5.68,6.55,4.8,8.3,68.56,1301,90,39.3,28.4,1105,227,34,16.77,2.51,5303,4909,3472,70.73,553,30.84
"25017324100",7043,2559,6148,2358,33.24,4791,3826,196,899,5.12,23.5,1581,41.32,1644,34.31,34,39,74,64,38,50,29,52,67,65,70,110,201,418,420,260,516,1.36,1.56,2.96,2.56,1.52,2,1.16,2.08,2.68,2.6,2.79,4.39,8.02,16.67,16.75,10.37,20.58,96756,263,3.79,82,3.27,2719,2587,2107,480,81.45,18.55,132,4.85,316729,456,51,53,29,49,274,10.74,11.16,6.11,10.32,57.68,1294,152,32,22.799999,1428,358,49,20.29,2.78,6941,6599,4384,66.43,1010,39.04
"25017325100",6871,2681,5633,2022,29.57,4310,3334,142,652,4.26,19.56,767,23.01,635,14.73,40,47,96,96,112,139,131,185,179,186,174,159,313,403,213,167,135,1.44,1.69,3.46,3.46,4.04,5.01,4.72,6.67,6.45,6.71,6.27,5.73,11.28,14.53,7.68,6.02,4.87,55094,596,8.88,129,4.65,2873,2667,1176,1491,44.09,55.91,206,7.17,242760,1316,68,127,172,289,660,4.58,8.55,11.58,19.46,44.44,1023,558,37.57,27.9,599,181,27,20.13,3,6711,6206,2906,46.83,1492,55.94
"25017326100",7511,2577,6654,2610,34.75,4787,4030,166,1176,4.12,29.18,1816,45.06,1986,41.49,17,18,28,36,48,34,71,54,36,65,67,69,193,480,358,277,714,.66,.7,1.1,1.41,1.87,1.32,2.77,2.11,1.41,2.53,2.61,2.69,7.52,18.71,13.95,10.8,27.83,103645,286,3.85,28,1.09,2774,2577,2045,532,79.36,20.64,197,7.1,361110,409,0,13,31,51,314,0,2.52,6.01,9.88,60.85,1274,142,27.52,24.700001,1332,429,55,25.4,3.26,7438,6893,4166,60.44,1053,40.86
"25017327100",10098,3385,9233,3636,36.01,6202,5191,174,1023,3.35,19.71,1898,36.56,1898,30.61,33,36,61,64,71,96,143,122,86,93,99,160,336,724,471,365,489,.96,1.04,1.77,1.86,2.06,2.79,4.14,3.53,2.5,2.69,2.87,4.64,9.74,20.99,13.65,10.58,14.17,83586,399,3.98,138,4,3505,3385,2528,857,74.68,25.32,120,3.42,296944,836,58,75,67,113,523,6.77,8.75,7.82,13.19,61.03,1183,339,39.55,25.4,1694,537,26,26.89,1.3,10026,9132,5077,55.6,1613,47.66
"25017328100",2236,692,2103,855,38.24,1386,1212,46,282,3.8,23.27,477,39.36,477,34.41,6,6,4,4,5,10,10,14,12,9,7,26,53,108,95,95,226,.87,.87,.58,.58,.72,1.44,1.45,2.03,1.74,1.3,1.01,3.76,7.66,15.61,13.73,13.73,32.66,117446,34,1.53,12,1.73,737,692,638,54,92.2,7.8,45,6.11,393549,34,1,2,2,4,25,2.63,5.26,5.26,10.53,65.79,1203,13,34.21,26,425,98,10,19.1,1.95,2226,2054,1377,67.04,246,35.55
"25017330100",6617,2174,6269,2361,35.68,4344,3686,272,885,7.38,24.01,1443,39.15,1376,31.67,8,12,43,41,44,67,39,12,20,25,44,45,187,305,396,331,549,.37,.55,1.99,1.9,2.03,3.09,1.8,.55,.92,1.15,2.03,2.08,8.63,14.07,18.27,15.27,25.33,111611,76,1.15,38,1.75,2212,2174,2015,159,92.69,7.31,38,1.72,362536,148,23,20,4,7,94,14.47,12.58,2.52,4.4,59.12,1251,36,22.65,24,1448,357,63,19.4,3.42,6617,6132,4363,71.15,699,32.16
"25017330200",5385,1891,4575,1709,31.74,3656,2933,218,636,7.43,21.68,1008,34.37,835,22.84,27,27,23,25,28,33,46,52,49,55,64,80,210,445,253,218,268,1.42,1.42,1.21,1.31,1.47,1.73,2.42,2.73,2.57,2.89,3.36,4.2,11.02,23.36,13.28,11.44,14.07,86991,170,3.3,72,3.78,1964,1891,1576,315,83.34,16.66,73,3.72,304787,315,7,15,24,40,229,2.22,4.76,7.62,12.7,72.7,1274,94,29.84,24.5,944,321,12,26.75,1,5148,4952,3104,62.68,863,45.64
"25017331101",2179,678,2168,837,37.96,1484,1340,77,387,5.75,28.88,454,33.88,399,26.89,0,0,2,5,12,14,19,10,8,15,11,14,10,137,132,140,162,0,0,.28,.72,1.73,2.03,2.74,1.45,1.16,2.17,1.59,2.02,1.45,19.8,19.08,20.23,23.41,116862,0,0,40,5.78,698,688,680,8,98.84,1.16,10,1.43,320115,8,0,0,0,0,8,0,0,0,0,100,1784,8,100,35.099998,427,104,23,16.3,3.61,2200,2101,1580,75.2,152,22.1
"25017331102",5951,1928,5540,2252,37.99,3894,3113,285,693,9.16,22.26,953,30.61,755,19.39,13,16,41,40,42,50,33,44,36,61,79,71,135,397,310,234,333,.67,.83,2.11,2.06,2.17,2.58,1.71,2.28,1.85,3.15,4.08,3.67,6.97,20.51,16.01,12.09,17.2,94103,154,2.6,65,3.36,1968,1919,1756,163,91.51,8.49,49,2.49,313342,140,4,6,7,12,110,2.67,4,4.67,8,73.33,1271,45,30,26.299999,1092,232,52,14.29,3.2,5928,5527,4405,79.7,417,21.73
"25017331200",4788,1484,4430,1867,38.99,2934,2579,200,425,7.75,16.48,536,20.78,456,15.54,21,23,37,40,36,11,20,30,37,60,44,58,138,302,284,175,197,1.39,1.52,2.44,2.64,2.38,.72,1.32,1.98,2.44,3.96,2.91,3.83,9.11,19.95,18.76,11.56,13.01,92001,173,3.63,50,3.3,1511,1484,1368,116,92.18,7.82,27,1.79,292488,105,8,11,11,19,55,6.9,9.48,9.48,16.38,47.41,1059,54,46.55,30.700001,1046,316,49,24.31,3.77,4764,4379,2896,66.13,562,37.87
"25017331300",4733,1461,4472,1814,38.33,2966,2601,105,634,4.04,24.38,730,28.07,717,24.17,17,19,27,29,35,30,31,33,18,25,35,49,136,227,290,193,285,1.15,1.29,1.83,1.97,2.37,2.03,2.1,2.23,1.22,1.7,2.37,3.32,9.21,15.37,19.63,13.07,19.3,102281,98,2.07,54,3.66,1490,1461,1342,119,91.85,8.15,29,1.95,325997,110,32,26,2,4,46,26.89,21.85,1.68,3.36,38.66,517,28,23.53,23.700001,952,231,36,18.32,2.85,4733,4313,3162,73.31,434,29.7
"25017332100",6281,1880,6061,2540,40.44,4043,3620,286,955,7.9,26.38,1247,34.45,1231,30.45,9,10,15,17,15,10,24,44,46,25,40,45,145,337,333,285,503,.47,.53,.79,.89,.79,.53,1.26,2.32,2.42,1.31,2.1,2.37,7.62,17.72,17.51,14.98,26.45,113210,73,1.16,64,3.36,1900,1880,1778,102,94.57,5.43,20,1.05,352555,94,0,2,4,8,80,0,1.96,3.92,7.84,78.43,1784,43,42.16,29.6,1416,353,23,20.36,1.33,6270,5875,4599,78.28,487,25.9
"25017332200",7369,2697,6323,2456,33.33,4851,4472,234,1277,5.23,28.56,1797,40.18,1944,40.07,51,58,114,96,33,42,44,43,38,82,90,71,201,380,412,287,645,1.9,2.16,4.24,3.57,1.23,1.56,1.64,1.6,1.41,3.05,3.35,2.64,7.48,14.14,15.33,10.68,24,99713,349,4.74,106,3.94,2791,2697,1797,900,66.63,33.37,94,3.37,345960,870,85,69,6,10,700,9.56,7.76,.67,1.12,78.74,1574,265,29.81,24.700001,1203,274,47,18.13,3.11,7369,6901,4294,62.22,1306,48.43
"25017332300",6882,2409,6126,2275,33.06,4618,4112,314,1021,7.64,24.83,1562,37.99,1453,31.46,29,28,18,16,14,40,62,68,65,48,66,78,241,368,416,311,531,1.21,1.17,.76,.67,.59,1.67,2.59,2.84,2.71,2,2.75,3.25,10.05,15.35,17.35,12.97,22.14,103144,178,2.59,117,4.88,2464,2409,1859,550,77.17,22.83,55,2.23,328493,546,2,4,4,8,528,.36,.73,.73,1.45,96,1492,214,38.91,26.799999,1163,250,33,14.63,1.93,6882,6455,4435,68.71,924,38.36
"25017332400",2552,816,2379,901,35.71,1728,1451,97,461,6.69,31.77,463,31.91,487,28.19,11,10,8,10,18,16,5,7,15,11,16,17,70,128,121,110,225,1.38,1.26,1,1.25,2.26,2.01,.63,.88,1.89,1.38,2.01,2.14,8.79,16.08,15.2,13.82,28.27,111874,126,4.99,19,2.39,824,816,733,83,89.83,10.17,8,.97,330453,78,0,1,3,5,69,0,1.2,3.61,6.02,83.13,1702,9,10.84,20.700001,489,113,20,16.12,2.85,2523,2371,1718,72.46,214,26.22
"25017333100",7032,2678,6033,2308,32.68,5104,4377,355,1223,8.11,27.94,1554,35.5,1591,31.17,26,26,24,25,34,54,56,49,58,94,92,66,308,550,397,294,521,.97,.97,.9,.94,1.27,2.01,2.09,1.83,2.17,3.52,3.44,2.47,11.51,20.55,14.84,10.99,19.47,95458,166,2.37,47,1.76,2802,2684,1840,844,68.55,31.45,118,4.21,336691,834,0,6,13,22,794,0,.72,1.56,2.64,95.2,1435,309,37.05,22.200001,1051,245,17,14.94,1.04,6998,6737,4629,68.71,1059,39.46
"25017333200",4959,1879,4154,1692,34.12,3416,2748,255,729,9.28,26.53,827,30.09,716,20.96,43,43,47,54,59,49,63,43,54,29,81,95,177,288,233,170,312,2.34,2.34,2.55,2.93,3.21,2.66,3.42,2.33,2.93,1.58,4.4,5.16,9.62,15.65,12.66,9.24,16.96,83414,193,3.9,73,3.97,1955,1879,1196,683,63.65,36.35,76,3.89,304787,670,26,39,44,74,487,3.81,5.71,6.44,10.83,71.3,1230,223,32.65,23.1,593,178,75,17.52,7.38,4948,4664,3320,71.18,654,34.8
"25017333300",4023,1607,3267,1239,30.8,2705,2288,132,525,5.77,22.95,646,28.23,551,20.37,14,20,69,73,77,56,59,66,89,88,66,74,207,287,129,82,157,.87,1.24,4.28,4.52,4.77,3.47,3.65,4.09,5.51,5.45,4.09,4.58,12.83,17.78,7.99,5.08,9.73,64465,243,6.06,88,5.45,1715,1607,782,825,48.66,51.34,108,6.3,286785,808,35,52,59,98,564,4.24,6.3,7.15,11.88,68.36,1191,322,39.03,24.9,277,108,51,21.95,10.37,4009,3722,2266,60.88,711,44.24
