tractid10,totalpop,households,pcthhchild,pctind_info,pctind_finance,pctind_professional,pctocc_profmanage,pctcollege,pctinc_0_10K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,pctinc_50K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_200K,pctinc_200K_more,pctpoverty,pctpublicassist,units,pctown,pctrent,pctvacant,pctrent_0_300,pctrent_300_600,pctrent_600_800,pctrent_800_1000,pctrent_1000_1250,pctrent_1250_1500,pctrent_1500_2000,pctrent_2000_more,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,pctsameres,pctunits_newres_2010,pctincomerent_30_more,medhhincome,medianvalue,medianrent,medianpctincomerent
"25025000201",3140,1358,13.57,1.41,5.63,16.09,45.75,53.32,6.63,2.87,1.62,3.9,5.15,1.33,5.15,3.68,7.58,5.82,13.7,12.74,8.1,4.57,14.36,2.8,10.12739,3.09,1567,29.38,70.62,13.34,4.43,0,1.66,.89,16.41,18.07,50.11,8.43,30.58,4.76,72,23.58491,38.9,65506,532000,1585,27.700001
"25025000202",3664,1355,25.25,1.67,8.36,12.19,45.95,43.12,8.93,8.19,2.29,5.31,4.65,6.72,2.07,2.58,4.65,10.11,7.97,10.04,7.82,9.59,4.58,4.5,18.20415,5.46,1498,32.92,67.08,9.55,15.7,5.46,4.21,.57,10.69,19.68,30.15,13.54,17.71,13.9,81.83,15.03573,41.47,54607,432800,1420,27.6
"25025000301",2671,1073,15.61,7.42,7.84,13.71,63.82,61.38,2.42,2.14,9.04,2.8,2.8,0,2.8,3.08,1.4,1.03,6.99,25.26,17.05,7.83,8.57,6.8,8.988327,2.05,1243,43.71,56.29,13.68,0,0,0,5.74,9.74,16.87,45.91,21.74,19.19,18.34,75.13,12.35867,21.36,89688,409700,1692,21.9
"25025000302",2989,1232,12.78,1.79,9.09,19.13,56.02,56.76,11.44,1.7,3.08,8.52,1.38,4.46,2.52,5.84,1.62,.57,15.1,8.77,16.31,6.57,7.63,4.46,16.73525,2.27,1313,53.57,46.43,6.17,0,1.94,2.33,0,3.88,39.92,21.12,30.81,35,14.09,65.62,14.44749,38.81,69438,322200,1546,27.9
"25025000401",5151,2691,14.15,5.23,5.8,18.88,63.01,59.5,18.69,14.12,6.69,4.09,3.46,2.9,4.61,2.79,2.53,7.84,9.7,10.29,2.9,5.24,3.2,.97,22.83052,6.91,2892,12.82,87.18,6.95,15.79,11.66,7.49,2.07,12.78,17.86,27.11,5.25,28.12,8.12,66.17,20.52029,44.84,35050,404500,1253,29.5
"25025000402",3792,1413,15.72,1.73,8.51,16.83,66.74,60.33,11.04,3.54,1.7,4.1,6.23,2.19,10.05,3.47,2.62,7.93,10.47,8.78,6.72,9.7,8.56,2.9,20.98525,.5,1490,33.26,66.74,5.17,0,0,.87,1.09,15.34,25.14,32.64,24.92,25.74,8.51,67.29,15.84408,64.15,57064,442800,1616,46
"25025000502",5093,1711,3.42,.94,7.41,13.01,58.72,71.89,22.68,6.78,8.24,4.27,2.22,3.74,0,4.38,4.73,5.79,7.25,12.45,8.71,2.98,2.63,3.16,33.24568,2.45,1973,17.18,82.82,13.28,5.93,2.89,4.8,2.68,15.03,21.59,31.62,15.46,31.63,8.16,57.81,25.64972,56.46,43064,322800,1466,37.900002
"25025000503",1859,1183,.81,7.6,11.74,21.75,66.92,86.15,15.81,2.7,1.1,3.63,2.28,7.02,.93,2.7,11.41,4.65,14.45,19.1,8.03,3.89,2.28,0,21.78591,3.72,1322,25.61,74.39,10.51,0,1.4,0,5.21,6.86,32.27,37.48,16.77,41.25,0,67.14,25.12103,50.23,56349,241700,1557,35.200001
"25025000504",4635,2712,2.33,2.64,5.89,27.19,62.87,68,13.83,11.62,10.14,5.05,4.17,4.09,3.69,1.81,4.24,9.07,9.99,11.91,4.13,2.73,1,2.54,27.91757,1.4,3000,14.9,85.1,9.6,11.82,6.37,1.19,1.01,12.3,26.63,30.89,9.8,22.77,18.81,64.11,23.32102,54.29,36339,316400,1413,35
"25025000601",3125,1275,11.36,2.62,5.97,22.5,58.3,58.02,12.94,.63,3.37,10.98,2.51,4.86,2.27,2.67,3.84,7.06,13.02,10.67,8.47,.55,13.65,2.51,21.55887,2.04,1508,30.82,69.18,15.45,0,3.6,3.13,8.47,10.79,16.59,33.64,23.78,36.13,10.94,68.72,23.25269,48.41,56477,366100,1610,31.299999
"25025000602",3859,1962,17.18,4.7,6.29,11.62,40.89,43.1,19.62,19.16,6.78,3.57,5.81,2.5,6.57,3.01,3.41,4.28,8.15,11.01,3.62,.31,.92,1.27,31.43377,6.01,2071,11.06,88.94,5.26,26.12,7.83,2.7,4.78,20.71,19.97,9.55,8.34,44.24,0,74.99,19.91081,47.62,25574,235000,1103,30.700001
"25025000701",3917,1994,4.01,5.52,14.06,16.26,59.54,73.01,13.24,4.86,1.2,7.12,2.41,7.87,7.67,3.06,4.51,10.18,9.93,7.37,10.68,2.41,5.67,1.81,21.70662,2.56,2244,13.24,86.76,11.14,2.66,3.64,5.2,11.27,13.87,24.34,35.2,3.82,42.8,3.79,67.56,17.37222,55.32,46796,296500,1387,34.299999
"25025000703",2892,1239,2.77,2.19,6.32,14.52,40.04,78.94,28.57,13.32,4.76,13.64,4.04,3.63,2.91,2.58,1.05,5.08,6.62,5,4.68,.73,.65,2.74,54.69965,1.78,1377,2.1,97.9,10.02,2.5,4.34,.67,6.09,28.77,23.27,21.18,13.18,0,0,48.48,29.11213,71.56,20811,270500,1332,50
"25025000704",4301,2228,7.81,3.02,10.22,13.69,60.6,68.98,13.02,6.51,5.3,4.22,2.2,3.9,5.34,6.73,7.63,8.8,15.26,8.3,3.37,2.47,3.05,3.9,29.13276,1.97,2394,12.25,87.75,6.93,1.48,4.5,5.88,12.17,23.17,17.95,26.55,8.29,13.55,5.86,62.97,19.01883,53.75,46782,320400,1289,32.599998
"25025000802",8050,2685,7.86,4.1,5.52,16.44,38.27,46.01,19.63,6.37,6.48,4.43,6.37,2.01,8.01,.56,5.44,6.67,6.93,7.45,6.7,4.51,3.95,4.51,35.1594,4.51,3022,15.9,84.1,11.15,1.39,3.05,4.93,2.2,11.47,16.32,23.53,37.11,25.76,9.13,65.5,20.95848,65.19,37951,435200,1726,48.200001
"25025000803",5134,775,4.23,5.73,1.11,4.93,29.63,74.35,21.03,7.74,3.23,11.35,3.87,7.61,0,6.71,2.58,1.94,12.9,8.65,3.87,2.97,.77,4.77,35.56485,.52,848,1.29,98.71,8.61,8.63,3.92,2.75,1.83,2.88,10.2,43.14,26.67,0,0,43.83,40.63604,72.15,31414,,1730,50
"25025010103",4169,464,.19,10.02,1.22,8.43,43.74,84.32,35.56,12.72,3.23,5.82,2.59,16.59,0,3.23,0,0,1.94,1.51,.86,0,14.22,1.72,47.57709,1.08,468,7.54,92.46,.85,0,2.87,1.67,0,0,63.16,5.98,26.32,11.43,11.43,31.78,22.66667,60.14,18542,312500,1430,50
"25025010104",4617,1771,1.84,0,13.88,15.85,55.1,69.68,21.74,14.51,5.93,4.8,4.01,1.64,2.82,1.07,3.95,3.95,4.63,11.07,2.03,2.26,5.76,9.82,30.40593,1.41,2112,24.11,75.89,16.15,7.04,13.63,0,2.25,10.34,22.7,30.79,13.26,32.79,7.73,56.77,22.7758,57.74,28098,517900,1434,38.099998
"25025010203",4723,3153,2.69,3.26,6.49,14.02,68.18,78.61,25.18,9.9,3.9,3.71,4.6,4.35,4.57,.7,3.58,11.2,14.81,5.52,2.25,3.36,1.11,1.27,37.67706,1.36,3500,6.85,93.15,9.91,8.87,2.54,0,2.23,4.83,23.02,34.87,23.64,48.15,4.63,61.57,31.38542,65.2,32485,265000,1622,46.599998
"25025010204",3245,1023,.49,.72,5.47,9.86,45.31,79.08,25.22,6.74,9.48,1.86,4.11,8.99,5.67,2.05,0,8.31,4.01,8.9,4.11,4.5,1.86,4.2,41.53522,0,1250,14.47,85.53,18.16,4.69,0,2.29,19.2,5.03,18.51,20.34,29.94,35.81,22.3,35.41,40.99313,71.31,31183,587300,1507,50
"25025010300",4967,284,1.21,1.64,4.98,5.92,31.29,75.57,30.99,8.45,.7,0,18.66,0,3.52,2.46,2.82,9.86,7.39,6.69,4.23,0,4.23,0,35.51198,7.75,297,16.9,83.1,4.38,19.31,6.01,0,.86,16.31,22.32,32.19,3,45.83,0,52.69,18.51852,64.83,26842,325000,1334,50
"25025010403",2933,1908,3.41,3.55,8.41,12.21,78.82,58.49,32.86,15.99,5.08,5.71,1.21,2.36,5.5,1.57,.73,2.78,4.19,3.67,4.98,1.99,5.61,5.77,45.29332,2.73,2024,3.83,96.17,5.73,15.13,7.98,.66,4.95,15.63,13.15,19.65,22.84,49.32,0,58.47,26.34812,45.29,15647,272100,1357,31.799999
"25025010404",6186,1622,.55,4.59,6.73,15.08,36.89,69.44,38.35,11.1,7.4,.37,9.19,2.28,4.62,7.4,2.16,5.55,3.82,0,3.45,.86,2.65,.8,63.98266,.62,1794,6.04,93.96,9.59,1.25,3.94,0,5.38,10.04,24.54,24.8,30.05,39.8,0,32.96,39.57882,70.93,15274,427800,1598,50
"25025010405",5685,1015,2.52,1.3,8.76,10.62,42.68,34.11,24.24,33.3,7.29,3.94,4.73,6.7,1.87,1.48,1.28,4.53,5.71,2.56,1.87,0,0,.49,48.32254,2.07,1037,5.12,94.88,2.12,34.07,14.05,0,5.35,12.47,12.16,13.42,8.49,9.62,15.38,41.2,23.63869,58.15,12921,120000,886,32.700001
"25025010408",1365,940,1.98,13.65,10.81,18.67,80.38,81.72,25.11,3.3,4.57,4.36,0,.53,2.66,2.02,5.74,11.91,9.47,12.55,3.4,4.36,7.34,2.66,32.16117,.53,940,9.26,90.74,0,2.13,1.77,0,1.18,9.09,34.47,30.58,20.78,0,0,53.21,33.47985,58.74,51053,403300,1522,40.299999
"25025010500",3309,1692,.82,4.42,18.94,15.77,62.25,73.37,15.31,13,6.5,3.96,6.97,1.65,3.01,6.5,2.66,3.31,4.61,9.22,4.96,2.9,6.8,8.63,28.8,0,1784,10.28,89.72,5.16,11.07,9.75,1.52,3.16,14.62,2.57,11.53,45.78,48.28,0,52.9,30.87786,53.29,39628,722200,1817,33
"25025010600",2847,1797,6.64,5.33,25.98,23.74,81.89,79.46,9.91,2.78,3.56,1.11,2.45,2.45,4.01,1.84,1.22,7.23,11.69,5.9,7.46,3.78,6.12,28.49,10.50228,.78,2093,16.08,83.92,14.14,8.12,1.88,0,.94,3.69,3.42,17.1,64.86,24.22,6.92,78.98,22.16368,46.55,84097,742300,2001,29.4
"25025010701",2593,1520,6.67,4.31,19.41,20.43,67.01,92.08,6.05,9.01,3.88,6.64,.66,.92,1.12,2.37,.99,1.78,9.8,11.71,12.57,6.12,4.93,21.45,11.04007,3.16,1672,23.88,76.12,9.09,0,1.61,0,3.4,9.83,8.76,39.5,36.91,10.19,6.89,64.76,19.61207,40.27,95333,849600,1834,27.700001
"25025010702",2175,1285,5.93,2.53,23.4,30.61,76.09,88.39,5.06,0,3.5,.7,4.98,2.1,0,2.88,1.09,1.87,8.4,21.87,13,3.58,9.73,21.25,7.413011,0,1544,51.21,48.79,16.77,0,0,2.45,2.45,8.51,30.11,14.57,41.9,21.58,27.05,74.11,11.21827,36.04,93828,757700,1722,25.4
"25025010801",3093,1609,9.8,.73,22.86,27.55,76.11,89.42,3.6,0,0,0,0,2.61,1.43,.12,0,2.05,13.36,11.87,5.34,7.46,18.89,33.25,2.605505,.81,1831,63.46,36.54,12.12,0,0,2.39,4.04,9.74,19.3,35.11,29.41,20.57,7.64,80.24,10.85357,13.09,158125,977500,1707,20.1
"25025010802",2970,1810,7.81,1.42,23.11,29.55,79.47,92.82,12.71,2.1,.94,0,.94,1.66,3.81,3.26,1.38,7.4,8.67,12.98,5.91,10.77,12.49,14.97,10.19608,0,2038,38.56,61.44,11.19,.83,1.01,2.57,6.15,16.71,19.47,19.93,33.33,22.06,9.74,72.29,15.32977,29.22,91324,665200,1582,24.6
"25025020101",4199,2620,14.17,3.47,20.95,30.66,78.06,92.13,4.31,2.21,.57,2.37,5.61,1.95,3.78,1.87,2.25,4.85,6.34,17.48,12.82,6.22,8.7,18.66,3.548464,0,2903,40,60,9.75,0,2.75,0,4.26,7.21,21.3,40.96,23.53,41.03,4.1,75.18,19.35638,30.02,96847,864000,1677,24.6
"25025020200",4088,2230,7.22,3.68,21.44,24.66,65.22,86.06,9.55,2.87,3.68,4.66,1.61,2.2,6.28,4.89,2.29,5.07,9.06,19.06,6.86,3.41,4.26,14.26,15.92466,.76,2412,23.36,76.64,7.55,3.84,1,1.83,5.2,10.93,11.41,44.92,20.86,24.38,2.3,59.47,25.44031,52.43,71875,574800,1676,31.799999
"25025020301",2052,1259,4.73,10.76,16.25,12.64,80.8,82.37,4.61,5.24,8.66,.71,2.46,1.03,2.94,1.35,1.35,9.45,12.31,6.99,13.82,7.39,8.42,13.26,9.483191,0,1318,18.75,81.25,4.48,5.24,11.08,.89,0,0,1.68,32.64,48.47,7.63,26.27,68.41,25.85765,43.69,74779,353100,1977,28.700001
"25025020302",1203,659,12.72,1.97,11.93,46.79,87.29,86.79,3.64,0,5.77,2.43,0,.46,1.21,8.5,5.01,8.19,13.81,9.41,1.52,4.55,23.37,12.14,11.05569,.76,735,43.85,56.15,10.34,0,9.46,0,4.32,1.62,10.54,46.76,27.3,20.07,1.04,67.33,21.19026,48.11,88750,556500,1757,30.4
"25025020303",3140,1603,8.25,.52,22.24,24.19,76.92,69.18,10.29,4.93,2.99,0,3.74,2.12,3.62,7.74,0,3.93,6.61,9.79,11.17,2.5,8.61,21.96,15.10878,.87,1759,34.19,65.81,8.87,4.65,2.03,0,1.07,3.2,8.82,13.28,66.96,39.78,12.23,68.28,12.07392,42.27,83701,428400,2001,28.5
"25025030100",2062,1163,5.14,3.89,16.21,19.02,53.61,65.15,7.14,8.43,3.96,2.15,6.71,3.18,3.44,.77,8.34,7.91,9.89,17.28,9.46,2.92,4.04,4.39,22.74491,.77,1359,19.69,80.31,14.42,1.93,3.32,4.28,7.28,21.63,23.98,20.56,17.02,17.03,7.86,66.55,30.84384,47,57902,378700,1371,27.1
"25025030200",1717,1058,1.51,1.61,16.37,23.17,61.77,72.32,12,3.4,0,2.93,1.13,3.4,5.2,1.23,.76,14.65,17.39,15.5,8.13,0,3.12,11.15,20.44263,2.46,1090,10.87,89.13,2.94,2.86,3.63,4.51,13.64,11.22,16.83,34.87,12.43,32.17,8.7,66.16,19.21957,42.84,68140,494900,1460,27.9
"25025030300",5164,2763,6.99,2.88,22.27,22.82,65.22,67.97,4.85,5.65,2.35,3.04,1.01,4.71,6.62,1.48,.87,3.4,4.34,5.5,7.46,11.11,12.2,25.41,14.59749,1.09,3232,40.61,59.39,14.51,9.36,9.29,2.72,2.65,2.91,2.21,16.31,54.55,12.83,9.27,66.49,15.41564,39.91,123386,681000,2001,26.6
"25025030400",2573,1509,5.6,4.68,22.63,23.32,61,76.92,6.69,6.63,4.24,2.25,2.19,2.12,2.85,6.56,5.04,5.57,11.33,15.31,11,4.31,4.31,9.61,14.41897,1.19,1612,25.84,74.16,6.39,.83,0,1.48,14.19,24.68,14.01,32.28,12.52,41.54,4.62,59.45,25.06844,37.8,67292,489200,1407,26.799999
"25025030500",2748,1573,7.9,.37,28.25,24.9,65.36,85.14,3.24,0,3.37,2.99,4.2,1.14,2.03,2.42,2.86,4.9,11.25,9.85,15.64,9.92,9.03,17.16,8.348794,.57,1612,37,63,2.42,0,0,0,4.84,12.92,13.82,27.95,40.46,37.29,11,68.97,26.72862,41.07,102218,655900,1829,26.799999
"25025040100",2190,1152,17.58,2.95,23.92,31.12,75,81.99,1.39,9.03,1.56,2.78,3.91,.69,.61,1.48,0,3.04,2.17,11.98,9.64,8.59,14.84,28.3,1.415525,0,1218,51.3,48.7,5.42,6.6,10.52,4.1,0,5.88,5.35,25.67,41.89,5.92,14.72,84.6,10.04566,22.1,132885,649000,1842,21.4
"25025040200",1862,668,42.7,1.61,13.9,21.71,53.84,42.51,13.62,9.88,5.84,5.84,3.74,3.44,.75,1.35,7.49,6.59,2.25,7.93,8.98,1.5,11.23,9.58,38.02363,9.73,727,27.84,72.16,8.12,28.09,24.04,8.51,4.47,9.57,10.85,2.77,11.7,33.87,9.68,76.87,20.08593,24.28,48750,616500,494,20.299999
"25025040300",4133,1920,18.51,2.1,17.43,28.21,66.85,69.59,9.69,2.6,2.19,1.88,1.15,1.67,3.12,.57,1.98,3.28,5.21,7.76,20.21,12.4,12.08,14.22,14.80655,2.14,2065,57.29,42.71,7.02,17.35,17.72,2.97,3.47,7.19,3.97,13.26,34.08,26.18,3,86.74,11.10573,16.1,117921,434000,1332,21.1
"25025040401",2819,1215,30.15,3.79,16.56,14.63,44.22,47.15,10.62,2.88,3.54,6.09,2.8,3.95,.74,.74,2.88,7,8.64,13.83,7.57,7.82,6.91,13.99,11.20965,2.3,1215,35.56,64.44,0,6.13,4.98,11.24,43.42,6.64,6.39,7.28,13.92,17.13,0,91.05,12.62859,30.01,75107,494000,939,21.700001
"25025040600",2587,1236,17.97,2.64,15.06,28.82,51.96,61.78,3.16,7.2,2.43,1.54,2.75,1.38,1.78,0,3.07,5.5,3.88,14.81,5.42,10.6,14.08,22.41,10.55753,.89,1325,65.45,34.55,6.72,0,8.79,0,14.57,18.34,19.6,24.12,14.57,26.08,5.56,83.42,10.36537,35.13,114167,437800,1356,19.9
"25025040801",3461,1892,24.99,2.2,13.55,24.84,52.47,45.1,20.88,15.91,4.55,1.22,2.48,.74,5.02,.63,4.28,2.54,4.28,6.08,5.39,5.34,7.56,13.11,39.36139,2.38,2092,24,76,9.56,34.95,19.16,5.12,2.11,5.05,4.42,2.88,26.32,23.79,1.98,82.96,13.37802,43.53,37439,449300,462,28.5
"25025050101",5356,1725,30.56,1.11,5.11,8.84,20.77,15.69,9.33,9.51,7.77,9.04,5.51,4.35,4.12,7.42,3.48,6.72,8.23,16.52,4.29,2.43,.93,.35,20.21518,5.22,1875,18.49,81.51,8,15.83,10.03,14.61,11.82,18.48,21.7,7.52,0,26.02,10.66,86.7,15.91852,40.26,40301,343100,945,27.799999
"25025050200",5090,1782,26.54,.7,2.63,15.63,10.97,15.18,7.46,3.37,7.07,7.91,5.67,4.88,4.04,5.67,3.87,12.23,11.73,12.91,8.19,1.01,2.64,1.35,12.02358,2.13,1881,28,72,5.26,5.43,4.86,6.4,21.07,36.06,17.26,6.08,2.84,65.73,3.61,83.52,16.87623,50.43,50030,313600,1085,31.299999
"25025050300",2348,1091,34.03,5.39,6.33,26.15,27.22,16.63,25.48,24.2,9.62,4.58,3.12,5.5,1.65,5.96,1.01,5.59,6.14,3.76,1.56,1.37,.46,0,38.33049,14.85,1121,8.62,91.38,2.68,39.22,17.25,11.74,10.73,7.22,6.82,3.21,3.81,20.21,7.45,82.93,14.16235,48.64,15131,242000,396,30.4
"25025050400",2257,982,15.11,5,9.93,14.72,23.42,22.86,3.67,8.25,3.87,5.4,4.58,2.75,5.09,6.92,5.3,8.45,15.89,11.41,6.52,1.32,2.44,8.15,10.98804,3.87,1077,24.75,75.25,8.82,5.68,10.28,5.68,15.29,24.76,28.82,9.47,0,33.33,0,80.62,21.26717,39.24,56442,266100,1132,27.5
"25025050500",1979,711,24.05,1.99,3.98,18.06,12.1,18.72,7.74,4.64,3.38,3.52,5.2,9.85,4.78,4.08,13.22,5.49,3.8,22.78,7.59,3.09,0,.84,18.08994,1.55,746,35.44,64.56,4.69,1.09,4.14,6.1,22.88,50.33,13.94,1.53,0,40.08,13.49,92.51,3.846154,57.3,47932,287000,1078,34.099998
"25025050600",2155,735,16.01,2.16,7.61,13.94,7.53,7.56,4.22,6.39,2.99,4.49,14.29,3.4,0,6.26,4.49,5.85,19.32,10.75,12.38,4.35,0,.82,9.187935,1.22,840,12.24,87.76,12.5,1.4,.62,5.74,16.9,41.71,20.78,12.87,0,40,0,70.39,31.60093,46.98,58674,242600,1152,25.6
"25025050700",4511,1427,24.01,0,5.3,17.63,15.58,15.87,1.4,2.94,3.85,8.27,7.08,4.27,6.1,.98,4.91,8.13,18.43,16.33,10.44,3.5,3.36,0,14.80825,3.5,1602,20.46,79.54,10.92,0,1.24,8.24,3.99,40.43,26.95,19.15,0,51.71,7.53,80.31,16.48156,45.55,63262,298700,1226,27.1
"25025050901",4575,1308,23.93,.47,4.74,12.37,11.39,11.34,5.58,.99,5.66,5.66,9.4,6.27,9.02,.84,1.61,5.73,12.31,15.98,8.18,4.74,5.35,2.68,17.77241,2.83,1451,37.16,62.84,9.86,1.78,2.55,0,8.41,47.39,20.13,19.75,0,62.35,2.26,90.37,10.0175,45.02,56250,278800,1197,28.799999
"25025051000",4434,1765,30.72,0,4.72,18.51,24.85,15.54,15.69,6.52,3.97,6.97,3.17,4.42,2.61,3.17,2.21,7.59,10.65,14.84,6.8,6.35,4.53,.51,11.29905,3.12,1772,38.64,61.36,.4,10.03,12.44,13.44,17.45,19.86,12.74,9.23,4.81,37.54,11,89.36,9.598013,42.2,50970,285900,948,28.1
"25025051101",6393,2208,32.19,.64,3.47,10.3,23.81,22.67,7.61,3.8,3.49,2.13,4.3,7.84,8.38,4.94,1.95,8.61,6.48,12.86,10.42,6.7,8.15,2.36,8.95047,4.62,2406,39.54,60.46,8.23,10.58,5.67,6.58,8.69,21.16,19.58,20.18,7.56,41.81,5.5,87.77,13.09524,44.19,54576,330000,1218,28.1
"25025051200",2150,953,17.86,6.09,6.62,20.78,33.26,33.6,5.14,1.99,5.67,7.45,7.45,4.83,3.57,4.93,9.13,1.36,15.53,13.43,9.34,6.51,1.78,1.89,19.67442,3.04,1115,41.24,58.76,14.53,0,5.57,6.68,9.28,35.81,22.82,18,1.86,26.97,6.62,78.13,15.71096,47.15,49866,331100,1199,30
"25025060101",3493,1575,15.92,7.16,21.32,14.07,54.46,57.52,2.41,2.6,3.11,2.35,4.32,4.32,2.41,1.02,3.75,9.52,10.41,15.17,14.67,6.03,10.54,7.37,12.9405,2.67,1650,44.06,55.94,4.55,0,2.46,3.05,9.14,23.92,22.86,12.9,25.67,38.9,3.89,85.12,18.94859,35.75,80281,423800,1375,26.200001
"25025060200",2022,908,19.09,4,20.94,16.39,60.51,65.63,3.08,3.85,0,1.43,1.1,.44,2.53,1.54,2.42,9.25,14.65,17.4,13.33,9.69,10.57,8.7,9.495549,0,1023,46.37,53.63,11.24,3.28,0,0,7.66,9.41,18.38,27.57,33.7,22.8,7.84,86.29,8.978174,32.44,89352,425400,1704,24.700001
"25025060301",2986,1486,8.2,6.86,24.89,19.69,55.23,53.61,3.63,7.74,2.02,2.15,2.42,2.09,7.47,1.62,2.49,6.93,7.2,12.79,7.74,10.43,13.12,10.16,6.296048,1.88,1641,48.05,51.95,9.45,11.7,4.34,5.78,7.1,12.48,15.24,26.15,17.21,23.53,2.24,72.27,19.62239,40.03,86719,425400,1391,27.5
"25025060400",4925,2380,14.64,3.45,14.87,15.86,61.87,60.5,7.27,5.67,3.03,0,3.36,1.26,4.92,3.45,2.18,11.18,1.81,11.76,11.55,9.37,14.79,8.4,9.763441,.5,2555,45.5,54.5,6.85,6.7,12.46,4.67,9.89,13.32,3.12,30.22,19.63,19.76,3.05,73.36,21.60069,42.56,88878,409700,1488,27.6
"25025060501",3530,1746,12.63,3.72,18.07,18.65,57.25,69.88,2.63,4.24,2.46,2,3.09,1.95,2.23,1.55,3.78,4.07,8.42,20.73,10.37,12.54,8.13,11.8,8.016997,1.72,1928,46.45,53.55,9.44,0,2.78,4.11,7.67,11.44,30.78,28.33,14.89,25.28,2.1,73.67,17.04125,32.41,96225,383600,1445,25.4
"25025060600",2061,1235,8.3,2.64,13.59,22.97,70.49,81.39,.73,4.13,5.67,0,.97,1.78,1.13,1.05,5.1,5.91,16.84,16.19,8.42,4.7,7.04,20.32,3.105289,1.78,1380,42.91,57.09,10.51,3.69,5.67,1.56,2.55,5.25,1.42,4.4,75.46,39.81,0,63.56,23.05813,58.29,83625,374600,2001,32.099998
"25025060700",2121,689,46.53,0,1.84,16.73,4.74,4.63,20.61,14.51,16.84,9,4.79,3.77,1.6,6.82,7.98,1.6,5.66,6.82,0,0,0,0,30.36304,3.92,712,0,100,3.23,39.77,24.09,16.55,10.16,6.1,.73,2.61,0,0,0,93.07,3.922495,52.1,19481,,444,30.799999
"25025060800",4200,1836,14.19,4.1,20.32,14.29,52.79,54.93,2.94,6.97,2.61,4.08,.87,2.89,3.7,2.94,1.36,6.05,6.81,18.41,9.31,13.51,9.42,8.12,10.45845,5.39,2128,45.53,54.47,13.72,1.2,5.9,6.1,13.4,15.1,21,15,22.3,25.84,1.67,82.74,19.70855,37.6,90714,336600,1349,26.1
"25025061000",3354,1326,34.05,4.72,2.56,25.44,29.92,25.98,33.63,7.16,6.33,4,14.86,2.64,.53,4.15,.75,6.18,3.62,3.62,4.37,6.03,1.66,.45,47.88313,10.33,1375,16.74,83.26,3.56,36.7,22.89,10.1,7.23,6.02,10.75,5.65,.65,19.82,0,92.7,7.781753,45.47,23026,402000,397,29.299999
"25025061101",2192,976,39.46,0,4.39,21.4,15.96,4.46,34.84,15.06,17.73,8.5,.82,7.58,2.15,4.3,4.3,1.02,1.43,1.02,0,0,1.23,0,62.82169,10.04,1041,0,100,6.24,38.99,41.36,4.94,8.95,4.73,0,1.03,0,0,0,86.16,13.59489,37.71,15027,,342,28.6
"25025061200",3364,1867,8.95,5.08,16.8,22.47,69.03,69.14,7.02,3.64,1.07,4.77,3.75,3,1.5,3.11,2.36,5.73,11.3,9.05,12.32,7.18,9.37,14.84,12.85714,.43,1963,43.76,56.24,4.89,0,1.87,5.12,4.53,10.54,25.32,14.88,37.73,29.25,7.34,73.32,25.28291,39.42,82702,369700,1588,27.700001
"25025070101",5494,2710,8.08,2.03,21.49,23.81,64.07,73.86,19.85,2.95,4.91,2.8,1.66,3.8,2.47,1.73,2.58,2.03,6.38,4.54,3.62,8.15,5.31,27.2,21.58165,1.14,3080,40.15,59.85,12.01,17.22,1.43,3.12,0,6.69,10.59,12.41,48.54,30.42,4.6,67.53,17.68584,42.54,72071,784100,1941,29.700001
"25025070200",5324,1707,15.93,1.6,8.61,5.45,22.88,18.78,30.58,12.95,8.49,4.04,1.17,5.33,5.27,2.87,3.63,9.14,4.34,5.04,2.87,.76,0,3.51,39.32195,6.03,1850,5.86,94.14,7.73,23.26,10.94,8.32,15.57,17.82,8.38,11.88,3.81,12,0,67.71,14.56051,54.32,19361,600000,875,32.700001
"25025070300",4476,2417,14.68,5.51,17.55,29.62,69.22,79.21,5.01,2.81,5.38,7.24,4.1,.7,3.35,0,6,2.03,4.22,5.25,9.31,8.81,10.51,25.28,13.81314,2.36,2569,45.92,54.08,5.92,2.63,16.19,5.01,0,12.57,8.71,17.26,37.63,34.86,3.96,77.13,12.20384,31.9,116875,691800,1642,23.799999
"25025070402",1727,705,27.33,0,4.55,5.38,20.91,7.68,25.82,21.7,14.47,6.67,1.7,4.11,7.23,2.13,1.7,6.67,2.13,1.13,3.4,0,1.13,0,47.61322,8.37,705,0,100,0,22.13,35.6,10.64,7.38,4.96,6.1,6.24,6.95,0,0,94.64,2.527744,72.62,15616,,509,36.200001
"25025070500",6091,2863,19.87,3.93,17.69,20.05,68.35,62.69,10.06,10.51,3.6,3,1.19,1.26,4.75,4.96,.38,4.79,4.96,9.75,6.25,8.38,10.62,15.54,19.25792,4.92,3097,39.96,60.04,7.56,20.59,18.44,7.68,.81,3.43,17.1,10.47,21.47,27.71,4.02,77.31,9.271187,33.11,76336,618200,1180,26.6
