tractid10,totalpop,households,pcthhchild,pctind_info,pctind_finance,pctind_professional,pctocc_profmanage,pctcollege,pctinc_0_10K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,pctinc_50K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_200K,pctinc_200K_more,pctpoverty,pctpublicassist,units,pctown,pctrent,pctvacant,pctrent_0_300,pctrent_300_600,pctrent_600_800,pctrent_800_1000,pctrent_1000_1250,pctrent_1250_1500,pctrent_1500_2000,pctrent_2000_more,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,pctsameres,pctunits_newres_2010,pctincomerent_30_more,medhhincome,medianvalue,medianrent,medianpctincomerent
"25017383800",5397,2163,26.55,1.35,5.86,15.66,42.92,47.21,.69,2.4,1.9,3.28,1.9,2.5,2.36,1.29,2.45,10.82,8.37,18.4,12.94,11.93,10.22,8.55,.2781899,.97,2215,84.97,15.03,2.35,0,0,0,22.77,40.92,22.15,0,14.15,29.11,6.15,91.71,4.434137,24,90191,335200,1166,25.299999
"25017383901",7723,2979,30.36,3.03,5.74,24.48,44.25,54.09,2.75,2.99,3.59,1.01,4.57,4.16,1.75,1.91,3.86,7.22,6.88,12.32,18.23,12.12,8.43,8.22,3.878628,2.18,3046,87.31,12.69,2.2,17.7,9.14,21.24,5.01,20.94,14.16,8.26,3.54,30.8,5.73,93.35,2.243928,35.45,91658,365700,938,28.6
"25017383902",5324,1861,31.8,2.03,12.59,18.16,56.87,67.51,1.34,2.31,1.88,.75,1.29,2.26,.81,4.94,1.88,4.84,4.89,11.12,15.1,4.94,20.8,20.85,2.538548,2.36,1920,93.77,6.23,3.07,0,0,8.33,17.59,26.85,0,14.81,32.41,28.6,4.3,96.25,4.198833,21.55,121925,396900,1224,25
"25017384001",1335,568,32.96,0,10.43,13.61,52.04,59.3,5.28,1.06,0,3.7,0,10.92,4.05,0,0,9.68,9.33,9.51,11.62,8.98,16.9,8.98,9.674981,0,568,85.21,14.79,0,0,0,0,0,25,16.67,41.67,16.67,14.26,8.47,94.85,1.898254,79.76,91346,394200,1600,43.799999
"25017384002",6231,2740,20.8,2.65,10.51,18.71,53.32,64.04,4.53,1.35,3.36,3.39,1.64,3.28,2.15,4.96,1.82,9.71,10.4,10.07,12.3,7.99,11.79,11.24,9.86821,4.05,2906,38.1,61.9,5.71,0,3.75,0,9.28,31.29,24.69,30.4,.59,28.74,1.92,70.23,16.09528,32.25,86625,396800,1308,22.799999
"25017385100",6662,2423,34.94,2.66,10.28,14.37,52.88,58.07,2.97,1.49,2.19,3.3,3.22,3.3,1.32,1.16,2.52,6.6,7.22,11.18,10.73,8.05,12.05,22.7,2.350814,1.73,2440,82.34,17.66,.7,0,42.29,8.18,11.21,20.09,8.88,9.35,0,21.8,2.86,94.23,3.957106,31.78,110191,440800,744,25.4
"25017385201",2435,1038,32.48,1.12,4.96,14.88,41.92,51.94,6.17,0,3.08,5.3,8.67,2.22,7.9,5.01,2.41,7.23,4.91,11.95,13.2,6.65,14.07,1.25,10.51335,0,1087,62.33,37.67,4.51,0,10.23,0,13.3,20.2,44.76,9.46,2.05,42.04,6.96,93.45,2.345679,71.36,67386,340000,1285,46.900002
"25017385202",7490,3051,27.36,2.37,9.09,24.4,53.26,53.09,3.44,1.25,3.34,2.52,4.16,1.97,2.46,4.79,1.57,2.85,9.14,14.16,14.19,11.14,9.7,13.31,4.168901,1.34,3051,87.15,12.85,0,0,2.3,0,9.95,22.96,20.41,17.35,27.04,28.85,4.63,87.32,11.53332,25.26,96886,317000,1431,23.9
"25017386100",4128,1428,36.65,3.43,12.24,18.66,66.82,82.75,2.59,.42,.63,1.75,.84,2.38,.56,1.75,.98,5.32,5.11,5.88,12.11,6.23,10.5,42.93,2.47093,.63,1452,90.41,9.59,1.65,0,0,13.28,0,15.62,4.69,9.38,57.03,26.18,4.8,93.07,3.100775,20.44,151944,721100,2001,23.299999
"25017387100",4174,1491,34.93,3.31,7.77,19.84,53.71,59.55,5.1,1.01,.47,4.16,.47,0,6.04,2.08,1.21,4.9,7.31,9.59,17.04,11.33,13.75,15.56,4.98323,1.07,1543,83.43,16.57,3.37,9.62,6.69,4.18,14.64,10.04,17.15,25.94,11.72,19.61,5.87,92.28,7.54445,27.94,111982,401500,1320,23.6
"25017387201",5710,2062,32.1,2.73,6,19.62,60.15,55.09,.78,5.97,3.83,1.41,3.39,3.1,2.57,4.7,4.22,6.21,9.65,9.84,6.3,12.51,10.43,15.08,4.906789,0,2124,85.01,14.99,2.92,27.68,28.03,0,5.19,16.96,16.61,5.54,0,25.5,5.02,87.6,4.260563,25.24,84773,356100,544,24.6
"25017387202",3784,1315,35.07,4.55,8.35,17.76,64.02,68.3,4.49,1.14,.53,2.51,.61,1.75,3.19,1.9,0,2.05,2.89,15.89,15.21,10.87,15.44,21.52,2.69556,3.35,1384,94.9,5.1,4.99,0,0,34.33,19.4,14.93,0,19.4,11.94,21.39,5.77,95.59,3.884778,68.66,117228,431500,981,40.599998
"25017388100",5017,2028,32.45,3.14,4.82,23.02,69.7,74.65,1.82,.74,2.76,1.78,4.34,3.55,2.76,1.33,2.86,5.92,6.85,12.77,11.44,4.88,13.17,23.03,3.248954,1.78,2088,82.1,17.9,2.87,0,0,14.57,52.86,10.29,12.29,6.29,3.71,20.06,1.92,90.02,8.31174,45.18,106597,504800,950,28.4
"25017388200",7352,2149,48.36,2.48,13.96,25.88,69.84,48.78,16.36,7.36,7.82,15,11.08,3.24,5.27,4.31,7.67,18.65,11.59,31.07,31.05,5.23,11.53,12.78,30.1742,.52,2240,141.17,58.83,12.22,6.54,32.61,38.32,11.85,34.3,14.72,40.12,21.53,82,7.04,182.26,15.42686,118.88,63889.5,281450,1198.5,39.9
"25017388300",5935,1758,27.85,.96,4.51,18.8,31.86,19.09,25.82,17.29,8.7,4.49,4.95,4.15,.63,2.79,4.1,5.8,6.26,6.03,3.07,3.13,1.48,1.31,45.48984,9.27,1995,10.01,89.99,11.88,36.47,18.58,9.36,11.69,11.88,6.38,5.63,0,22.73,1.7,69.35,19.88873,39.13,18571,206700,509,27.6
"25017980000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
"25021400100",4714,2304,13.77,2.22,12.82,21,76.78,81.73,12.33,6.68,2.52,9.03,3.39,.65,1.09,3.86,1.17,6.9,5.03,11.59,6.29,5.82,5.77,17.88,17.68078,2.6,2643,38.93,61.07,12.83,9.98,6.68,2.08,7.47,10.62,14.36,22.4,26.42,27.98,3.23,79.48,18.2446,39.23,66058,667500,1479,28.4
"25021400200",5648,2542,19.26,4.85,11.31,16.36,72.65,83.12,15.97,5.19,3.86,1.61,1.34,3.42,1.26,4.37,.55,6.69,8.77,10.46,11.05,5.74,5,14.71,22.18059,1.46,3007,36.51,63.49,15.46,4.73,8.76,1.01,0,2.08,10.4,27.47,45.56,25.75,6.79,77.05,15.98214,56.32,69439,594300,1919,37.5
"25021400300",4081,1633,20.93,1.87,12.97,18.92,75.72,86.56,7.16,1.53,2.33,1.47,1.59,1.84,.92,1.59,3.37,2.27,7.65,8.94,14.45,6.86,13.66,24.37,9.271194,3.74,1839,51.56,48.44,11.2,3.48,0,6.43,1.07,5.22,12.18,30.92,40.7,22.8,2.85,75.83,10.85984,40.71,116058,840600,1850,27.700001
"25021400400",5735,2988,19.95,5.48,6.56,19.59,80.32,78.77,12.28,8.8,3.65,3.58,2.01,3.05,2.71,5.89,1.24,7.76,3.61,6.43,13.12,5.22,8.13,12.52,13.6017,1.47,3081,39.79,60.21,3.02,8.29,2.3,2.91,3.53,6.33,9.92,38.82,27.9,27.75,3.62,82.74,15.89509,59.2,56058,669400,1715,41.099998
"25021400500",5576,2426,18.01,6.85,7.79,22.49,84.4,84.06,10.22,2.18,2.31,.54,5.03,.62,2.8,0,8.33,3.67,4.58,9.89,9.32,7.05,13.6,19.87,11.96766,0,2680,44.06,55.94,9.48,0,1.03,1.03,0,11.79,1.77,31.91,52.47,16.18,11.69,78.08,13.72265,48.71,99804,745200,2001,31.200001
"25021400600",5267,2108,23.05,1.6,9.75,29.22,80.92,87.23,6.64,4.6,2.32,.76,2.56,0,1.42,.9,2.94,7.64,4.6,7.69,7.64,5.65,15.84,28.8,9.96483,0,2394,64.56,35.44,11.95,0,0,0,0,16.48,0,49.28,34.24,15.87,3.38,86.76,11.08504,55.02,130882,754400,1840,42.099998
"25021400700",3874,1379,27.44,2.73,7.88,20.96,78.14,81.38,1.67,0,.58,1.02,.58,2.25,0,1.09,4.21,4.86,4.35,10.8,9.79,12.33,19.36,27.12,4.138645,0,1563,67.01,32.99,11.77,0,1.32,0,0,5.71,10.99,25.93,56.04,20.89,1.95,82.1,7.692307,45.72,137649,610400,2001,28
"25021400800",5481,2472,19.32,3.47,10.3,19.16,83.33,76.18,15.09,7.4,1.94,2.18,1.7,1.13,1.7,1.62,2.27,9.22,5.83,9.06,7.93,4.94,13.23,14.77,21.32874,.57,2762,35.36,64.64,10.5,15.33,4.57,7.01,3.69,9.51,10.51,33.1,16.27,21.74,4.58,75.98,13.64945,46.5,74722,657600,1485,30
"25021400900",3760,1878,21.01,3.48,6.35,16.7,73.24,67.61,9.74,4.63,1.76,6.02,3.62,2.88,3.67,5.48,4.1,4.63,7.4,9.69,8.41,9,4.42,14.54,11.06656,.53,2176,42.92,57.08,13.69,14.58,5.59,2.08,1.8,7.39,5.87,30.68,32.01,25.56,6.7,75.85,18.17697,44.77,64229,396400,1707,28.6
"25021401000",3069,1331,26.78,1.91,10.56,19.03,69.04,64.85,9.47,1.28,1.8,.6,0,2.1,2.55,1.88,6.31,12.85,10.97,7.96,6.84,9.92,9.02,16.45,13.5549,3.23,1452,51.01,48.99,8.33,6.44,12.12,2.45,5.06,9.66,8.9,27.3,28.07,20.62,4.71,88.23,12.80547,39.26,75446,622000,1598,26
"25021401100",4509,1637,28.92,6.34,9.45,23.68,79.87,79.85,2.57,4.22,0,2.99,0,0,0,4.89,4.64,.61,5.74,10.69,7.03,7.76,11.91,36.96,6.085146,3.54,1728,80.33,19.67,5.27,4.7,0,14.77,0,4.03,10.4,45.64,20.47,25.55,6.24,89.14,8.114558,58.07,143375,1000001,1676,50
"25021401200",6920,2496,27.88,4.4,9.67,27.54,69.54,79.75,7.33,1.88,.52,0,1.16,0,.48,1.56,2.28,6.17,4.17,10.3,13.3,14.1,11.02,25.72,4.096688,1.76,2643,62.58,37.42,5.56,6.27,0,0,0,3.74,1.54,64.36,24.09,24.97,5.12,85.73,9.241336,35.77,126010,686400,1799,26
"25021402101",3689,1568,27.38,1.58,9.87,9.82,47.64,41.88,4.15,5.99,3.7,4.59,2.55,.83,2.3,6.95,3.51,6.31,6.51,17.54,12.31,5.8,10.65,6.31,5.851933,3,1650,78,22,4.97,0,18.02,3.3,3,3,27.93,18.02,26.73,28.05,6.79,91.43,3.581118,53.04,80147,358700,1453,32
"25021402102",3749,1561,28.62,1.18,4.77,14.07,34.43,35.59,7.5,7.43,4.42,1.99,2.43,5.32,7.43,3.33,1.73,4.8,13.2,10.63,8.14,7.11,9.16,5.38,11.44916,.9,1730,65.47,34.53,9.77,10.65,13.15,15.45,2.3,6.68,26.3,17.75,7.72,37.57,11.55,92.09,8.041677,39.71,63914,321600,1267,28.799999
"25021402200",2105,823,34.35,3.05,5.48,9.97,39.62,30.61,5.71,1.46,4.62,2.92,1.09,3.4,6.68,3.65,1.09,10.94,9.11,12.03,14.82,8.87,4.13,9.48,4.180522,6.68,869,81.77,18.23,5.29,0,0,5.52,25.52,26.9,16.55,25.52,0,25.56,7.43,98.66,5.653207,46,74491,330000,1176,28.1
"25021402300",4733,1641,28.31,2.18,12.56,19.09,53.57,44.29,1.1,1.28,2.56,2.56,1.16,1.22,5.06,3.05,3.35,5.36,11.76,12.37,14.26,11.27,14.32,9.32,.6677053,.67,1641,91.71,8.29,0,0,0,9.4,0,0,0,59.83,30.77,27.18,8.7,93.14,2.403739,4.41,97422,390700,1839,24.799999
"25021402400",6051,2504,28.52,2.09,11.33,11.67,47.33,48.25,3.75,5.35,3.19,2.32,.88,2.68,2.72,1.92,5.99,8.79,11.26,12.74,12.5,10.14,11.22,4.55,5.579542,1.32,2559,62.62,37.38,2.15,7.68,6.26,3.62,6.48,6.7,18.88,29.86,20.53,29.72,9.57,86.22,7.972213,49.57,77339,377000,1506,30.9
"25021402500",4389,1512,24.08,2.81,19.78,18.93,63.13,60.5,3.51,3.37,5.49,.6,1.92,2.51,1.26,1.98,3.84,1.19,8.4,11.44,11.97,5.95,11.97,24.6,2.31041,.53,1649,68.72,31.28,8.31,0,0,2.14,2.61,26.13,23.99,24.94,20.19,19.63,4.72,77.5,8.819502,64.27,106585,647600,1449,46.900002
"25021403100",6935,2208,40.01,1.7,14.24,21.25,65.85,77.57,0,1.81,1.77,0,1.13,1.86,.68,1.31,1.95,3.53,6.16,8.51,13.68,11.41,15.17,31.02,1.946647,1.4,2348,96.29,3.71,5.96,0,0,0,0,58.54,41.46,0,0,23.52,3.9,97.08,1.746032,0,135463,628100,1214,13.9
"25021403300",3915,1340,34.25,3.79,16.93,23.88,67.95,75.95,1.04,1.79,2.24,2.76,.82,2.39,.45,.67,.45,2.09,4.4,8.81,12.09,7.69,17.54,34.78,1.856764,2.24,1412,89.55,10.45,5.1,0,0,0,0,18.46,12.31,50.77,18.46,16.92,5.25,92.59,4.670913,58.57,155882,719400,1689,50
"25021403400",6536,2443,28,3.56,10.72,21.87,67.86,71.23,6.39,3.89,3.48,2.05,2.05,0,2.33,1.31,2.09,3.85,7.37,7.65,7.49,6.18,12.36,31.52,5.676127,.9,2530,78.06,21.94,3.44,25.3,46.44,3.16,3.95,3.75,0,0,17.39,24.12,1.42,90.65,3.744567,44.59,125121,688700,425,29.4
"25021403500",5747,2249,33.06,3.43,9.95,24.75,56.22,66.53,4.05,4.62,2.4,1.87,2.58,1.69,.93,.53,2.62,5.69,8.67,15.61,9.87,5.51,7.87,25.48,3.885735,1.6,2291,76.39,23.61,1.83,6.8,19.27,0,0,6.58,0,33.11,34.24,29.22,3.9,90.69,5.755907,27.31,97314,603400,1762,27.200001
"25021404100",4120,1372,37.6,1.02,13.17,20.96,66.17,72.67,8.75,0,1.68,4.3,.73,0,1.38,4.15,1.46,1.17,5.61,7.87,6.92,6.49,12.46,37.03,7.330097,.66,1372,74.64,25.36,0,14.71,12.06,5.88,3.53,6.47,5.88,22.65,28.82,12.7,7.03,87.08,12.40291,54.31,143250,780900,1532,50
"25021404201",3658,1205,39.12,4.99,26.58,21.82,68.88,88.23,0,2.24,.83,.83,0,1.58,1.49,1.83,.75,3.57,4.98,2.07,6.8,8.46,8.13,56.43,2.268999,.66,1273,93.86,6.14,5.34,10.81,0,0,0,39.19,10.81,0,39.19,20.51,7.07,89.34,4.30137,10.81,221688,1000001,1250,10
"25021404202",5059,1181,20.79,3.13,15.51,12.79,59.96,82.39,4.49,0,1.1,.76,.68,4.06,1.02,1.02,2.29,.85,5,5.5,10.84,8.21,16.6,37.6,4.160051,0,1261,87.98,12.02,6.34,0,0,0,7.26,0,21.77,22.58,48.39,26.95,6.83,84.6,5.339806,45.78,153523,932500,1964,32.5
"25021404301",5233,1810,36.84,2.01,16.96,27.29,73.65,86.14,1.38,.39,1.05,.94,2.04,2.87,.5,.94,1.77,3.2,2.82,5.19,6.63,13.15,10.66,46.46,2.178483,1.38,1918,94.53,5.47,5.63,0,0,0,10.84,12.05,0,0,77.11,25.37,3.62,92.49,4.54806,36.36,171354,914100,2001,26.6
"25021404302",3397,1303,31.23,3.44,13.33,17.28,66.33,70.61,2.53,1.77,1.77,5.3,1.53,3.76,1.3,2.46,1.53,5.45,9.59,8.67,10.36,6.45,12.74,24.79,3.219871,0,1395,83.58,16.42,6.59,4.85,0,0,0,4.37,19.9,26.7,44.17,21.76,10.65,89.39,8.586323,48.6,107629,667800,1891,30.5
"25021404400",6721,1667,19,3.24,6.24,11.49,58.36,83.2,.48,4.02,3.54,1.74,2.22,2.64,2.58,1.32,1.26,2.52,7.56,8.28,8.22,5.22,14.58,33.83,1.689861,.96,1782,65.57,34.43,6.45,17.93,12.57,8.5,4.44,18.3,13.12,4.81,20.33,17.75,7.5,82.8,11.63428,10.1,134861,958500,1090,20.4
"25021405100",5608,1834,75.93,6.73,24.8,42.09,142.98,165.55,1.93,2.24,0,3.48,2.91,3.15,7.51,1.46,4.24,7.34,11.75,11.62,7.38,15.79,27.3,91.91,3.373964,2.2,1959,182.93,17.07,12.56,0,0,10.45,15.71,17.91,53.73,0,102.2,43.73,9.54,183.8,13.70397,25.08,186887.5,880950,1676,14.85
"25021406101",5607,1900,71.84,5.87,33.93,34.26,116.22,126.37,6.85,1.55,.8,4.33,8.18,6.4,2.14,3.29,3.2,8.82,9.61,20.79,26.36,12.84,25.22,59.63,8.262407,0,2025,169.43,30.57,10.01,6.48,12.63,9.56,78.17,19.11,4.1,66.2,3.75,60.9,2.94,187.89,4.180479,115.86,136736,622700,999,42.25
"25021406102",6460,2125,79.71,10.05,13.1,42.04,127.47,142.71,6.19,1.71,2.44,1.79,.89,5.47,1.14,6.09,0,5.11,13.55,19.5,28.62,21.78,36.98,48.76,6.702614,2.91,2248,192.09,7.91,9.08,19.05,17.46,100,63.49,0,0,0,0,54.45,6.76,191.2,3.676471,15.38,134132,556600,833,21.5
"25021407100",7905,3020,59.76,5.58,12.98,37.15,95.43,91.12,3.96,3.86,6.49,5.68,2.06,5.81,4.03,4.51,8.24,15.9,24,26.68,19.55,26.99,28,14.22,7.227287,4.61,3035,161.33,38.67,.88,3.54,17.98,15.48,10.08,47.42,61.38,3.27,40.83,66.98,8.32,186.09,9.983444,63.12,92323,370200,1251,26.45
"25021408101",8105,2709,36.08,2.72,6.73,13.91,46.4,52.48,2.92,2.88,2.29,3.25,.63,1.99,3.95,1.51,1.44,3.73,5.28,9.04,17.57,12.7,15.69,15.13,2.300575,.37,2739,88,12,1.1,21.23,47.08,3.69,8.62,16,0,0,3.38,22.36,6.96,94.65,2.338962,41.23,112098,387100,504,28.6
"25021408102",4637,1736,31.53,2.13,7.77,15.66,47.93,45.96,3,2.65,1.32,1.96,1.96,3.34,1.61,.81,4.15,5.36,9.56,15.03,16.88,10.6,11.52,10.25,2.460609,2.02,1959,85.43,14.57,11.38,7.82,16.87,6.58,18.11,21.4,6.17,14.81,8.23,32.23,3.3,93.82,2.058059,35.18,99122,356400,1007,24.6
"25021409101",6369,1417,22.5,1.36,7.85,20.82,49.57,38.42,3.18,.56,0,0,1.41,2.47,1.55,2.61,.49,5.43,6.99,10.52,9.95,10.02,19.55,25.26,4.947166,1.69,1457,93.86,6.14,2.75,31.17,0,0,37.66,0,0,0,31.17,21.13,1.28,87.15,3.125751,45.98,133558,446400,897,35.900002
"25021409102",4927,1758,33.92,1.2,15.72,17.71,59.76,63.29,4.72,2.56,2.84,3.07,0,.46,2.84,2.96,1.37,3.7,5.52,9.61,13.14,8.19,14.9,24.12,5.256749,.68,1831,92.66,7.34,3.99,26.72,19.83,0,19.83,8.62,6.9,8.62,9.48,23.94,6.88,94.56,2.861782,51.17,121344,454900,844,31.799999
"25021410100",6002,2393,57.51,1.62,19.39,26.93,85.37,74.95,9.89,6.67,9.55,13.85,5.31,3.02,11.19,8.53,3.89,8.15,16.85,15.2,25.41,18.15,14.4,29.91,8.596487,6.2,2441,141.04,58.96,3.79,27.68,35.37,27.38,16.38,17.9,0,60.79,14.48,51.47,12.04,179.11,12.79545,84.95,82669,376850,1163,25.8
"25021410300",4540,1651,34.34,3.08,14.27,12.85,57.12,50.93,0,.73,2.18,2.3,1.33,2.48,0,4.6,3.09,8.24,11.33,8.9,13.99,12.17,15.51,13.14,.6607929,.97,1730,82.37,17.63,4.57,0,0,0,2.33,5.81,24.81,47.29,19.77,18.75,1.84,90.66,7.936508,51.54,106964,379000,1680,39.200001
"25021410400",6322,2461,64.87,8.29,20.1,24.33,98.68,72.89,5.55,6.6,1.15,9,3.66,8.67,13.48,7.44,5.35,15.96,19.81,25.68,29.78,14.45,23.67,9.73,13.72386,0,2540,121.21,78.79,5.09,0,0,4.62,12.51,107.48,70.76,1.13,3.49,76.3,5.9,171.55,18.91378,67.41,79554,358400,1194.5,27.25
"25021411100",8135,2927,68.94,8,19.76,24.14,98.97,93.5,3.8,2.68,9,3.3,11.62,6.32,2.1,1.85,2.88,8.43,14.56,36.42,29.17,18.93,21.86,27.09,10.3108,2.99,3098,153.75,46.25,10.54,1.95,20.72,19.41,19.54,34.35,60.08,31.69,12.26,46.86,9.09,188.55,12.40113,77.36,97683,395950,1147.5,25.099999
"25021411200",6614,2358,67.81,.41,30.43,14.69,76.68,75.33,3.2,7.17,3.15,2.45,2.45,7.48,8.97,12.77,6.73,10.59,21.28,27.28,44.34,9.41,19.67,13.06,7.799723,2.64,2415,158.55,41.45,2.61,3.71,41.12,0,6.64,41.6,75.87,28.52,2.54,55.65,5.19,192,5.043155,114.65,91920.5,370950,1247.5,33.7
"25021411301",5165,1975,32.47,1.52,10.62,14.14,47.77,57.54,3.8,2.23,5.87,4.2,.86,3.8,1.32,3.54,.61,6.18,9.77,12.25,7.8,4.96,10.18,22.63,2.610915,2.03,2016,83.54,16.46,2.03,23.32,16.61,3.51,5.43,5.43,0,0,45.69,25.82,5.52,96.69,1.923832,71.38,91490,511000,1051,50
"25021411302",4204,1357,54.66,1.48,22.72,32.95,124.09,88.48,4.95,3.74,8.22,0,5.25,0,7.01,18.62,0,5.59,30.66,25.79,19.57,17.24,24.9,28.48,8.853218,0,1384,179.14,20.86,3.36,30.77,100,0,69.23,0,0,0,0,60.82,15.64,178.94,2.248863,20.63,86208.5,380000,928,33.2
"25021412100",6156,2221,36.73,3.18,13.54,16.68,67.45,74.08,5.49,1.4,2.66,3.38,1.98,.5,2.88,2.57,3.24,1.89,6.53,5.45,11.17,7.56,19.72,23.59,5.344379,1.26,2221,84.96,15.04,0,13.47,23.95,7.49,8.38,9.58,13.17,4.19,19.76,23.21,5.35,93.11,4.160572,63.48,128250,637200,861,36.799999
"25021412200",3734,1433,34.44,3.37,16.84,16.13,64.7,70.74,1.88,1.4,5.79,2.72,2.58,5.02,2.51,1.95,2.72,3.21,1.81,6.42,6.77,8.16,7.61,39.43,1.323609,0,1456,85.21,14.79,1.58,0,8.33,14.22,4.41,9.31,23.04,23.04,17.65,15.97,10.4,89.63,2.160994,70.28,136793,726200,1399,38.900002
"25021412300",4726,1601,35.82,3.35,14.25,20.21,58.16,59.14,2.06,2.81,2.62,1,3.31,3.12,1.19,3,3.12,1.37,6.31,9.93,10.74,12.05,15.37,21.99,2.073635,0,1635,94.57,5.43,2.08,0,0,0,0,19.54,12.64,20.69,47.13,25.89,10.9,94.26,6.392888,70.12,123603,540700,1931,37
"25021413100",5959,2316,28.78,1.49,6.6,18.52,37.1,39.88,3.71,4.58,2.12,6.82,4.1,3.93,1.9,.95,1.51,6.3,7.21,11.57,19.69,9.59,8.46,7.56,4.499664,.99,2404,69.34,30.66,3.66,24.86,6.61,0,13.22,16.52,21.41,11.49,5.89,18.49,6.54,97,3.477238,25.07,94340,376400,1080,23.299999
"25021413200",6058,2560,23.89,3.92,11.3,9.44,38.8,29.66,3.48,3.12,4.8,3.24,4.69,3.79,2.73,3.24,4.22,10.9,12.58,14.34,11.17,5.35,8.16,4.18,5.280358,3.24,2735,59.53,40.47,6.4,5.48,20.14,13.06,17.35,22.93,7.38,13.66,0,30.84,4.2,91.82,10.35136,37.93,65478,334600,902,25.799999
"25021413300",5150,1898,32.91,.69,11.43,8.26,49.14,51.64,2.16,3.16,2.05,2.37,1.74,5.22,4.64,3.37,2.74,8.11,7.11,17.86,9.27,8.64,13.12,8.43,5.889281,1.63,1954,73.08,26.92,2.87,8.3,9.51,6.07,7.29,13.77,6.48,40.89,7.69,21.63,2.52,84.41,8.666797,38.55,86587,425500,1445,26.700001
"25021413401",3092,1463,24.06,1.11,8.6,12.06,43.78,44.07,1.98,2.94,3.76,6.29,7.86,9.77,4.1,0,5.13,7.04,9.71,9.77,14.08,7.38,6.63,3.55,7.135875,1.71,1518,58.1,41.9,3.62,4.21,0,5.22,16.67,45.45,22.39,4.38,1.68,32.47,4.24,86.15,10.05976,48.28,63646,401400,1131,30.4
"25021413402",4145,1697,29.02,1.53,6.65,20.31,52.97,48.9,5.83,.88,2.18,3.06,4.6,2.3,1.83,3.01,2.36,7.96,10.02,15.85,15.09,10.96,12.91,1.18,6.595586,2.18,1875,39.78,60.22,9.49,0,1.27,3.91,4.6,19.57,34.25,24.66,11.74,22.07,6.96,88.12,11.85222,21.24,85521,370800,1401,21.700001
"25021413500",4176,1689,30.53,1.42,10.53,11.61,40.49,38.26,3.67,3.43,.65,1.66,3.61,7.16,7.76,3.61,.89,4.74,16.04,17.47,7.82,8.7,8.05,4.74,14.65517,0,1848,44.7,55.3,8.6,1.69,0,1.02,8.14,29.94,14.69,43.16,1.36,31.66,4.24,82.99,15.81853,41.75,72691,391300,1407,28.5
"25021414100",5332,1902,70.24,4.63,27.74,42.83,130.99,134.68,4.11,1.67,2.06,7.98,1.29,2.27,6.04,6.04,9.32,4.08,15.1,24.2,11.56,32.28,35.9,36.11,3.119862,3.58,2028,183.04,16.96,8.74,0,0,0,0,1.79,8.07,61.43,28.7,45.71,17.32,189.1,12.37217,69.96,121818,434350,1827,47.400002
"25021414200",7359,2457,76.39,1,24.11,41.24,143.79,143.25,.64,1.2,1.28,.86,0,.6,1.2,.6,.94,8.65,15.95,30.47,19.83,7.02,47.09,63.67,2.70425,0,2457,196.58,3.42,0,0,0,0,0,0,17.5,0,82.5,27.53,3.95,196.02,19.45547,32.5,156959,449900,2001,18.9
"25021414300",4928,1879,61.39,3.46,14.61,26.59,120.31,121.35,12.35,19.4,13.9,4.14,1.97,12.92,4.48,1.75,1.14,6.23,8.58,23.64,24.21,20.65,20.86,23.76,14.618,6.46,1973,137.59,62.41,9.14,34.71,39.26,5.37,10.49,33.57,25.2,17.32,34.08,37.32,15.32,185.5,12.83256,100.49,78237.5,350200,924.5,29.25
"25021415101",4547,1732,32.24,1.25,17.23,15.81,51.65,47.52,1.96,1.21,3.12,7.33,1.5,2.14,4.33,2.89,5.72,8.14,6.47,16.45,8.66,7.91,9.01,13.16,6.915254,2.19,1732,79.79,20.21,0,0,13.27,3.4,14.2,5.86,14.2,29.01,20.06,25.69,9.91,93.63,2.849389,52.86,87083,420100,1484,33.5
"25021415102",8113,3286,32.38,.22,13.9,18.91,56.78,49.16,3.86,3.13,2.86,3.29,2.13,1.49,4.75,4.41,3.65,9.04,6.54,16.92,15.19,5.63,10.62,6.48,7.210649,.94,3458,68.81,31.19,4.97,11.9,9.07,15.02,3.71,11.02,19.02,25.56,4.68,25.74,7.08,83.6,4.919245,42.53,82417,360300,1233,24.299999
"25021415200",5417,2112,31.03,4.9,12.21,11.38,51.85,44.55,8.71,2.13,4.02,1.99,4.5,.57,1.94,1.33,5.26,7.86,6.39,9.71,10.27,10.18,16.05,9.09,4.782024,2.41,2268,69.6,30.4,6.88,8.39,2.14,0,17.76,4.28,19.08,35.53,12.83,20.48,2.86,89.61,2.964389,44.7,84926,483400,1478,30.799999
